
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 30 2001,7:30p EST,,Box Score,,Atlanta Hawks,W,OT,89,84,1,0,W 1,
2,Thu Nov 1 2001,7:30p EST,,Box Score,,Los Angeles Clippers,W,OT,98,92,2,0,W 2,
3,Sat Nov 3 2001,7:30p EST,,Box Score,,Minnesota Timberwolves,L,,88,90,2,1,L 1,
4,Sun Nov 4 2001,6:00p EST,,Box Score,@,Phoenix Suns,W,,103,100,3,1,W 1,
5,Tue Nov 6 2001,7:30p EST,,Box Score,,Denver Nuggets,W,,99,93,4,1,W 2,
6,Thu Nov 8 2001,8:00p EST,,Box Score,,Philadelphia 76ers,W,,77,72,5,1,W 3,
7,Fri Nov 9 2001,7:00p EST,,Box Score,@,Denver Nuggets,L,,81,108,5,2,L 1,
8,Tue Nov 13 2001,7:30p EST,,Box Score,@,San Antonio Spurs,L,,86,90,5,3,L 2,
9,Thu Nov 15 2001,8:00p EST,,Box Score,,Los Angeles Lakers,L,OT,97,98,5,4,L 3,
10,Sat Nov 17 2001,7:30p EST,,Box Score,,Dallas Mavericks,W,,124,87,6,4,W 1,
11,Mon Nov 19 2001,7:00p EST,,Box Score,@,Sacramento Kings,L,,77,113,6,5,L 1,
12,Tue Nov 20 2001,7:00p EST,,Box Score,@,Portland Trail Blazers,W,,94,87,7,5,W 1,
13,Fri Nov 23 2001,7:00p EST,,Box Score,@,Seattle SuperSonics,L,,81,99,7,6,L 1,
14,Sun Nov 25 2001,12:30p EST,,Box Score,@,Los Angeles Clippers,L,,83,90,7,7,L 2,
15,Tue Nov 27 2001,7:00p EST,,Box Score,,Sacramento Kings,L,,84,89,7,8,L 3,
16,Fri Nov 30 2001,7:00p EST,,Box Score,@,Memphis Grizzlies,L,,85,102,7,9,L 4,
17,Sat Dec 1 2001,7:30p EST,,Box Score,,San Antonio Spurs,L,,75,85,7,10,L 5,
18,Mon Dec 3 2001,7:30p EST,,Box Score,@,New York Knicks,L,,86,89,7,11,L 6,
19,Tue Dec 4 2001,7:30p EST,,Box Score,@,Chicago Bulls,L,,75,103,7,12,L 7,
20,Thu Dec 6 2001,7:30p EST,,Box Score,,Washington Wizards,L,,82,85,7,13,L 8,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Dec 8 2001,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,97,107,7,14,L 9,
22,Sun Dec 9 2001,6:00p EST,,Box Score,@,Detroit Pistons,L,,77,105,7,15,L 10,
23,Tue Dec 11 2001,7:30p EST,,Box Score,,Cleveland Cavaliers,L,,102,107,7,16,L 11,
24,Thu Dec 13 2001,7:00p EST,,Box Score,@,Indiana Pacers,L,OT,106,108,7,17,L 12,
25,Sat Dec 15 2001,7:30p EST,,Box Score,,Miami Heat,L,,73,76,7,18,L 13,
26,Tue Dec 18 2001,7:30p EST,,Box Score,,Portland Trail Blazers,L,,92,101,7,19,L 14,
27,Thu Dec 20 2001,8:00p EST,,Box Score,,Los Angeles Lakers,L,,101,107,7,20,L 15,
28,Sat Dec 22 2001,7:30p EST,,Box Score,,Milwaukee Bucks,W,,115,110,8,20,W 1,
29,Wed Dec 26 2001,7:30p EST,,Box Score,,Phoenix Suns,L,,91,97,8,21,L 1,
30,Fri Dec 28 2001,7:30p EST,,Box Score,@,Golden State Warriors,W,,100,93,9,21,W 1,
31,Sun Dec 30 2001,6:30p EST,,Box Score,@,Los Angeles Lakers,L,,90,114,9,22,L 1,
32,Thu Jan 3 2002,7:30p EST,,Box Score,,Detroit Pistons,W,,99,97,10,22,W 1,
33,Sat Jan 5 2002,7:30p EST,,Box Score,,Indiana Pacers,L,,79,81,10,23,L 1,
34,Tue Jan 8 2002,7:30p EST,,Box Score,,New York Knicks,W,,88,86,11,23,W 1,
35,Thu Jan 10 2002,7:00p EST,,Box Score,@,Utah Jazz,L,,79,83,11,24,L 1,
