
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 31 2000,7:30p EST,,Box Score,@,Orlando Magic,L,,86,97,0,1,L 1,
2,Wed Nov 1 2000,7:30p EST,,Box Score,@,Charlotte Hornets,W,,95,77,1,1,W 1,
3,Fri Nov 3 2000,7:00p EST,,Box Score,,New York Knicks,L,,76,80,1,2,L 1,
4,Sat Nov 4 2000,7:00p EST,,Box Score,@,Toronto Raptors,L,,96,103,1,3,L 2,
5,Tue Nov 7 2000,7:30p EST,,Box Score,@,Chicago Bulls,W,,88,83,2,3,W 1,
6,Wed Nov 8 2000,7:00p EST,,Box Score,,New Jersey Nets,L,,86,102,2,4,L 1,
7,Fri Nov 10 2000,7:00p EST,,Box Score,,Indiana Pacers,L,,74,86,2,5,L 2,
8,Sat Nov 11 2000,7:30p EST,,Box Score,@,Cleveland Cavaliers,L,,73,86,2,6,L 3,
9,Wed Nov 15 2000,7:00p EST,,Box Score,@,Boston Celtics,L,,109,116,2,7,L 4,
10,Thu Nov 16 2000,7:00p EST,,Box Score,,San Antonio Spurs,L,,95,99,2,8,L 5,
11,Sat Nov 18 2000,7:00p EST,,Box Score,,Boston Celtics,W,,109,89,3,8,W 1,
12,Tue Nov 21 2000,7:00p EST,,Box Score,,Portland Trail Blazers,L,,94,104,3,9,L 1,
13,Fri Nov 24 2000,8:00p EST,,Box Score,@,Indiana Pacers,L,,87,99,3,10,L 2,
14,Sat Nov 25 2000,8:00p EST,,Box Score,,Milwaukee Bucks,W,,107,100,4,10,W 1,
15,Tue Nov 28 2000,7:00p EST,,Box Score,,Atlanta Hawks,L,,75,102,4,11,L 1,
16,Wed Nov 29 2000,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,87,93,4,12,L 2,
17,Sat Dec 2 2000,8:00p EST,,Box Score,,Miami Heat,L,,90,93,4,13,L 3,
18,Sun Dec 3 2000,7:00p EST,,Box Score,@,Detroit Pistons,L,,87,93,4,14,L 4,
19,Wed Dec 6 2000,7:00p EST,,Box Score,,Los Angeles Clippers,L,,88,93,4,15,L 5,
20,Thu Dec 7 2000,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,88,105,4,16,L 6,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Dec 9 2000,7:30p EST,,Box Score,@,Milwaukee Bucks,L,,91,99,4,17,L 7,
22,Wed Dec 13 2000,7:00p EST,,Box Score,,Philadelphia 76ers,L,,82,102,4,18,L 8,
23,Fri Dec 15 2000,7:00p EST,,Box Score,,Charlotte Hornets,L,,89,103,4,19,L 9,
24,Sun Dec 17 2000,6:00p EST,,Box Score,@,Los Angeles Clippers,W,,103,94,5,19,W 1,
