
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Sat Nov 2 1996,,,Box Score,,Toronto Raptors,W,,109,98,1,0,W 1,
2,Sun Nov 3 1996,,,Box Score,@,New York Knicks,L,,86,113,1,1,L 1,
3,Wed Nov 6 1996,,,Box Score,,Los Angeles Lakers,W,,88,78,2,1,W 1,
4,Fri Nov 8 1996,,,Box Score,@,Washington Bullets,W,,102,87,3,1,W 2,
5,Sat Nov 9 1996,,,Box Score,,Milwaukee Bucks,L,,98,100,3,2,L 1,
6,Tue Nov 12 1996,,,Box Score,@,Miami Heat,L,,97,105,3,3,L 2,
7,Thu Nov 14 1996,,,Box Score,@,Orlando Magic,L,,89,96,3,4,L 3,
8,Fri Nov 15 1996,,,Box Score,,Chicago Bulls,L,,87,110,3,5,L 4,
9,Wed Nov 20 1996,,,Box Score,,New York Knicks,W,,93,86,4,5,W 1,
10,Thu Nov 21 1996,,,Box Score,@,Indiana Pacers,W,,90,87,5,5,W 2,
11,Sat Nov 23 1996,,,Box Score,,Detroit Pistons,W,,93,85,6,5,W 3,
12,Tue Nov 26 1996,,,Box Score,,Seattle SuperSonics,W,,97,89,7,5,W 4,
13,Wed Nov 27 1996,,,Box Score,@,Toronto Raptors,L,,88,92,7,6,L 1,
14,Sat Nov 30 1996,,,Box Score,@,Milwaukee Bucks,W,,94,87,8,6,W 1,
15,Mon Dec 2 1996,,,Box Score,@,Utah Jazz,L,,97,107,8,7,L 1,
16,Tue Dec 3 1996,,,Box Score,@,Los Angeles Clippers,L,,89,96,8,8,L 2,
17,Fri Dec 6 1996,,,Box Score,@,Portland Trail Blazers,L,,93,97,8,9,L 3,
18,Sat Dec 7 1996,,,Box Score,@,Seattle SuperSonics,W,,94,92,9,9,W 1,
19,Mon Dec 9 1996,,,Box Score,@,Vancouver Grizzlies,W,,107,91,10,9,W 2,
20,Wed Dec 11 1996,,,Box Score,,Denver Nuggets,W,,101,97,11,9,W 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Fri Dec 13 1996,,,Box Score,,Philadelphia 76ers,W,,84,75,12,9,W 4,
22,Sat Dec 14 1996,,,Box Score,@,Chicago Bulls,L,,82,87,12,10,L 1,
23,Tue Dec 17 1996,,,Box Score,@,Philadelphia 76ers,W,,93,84,13,10,W 1,
24,Thu Dec 19 1996,,,Box Score,,Chicago Bulls,L,,72,93,13,11,L 1,
25,Sat Dec 21 1996,,,Box Score,,Atlanta Hawks,W,,98,93,14,11,W 1,
26,Sun Dec 22 1996,,,Box Score,@,Boston Celtics,W,,102,98,15,11,W 2,
27,Fri Dec 27 1996,,,Box Score,,Miami Heat,L,,86,101,15,12,L 1,
28,Sat Dec 28 1996,,,Box Score,@,Detroit Pistons,L,,75,97,15,13,L 2,
29,Mon Dec 30 1996,,,Box Score,@,Washington Bullets,W,,101,92,16,13,W 1,
30,Thu Jan 2 1997,,,Box Score,,Dallas Mavericks,W,,107,97,17,13,W 2,
31,Sat Jan 4 1997,,,Box Score,,Washington Bullets,L,,93,104,17,14,L 1,
32,Mon Jan 6 1997,,,Box Score,@,Golden State Warriors,W,,109,101,18,14,W 1,
33,Wed Jan 8 1997,,,Box Score,@,Los Angeles Lakers,L,,97,101,18,15,L 1,
34,Fri Jan 10 1997,,,Box Score,@,Phoenix Suns,L,,90,102,18,16,L 2,
35,Sun Jan 12 1997,,,Box Score,@,Sacramento Kings,W,,97,93,19,16,W 1,
36,Mon Jan 13 1997,,,Box Score,@,Denver Nuggets,W,OT,102,100,20,16,W 2,
