
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Oct 31 1997,,,Box Score,,New York Knicks,L,,85,97,0,1,L 1,
2,Sat Nov 1 1997,,,Box Score,@,Minnesota Timberwolves,L,,90,106,0,2,L 2,
3,Mon Nov 3 1997,,,Box Score,@,Miami Heat,W,,112,99,1,2,W 1,
4,Wed Nov 5 1997,,,Box Score,,Dallas Mavericks,W,,110,103,2,2,W 2,
5,Fri Nov 7 1997,,,Box Score,@,Washington Wizards,W,,107,92,3,2,W 3,at Landover MD
6,Sat Nov 8 1997,,,Box Score,,Indiana Pacers,W,,89,82,4,2,W 4,
7,Fri Nov 14 1997,,,Box Score,@,Chicago Bulls,L,,92,105,4,3,L 1,
8,Sat Nov 15 1997,,,Box Score,,Los Angeles Clippers,W,,130,96,5,3,W 1,
9,Wed Nov 19 1997,,,Box Score,,Portland Trail Blazers,W,,106,92,6,3,W 2,
10,Fri Nov 21 1997,,,Box Score,,Miami Heat,W,,119,102,7,3,W 3,
11,Sat Nov 22 1997,,,Box Score,@,Indiana Pacers,W,,95,94,8,3,W 4,
12,Tue Nov 25 1997,,,Box Score,,Detroit Pistons,W,,90,85,9,3,W 5,
13,Fri Nov 28 1997,,,Box Score,,Cleveland Cavaliers,L,,91,97,9,4,L 1,
14,Sat Nov 29 1997,,,Box Score,@,Atlanta Hawks,L,,80,98,9,5,L 2,
15,Tue Dec 2 1997,,,Box Score,,Sacramento Kings,W,,121,102,10,5,W 1,
16,Thu Dec 4 1997,,,Box Score,@,Milwaukee Bucks,L,,92,102,10,6,L 1,
17,Sat Dec 6 1997,,,Box Score,@,New York Knicks,L,,79,90,10,7,L 2,
18,Tue Dec 9 1997,,,Box Score,@,Toronto Raptors,W,,95,82,11,7,W 1,
19,Wed Dec 10 1997,,,Box Score,,Washington Wizards,W,,104,101,12,7,W 2,
20,Fri Dec 12 1997,,,Box Score,,Chicago Bulls,W,,79,77,13,7,W 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Dec 13 1997,,,Box Score,@,Cleveland Cavaliers,W,,85,84,14,7,W 4,
22,Wed Dec 17 1997,,,Box Score,,Milwaukee Bucks,W,,99,90,15,7,W 5,
23,Fri Dec 19 1997,,,Box Score,@,Washington Wizards,L,,86,106,15,8,L 1,
24,Sat Dec 20 1997,,,Box Score,,Los Angeles Lakers,L,,100,109,15,9,L 2,
25,Mon Dec 22 1997,,,Box Score,,Toronto Raptors,W,,81,79,16,9,W 1,
26,Tue Dec 23 1997,,,Box Score,@,Boston Celtics,L,,96,102,16,10,L 1,
27,Fri Dec 26 1997,,,Box Score,,Cleveland Cavaliers,W,,96,88,17,10,W 1,
28,Sat Dec 27 1997,,,Box Score,@,Orlando Magic,L,,87,96,17,11,L 1,
29,Mon Dec 29 1997,,,Box Score,@,Houston Rockets,W,,120,101,18,11,W 1,
30,Fri Jan 2 1998,,,Box Score,,Miami Heat,W,OT,99,88,19,11,W 2,
31,Sun Jan 4 1998,,,Box Score,@,Sacramento Kings,L,,90,106,19,12,L 1,
32,Tue Jan 6 1998,,,Box Score,@,Seattle SuperSonics,L,,81,102,19,13,L 2,
33,Wed Jan 7 1998,,,Box Score,@,Portland Trail Blazers,W,,91,89,20,13,W 1,
