
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 2 1990,,,Box Score,,New York Knicks,L,OT,130,134,0,1,L 1,
2,Sat Nov 3 1990,,,Box Score,@,Orlando Magic,W,,104,97,1,1,W 1,
3,Tue Nov 6 1990,,,Box Score,,New Jersey Nets,W,,113,105,2,1,W 2,
4,Wed Nov 7 1990,,,Box Score,@,Cleveland Cavaliers,L,,89,100,2,2,L 1,
5,Fri Nov 9 1990,,,Box Score,@,Minnesota Timberwolves,L,,77,106,2,3,L 2,
6,Sat Nov 10 1990,,,Box Score,@,Chicago Bulls,L,,86,105,2,4,L 3,
7,Tue Nov 13 1990,,,Box Score,,Washington Bullets,W,,120,105,3,4,W 1,
8,Wed Nov 14 1990,,,Box Score,@,Boston Celtics,L,,126,135,3,5,L 1,
9,Fri Nov 16 1990,,,Box Score,@,Atlanta Hawks,W,,119,109,4,5,W 1,
10,Sat Nov 17 1990,,,Box Score,,Cleveland Cavaliers,W,,112,100,5,5,W 2,
11,Mon Nov 19 1990,,,Box Score,@,Philadelphia 76ers,L,,101,109,5,6,L 1,
12,Tue Nov 20 1990,,,Box Score,,Atlanta Hawks,W,,128,121,6,6,W 1,
13,Fri Nov 23 1990,,,Box Score,,Miami Heat,L,,100,116,6,7,L 1,
14,Sat Nov 24 1990,,,Box Score,@,Miami Heat,W,,125,112,7,7,W 1,
15,Wed Nov 28 1990,,,Box Score,,Milwaukee Bucks,W,OT,118,111,8,7,W 2,
16,Sat Dec 1 1990,,,Box Score,@,New York Knicks,L,,96,113,8,8,L 1,
17,Thu Dec 6 1990,,,Box Score,@,Houston Rockets,L,,110,116,8,9,L 2,
18,Sat Dec 8 1990,,,Box Score,,Denver Nuggets,L,,119,126,8,10,L 3,
19,Mon Dec 10 1990,,,Box Score,@,New Jersey Nets,L,,115,121,8,11,L 4,
20,Wed Dec 12 1990,,,Box Score,,San Antonio Spurs,L,,81,92,8,12,L 5,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Dec 15 1990,,,Box Score,,Houston Rockets,L,,97,100,8,13,L 6,
22,Tue Dec 18 1990,,,Box Score,,Utah Jazz,L,,100,105,8,14,L 7,
23,Thu Dec 20 1990,,,Box Score,,Boston Celtics,L,,96,115,8,15,L 8,
24,Fri Dec 21 1990,,,Box Score,@,Indiana Pacers,L,,114,137,8,16,L 9,
25,Wed Dec 26 1990,,,Box Score,@,Detroit Pistons,L,,94,102,8,17,L 10,
26,Thu Dec 27 1990,,,Box Score,,Portland Trail Blazers,L,,96,105,8,18,L 11,
27,Sat Dec 29 1990,,,Box Score,,Orlando Magic,W,,109,100,9,18,W 1,
28,Wed Jan 2 1991,,,Box Score,,Milwaukee Bucks,L,,91,106,9,19,L 1,
29,Thu Jan 3 1991,,,Box Score,@,Washington Bullets,L,,108,118,9,20,L 2,
30,Sat Jan 5 1991,,,Box Score,,Los Angeles Clippers,W,,111,103,10,20,W 1,
31,Tue Jan 8 1991,,,Box Score,,Detroit Pistons,L,,98,101,10,21,L 1,
32,Thu Jan 10 1991,,,Box Score,,Sacramento Kings,W,,101,59,11,21,W 1,
33,Sat Jan 12 1991,,,Box Score,,Chicago Bulls,L,,95,106,11,22,L 1,
34,Tue Jan 15 1991,,,Box Score,@,Los Angeles Lakers,L,,103,128,11,23,L 2,
35,Wed Jan 16 1991,,,Box Score,@,Denver Nuggets,L,,104,111,11,24,L 3,
36,Fri Jan 18 1991,,,Box Score,@,San Antonio Spurs,W,,117,110,12,24,W 1,
37,Sat Jan 19 1991,,,Box Score,@,Dallas Mavericks,L,,95,110,12,25,L 1,
38,Tue Jan 22 1991,,,Box Score,,New Jersey Nets,L,,90,92,12,26,L 2,
39,Thu Jan 24 1991,,,Box Score,,Los Angeles Lakers,L,,93,113,12,27,L 3,
40,Sat Jan 26 1991,,,Box Score,,Philadelphia 76ers,W,,79,75,13,27,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Tue Jan 29 1991,,,Box Score,@,Cleveland Cavaliers,L,,106,125,13,28,L 1,
42,Wed Jan 30 1991,,,Box Score,@,Indiana Pacers,L,,105,123,13,29,L 2,
43,Fri Feb 1 1991,,,Box Score,,Boston Celtics,W,,92,91,14,29,W 1,
44,Sun Feb 3 1991,,,Box Score,@,Milwaukee Bucks,L,,111,120,14,30,L 1,
45,Mon Feb 4 1991,,,Box Score,,Seattle SuperSonics,L,,93,100,14,31,L 2,
46,Wed Feb 6 1991,,,Box Score,@,Boston Celtics,L,,117,133,14,32,L 3,
47,Thu Feb 7 1991,,,Box Score,@,Atlanta Hawks,L,,114,127,14,33,L 4,
48,Tue Feb 12 1991,,,Box Score,,Dallas Mavericks,W,,100,92,15,33,W 1,
49,Fri Feb 15 1991,,,Box Score,,Milwaukee Bucks,L,OT,103,106,15,34,L 1,
50,Sat Feb 16 1991,,,Box Score,@,Miami Heat,L,,82,94,15,35,L 2,
51,Tue Feb 19 1991,,,Box Score,,Indiana Pacers,L,,102,115,15,36,L 3,
52,Fri Feb 22 1991,,,Box Score,,Detroit Pistons,W,,122,114,16,36,W 1,
53,Sat Feb 23 1991,,,Box Score,@,Chicago Bulls,L,,108,129,16,37,L 1,
54,Mon Feb 25 1991,,,Box Score,@,Phoenix Suns,L,,108,128,16,38,L 2,
