
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 3 1995,,,Box Score,@,Chicago Bulls,L,,91,105,0,1,L 1,
2,Sat Nov 4 1995,,,Box Score,,Philadelphia 76ers,W,,119,108,1,1,W 1,
3,Tue Nov 7 1995,,,Box Score,,Detroit Pistons,W,,108,96,2,1,W 2,
4,Wed Nov 8 1995,,,Box Score,@,Washington Bullets,L,,96,110,2,2,L 1,
5,Fri Nov 10 1995,,,Box Score,@,Philadelphia 76ers,L,,90,104,2,3,L 2,
6,Sat Nov 11 1995,,,Box Score,,Toronto Raptors,W,OT,123,117,3,3,W 1,
7,Tue Nov 14 1995,,,Box Score,@,Atlanta Hawks,L,,104,111,3,4,L 1,
8,Wed Nov 15 1995,,,Box Score,@,New Jersey Nets,L,,79,90,3,5,L 2,
9,Fri Nov 17 1995,,,Box Score,,Seattle SuperSonics,L,,96,98,3,6,L 3,
10,Sat Nov 18 1995,,,Box Score,@,San Antonio Spurs,L,,107,109,3,7,L 4,
11,Wed Nov 22 1995,,,Box Score,,Boston Celtics,L,,124,129,3,8,L 5,
12,Fri Nov 24 1995,,,Box Score,,Vancouver Grizzlies,W,,116,104,4,8,W 1,
13,Sun Nov 26 1995,,,Box Score,@,Boston Celtics,W,,111,109,5,8,W 2,
14,Tue Nov 28 1995,,,Box Score,@,Milwaukee Bucks,W,,106,98,6,8,W 3,
15,Wed Nov 29 1995,,,Box Score,,New York Knicks,W,,115,105,7,8,W 4,
16,Fri Dec 1 1995,,,Box Score,@,Miami Heat,L,OT,101,108,7,9,L 1,
17,Sat Dec 2 1995,,,Box Score,@,Houston Rockets,L,,98,113,7,10,L 2,
18,Wed Dec 6 1995,,,Box Score,,Cleveland Cavaliers,W,,94,82,8,10,W 1,
19,Fri Dec 8 1995,,,Box Score,@,Orlando Magic,L,,95,105,8,11,L 1,
20,Sat Dec 9 1995,,,Box Score,,Minnesota Timberwolves,W,,114,108,9,11,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Mon Dec 11 1995,,,Box Score,@,Utah Jazz,L,,100,110,9,12,L 1,
22,Tue Dec 12 1995,,,Box Score,@,Phoenix Suns,W,,115,100,10,12,W 1,
23,Thu Dec 14 1995,,,Box Score,@,Portland Trail Blazers,L,,109,116,10,13,L 1,
24,Sat Dec 16 1995,,,Box Score,@,Los Angeles Clippers,W,,109,99,11,13,W 1,
