
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 30 2001,7:00p EST,,Box Score,,Milwaukee Bucks,L,OT,112,119,0,1,L 1,
2,Thu Nov 1 2001,7:00p EST,,Box Score,,Los Angeles Lakers,L,,101,105,0,2,L 2,
3,Sat Nov 3 2001,6:00p EST,,Box Score,@,Seattle SuperSonics,W,,91,74,1,2,W 1,
4,Sun Nov 4 2001,6:30p EST,,Box Score,@,Los Angeles Lakers,L,,96,100,1,3,L 1,
5,Tue Nov 6 2001,7:00p EST,,Box Score,@,Portland Trail Blazers,L,,83,101,1,4,L 2,
6,Wed Nov 7 2001,7:00p EST,,Box Score,,Atlanta Hawks,W,,96,89,2,4,W 1,
7,Sat Nov 10 2001,7:00p EST,,Box Score,,Toronto Raptors,L,,96,117,2,5,L 1,
8,Mon Nov 12 2001,7:00p EST,,Box Score,,Orlando Magic,W,,105,98,3,5,W 1,
9,Wed Nov 14 2001,7:30p EST,,Box Score,@,Atlanta Hawks,L,,79,111,3,6,L 1,
10,Fri Nov 16 2001,7:00p EST,,Box Score,@,Washington Wizards,W,,101,92,4,6,W 1,
11,Sat Nov 17 2001,7:30p EST,,Box Score,@,Milwaukee Bucks,L,,93,104,4,7,L 1,
12,Wed Nov 21 2001,7:00p EST,,Box Score,,New Jersey Nets,L,OT,89,90,4,8,L 2,
13,Fri Nov 23 2001,7:00p EST,,Box Score,,Los Angeles Clippers,W,,106,101,5,8,W 1,
14,Mon Nov 26 2001,7:00p EST,,Box Score,,Phoenix Suns,L,OT,104,111,5,9,L 1,
15,Wed Nov 28 2001,7:00p EST,,Box Score,,Seattle SuperSonics,W,,112,88,6,9,W 1,
16,Fri Nov 30 2001,7:00p EST,,Box Score,@,Phoenix Suns,L,,76,98,6,10,L 1,
17,Sat Dec 1 2001,7:00p EST,,Box Score,,Indiana Pacers,L,,97,100,6,11,L 2,
18,Tue Dec 4 2001,7:00p EST,,Box Score,,Charlotte Hornets,W,,104,100,7,11,W 1,
19,Fri Dec 7 2001,7:30p EST,,Box Score,@,Los Angeles Clippers,W,,102,86,8,11,W 2,
20,Sat Dec 8 2001,7:00p EST,,Box Score,,Golden State Warriors,W,,111,101,9,11,W 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Mon Dec 10 2001,7:00p EST,,Box Score,,Dallas Mavericks,W,,107,98,10,11,W 4,
22,Wed Dec 12 2001,7:00p EST,,Box Score,,Minnesota Timberwolves,L,,87,98,10,12,L 1,
23,Fri Dec 14 2001,7:00p EST,,Box Score,,Portland Trail Blazers,W,,93,85,11,12,W 1,
24,Sat Dec 15 2001,7:30p EST,,Box Score,@,San Antonio Spurs,L,,80,100,11,13,L 1,
25,Tue Dec 18 2001,7:30p EST,,Box Score,@,Miami Heat,W,,95,56,12,13,W 1,
26,Wed Dec 19 2001,7:30p EST,,Box Score,@,Orlando Magic,L,,90,98,12,14,L 1,
27,Fri Dec 21 2001,7:30p EST,,Box Score,@,Boston Celtics,L,,92,98,12,15,L 2,
28,Sat Dec 22 2001,8:00p EST,,Box Score,@,New Jersey Nets,W,,104,90,13,15,W 1,
29,Wed Dec 26 2001,7:00p EST,,Box Score,,Boston Celtics,W,,99,86,14,15,W 2,
30,Thu Dec 27 2001,6:00p EST,,Box Score,@,Portland Trail Blazers,W,,99,87,15,15,W 3,
31,Sat Dec 29 2001,7:00p EST,,Box Score,,Philadelphia 76ers,W,,89,81,16,15,W 4,
32,Fri Jan 4 2002,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,86,93,16,16,L 1,
33,Sat Jan 5 2002,7:30p EST,,Box Score,@,Chicago Bulls,W,OT,113,111,17,16,W 1,
34,Tue Jan 8 2002,7:00p EST,,Box Score,,Phoenix Suns,W,,98,84,18,16,W 2,
35,Thu Jan 10 2002,7:00p EST,,Box Score,,Houston Rockets,W,,83,79,19,16,W 3,
36,Sat Jan 12 2002,7:00p EST,,Box Score,,Memphis Grizzlies,L,2OT,95,97,19,17,L 1,
37,Mon Jan 14 2002,7:00p EST,,Box Score,,Denver Nuggets,W,,106,97,20,17,W 1,
38,Wed Jan 16 2002,7:00p EST,,Box Score,,Seattle SuperSonics,W,,95,80,21,17,W 2,
39,Thu Jan 17 2002,8:00p EST,,Box Score,@,San Antonio Spurs,L,,98,102,21,18,L 1,
40,Sat Jan 19 2002,8:00p EST,,Box Score,@,Dallas Mavericks,L,,103,106,21,19,L 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Mon Jan 21 2002,1:00p EST,,Box Score,@,Golden State Warriors,W,,101,99,22,19,W 1,
42,Wed Jan 23 2002,7:00p EST,,Box Score,,San Antonio Spurs,L,,92,98,22,20,L 1,
43,Thu Jan 24 2002,6:00p EST,,Box Score,@,Sacramento Kings,L,,80,113,22,21,L 2,
44,Sat Jan 26 2002,3:30p EST,,Box Score,,Sacramento Kings,L,,90,114,22,22,L 3,
