
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 1 1991,,,Box Score,,Cleveland Cavaliers,W,,117,106,1,0,W 1,
2,Sat Nov 2 1991,,,Box Score,,Phoenix Suns,L,,76,100,1,1,L 1,
3,Tue Nov 5 1991,,,Box Score,@,Houston Rockets,L,,99,106,1,2,L 2,
4,Wed Nov 6 1991,,,Box Score,@,San Antonio Spurs,L,,93,119,1,3,L 3,
5,Fri Nov 8 1991,,,Box Score,,Indiana Pacers,W,,121,96,2,3,W 1,
6,Sun Nov 10 1991,,,Box Score,,Boston Celtics,W,,116,90,3,3,W 2,
7,Tue Nov 12 1991,,,Box Score,,Denver Nuggets,W,,120,82,4,3,W 3,
8,Fri Nov 15 1991,,,Box Score,@,Minnesota Timberwolves,W,,107,102,5,3,W 4,
9,Sat Nov 16 1991,,,Box Score,@,Denver Nuggets,L,,111,122,5,4,L 1,
10,Tue Nov 19 1991,,,Box Score,,Los Angeles Clippers,W,,132,112,6,4,W 1,
11,Thu Nov 21 1991,,,Box Score,@,Los Angeles Clippers,W,,106,91,7,4,W 2,
12,Fri Nov 22 1991,,,Box Score,,Golden State Warriors,L,,112,116,7,5,L 1,
13,Sun Nov 24 1991,,,Box Score,,San Antonio Spurs,W,,116,111,8,5,W 1,
14,Tue Nov 26 1991,,,Box Score,,Milwaukee Bucks,W,OT,107,98,9,5,W 2,
15,Fri Nov 29 1991,,,Box Score,,Chicago Bulls,L,2OT,114,116,9,6,L 1,
16,Sun Dec 1 1991,,,Box Score,,Washington Bullets,W,,91,87,10,6,W 1,
17,Tue Dec 3 1991,,,Box Score,@,Miami Heat,W,,124,94,11,6,W 2,
18,Wed Dec 4 1991,,,Box Score,@,Orlando Magic,W,,124,115,12,6,W 3,
19,Fri Dec 6 1991,,,Box Score,@,Philadelphia 76ers,L,OT,102,105,12,7,L 1,
20,Sat Dec 7 1991,,,Box Score,@,Indiana Pacers,W,,115,112,13,7,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Tue Dec 10 1991,,,Box Score,,Houston Rockets,L,,106,108,13,8,L 1,
22,Fri Dec 13 1991,,,Box Score,,Detroit Pistons,L,,103,113,13,9,L 2,
23,Sat Dec 14 1991,,,Box Score,,Sacramento Kings,W,,115,110,14,9,W 1,
24,Mon Dec 16 1991,,,Box Score,,Minnesota Timberwolves,W,,119,104,15,9,W 2,
25,Fri Dec 20 1991,,,Box Score,@,Golden State Warriors,L,,118,123,15,10,L 1,
26,Sun Dec 22 1991,,,Box Score,,Seattle SuperSonics,W,,96,87,16,10,W 1,
27,Thu Dec 26 1991,,,Box Score,,Dallas Mavericks,W,,113,88,17,10,W 2,
28,Sat Dec 28 1991,,,Box Score,@,Los Angeles Lakers,W,,98,88,18,10,W 3,
29,Sun Dec 29 1991,,,Box Score,,Miami Heat,W,,129,96,19,10,W 4,
30,Thu Jan 2 1992,,,Box Score,@,Utah Jazz,L,,103,107,19,11,L 1,
31,Sun Jan 5 1992,,,Box Score,,Philadelphia 76ers,W,,115,102,20,11,W 1,
