
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Sun Feb 7 1999,,,Box Score,@,Seattle SuperSonics,L,,88,91,0,1,L 1,
2,Mon Feb 8 1999,,,Box Score,@,Vancouver Grizzlies,W,,95,76,1,1,W 1,
3,Wed Feb 10 1999,,,Box Score,,Indiana Pacers,W,,100,92,2,1,W 2,
4,Sun Feb 14 1999,,,Box Score,@,Golden State Warriors,L,2OT,100,105,2,2,L 1,
5,Mon Feb 15 1999,,,Box Score,,Dallas Mavericks,W,,99,84,3,2,W 1,
6,Wed Feb 17 1999,,,Box Score,,Denver Nuggets,W,,100,85,4,2,W 2,
7,Fri Feb 19 1999,,,Box Score,,Boston Celtics,W,,106,86,5,2,W 3,
8,Sat Feb 20 1999,,,Box Score,,Golden State Warriors,W,,90,84,6,2,W 4,
9,Wed Feb 24 1999,,,Box Score,@,New Jersey Nets,W,,94,85,7,2,W 5,
10,Fri Feb 26 1999,,,Box Score,@,Charlotte Hornets,L,,95,97,7,3,L 1,
11,Sat Feb 27 1999,,,Box Score,@,Washington Wizards,W,,82,81,8,3,W 1,
12,Sun Feb 28 1999,,,Box Score,@,Minnesota Timberwolves,W,,100,93,9,3,W 2,
13,Tue Mar 2 1999,,,Box Score,,Utah Jazz,W,2OT,102,100,10,3,W 3,
14,Wed Mar 3 1999,,,Box Score,@,Sacramento Kings,W,OT,97,93,11,3,W 4,
15,Fri Mar 5 1999,,,Box Score,,Minnesota Timberwolves,W,,97,85,12,3,W 5,
16,Sun Mar 7 1999,,,Box Score,,Houston Rockets,W,,111,71,13,3,W 6,
17,Mon Mar 8 1999,,,Box Score,@,Vancouver Grizzlies,W,,92,73,14,3,W 7,
18,Tue Mar 9 1999,,,Box Score,,Sacramento Kings,W,,103,98,15,3,W 8,
19,Fri Mar 12 1999,,,Box Score,,Utah Jazz,L,,77,91,15,4,L 1,
20,Sat Mar 13 1999,,,Box Score,@,Los Angeles Clippers,W,OT,106,96,16,4,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Mon Mar 15 1999,,,Box Score,@,Dallas Mavericks,W,,106,91,17,4,W 2,
22,Tue Mar 16 1999,,,Box Score,@,Houston Rockets,L,,93,101,17,5,L 1,
23,Thu Mar 18 1999,,,Box Score,@,Sacramento Kings,W,,88,78,18,5,W 1,
24,Fri Mar 19 1999,,,Box Score,,San Antonio Spurs,W,,90,85,19,5,W 2,
25,Sun Mar 21 1999,,,Box Score,,Philadelphia 76ers,W,,91,75,20,5,W 3,
26,Tue Mar 23 1999,,,Box Score,,Golden State Warriors,W,,79,72,21,5,W 4,
27,Thu Mar 25 1999,,,Box Score,,Phoenix Suns,W,,97,84,22,5,W 5,
28,Sun Mar 28 1999,,,Box Score,@,Phoenix Suns,W,,88,86,23,5,W 6,
29,Tue Mar 30 1999,,,Box Score,@,Golden State Warriors,L,,90,93,23,6,L 1,
30,Wed Mar 31 1999,,,Box Score,,Sacramento Kings,W,,100,86,24,6,W 1,
31,Fri Apr 2 1999,,,Box Score,,Seattle SuperSonics,W,,107,95,25,6,W 2,
32,Sat Apr 3 1999,,,Box Score,,Phoenix Suns,W,,98,93,26,6,W 3,
33,Tue Apr 6 1999,,,Box Score,,Vancouver Grizzlies,W,,98,89,27,6,W 4,
34,Thu Apr 8 1999,,,Box Score,@,Seattle SuperSonics,L,,86,87,27,7,L 1,
35,Sat Apr 10 1999,,,Box Score,@,Los Angeles Clippers,W,,97,70,28,7,W 1,at Anaheim CA
36,Sun Apr 11 1999,,,Box Score,,Los Angeles Clippers,L,,83,89,28,8,L 1,
37,Tue Apr 13 1999,,,Box Score,,Los Angeles Lakers,W,,113,86,29,8,W 1,
38,Thu Apr 15 1999,,,Box Score,@,Houston Rockets,L,,76,86,29,9,L 1,
39,Fri Apr 16 1999,,,Box Score,@,San Antonio Spurs,L,,80,81,29,10,L 2,
40,Sat Apr 17 1999,,,Box Score,@,Dallas Mavericks,W,,102,94,30,10,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Wed Apr 21 1999,,,Box Score,,Los Angeles Lakers,W,,88,82,31,10,W 2,
42,Fri Apr 23 1999,,,Box Score,@,Utah Jazz,L,,85,96,31,11,L 1,
43,Sun Apr 25 1999,,,Box Score,,Minnesota Timberwolves,W,,100,84,32,11,W 1,
44,Mon Apr 26 1999,,,Box Score,,Denver Nuggets,W,,93,77,33,11,W 2,
45,Wed Apr 28 1999,,,Box Score,,Seattle SuperSonics,W,,119,84,34,11,W 3,
46,Thu Apr 29 1999,,,Box Score,@,Los Angeles Lakers,L,,89,108,34,12,L 1,
47,Sat May 1 1999,,,Box Score,@,San Antonio Spurs,L,OT,90,98,34,13,L 2,
48,Sun May 2 1999,,,Box Score,@,Denver Nuggets,W,,110,102,35,13,W 1,
49,Tue May 4 1999,,,Box Score,,San Antonio Spurs,L,,81,87,35,14,L 1,
50,Wed May 5 1999,,,Box Score,@,Los Angeles Lakers,L,,91,119,35,15,L 2,
