
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 4 1994,,,Box Score,@,Los Angeles Clippers,W,,121,100,1,0,W 1,at Yokohama Japan
2,Sat Nov 5 1994,,,Box Score,,Los Angeles Clippers,W,,112,95,2,0,W 2,at Yokohama Japan
3,Thu Nov 10 1994,,,Box Score,@,Sacramento Kings,W,,104,84,3,0,W 3,
4,Tue Nov 15 1994,,,Box Score,,Phoenix Suns,L,,93,96,3,1,L 1,
5,Thu Nov 17 1994,,,Box Score,,Cleveland Cavaliers,L,,80,81,3,2,L 2,
6,Fri Nov 18 1994,,,Box Score,@,Phoenix Suns,L,,111,124,3,3,L 3,
7,Sun Nov 20 1994,,,Box Score,,Detroit Pistons,W,,98,96,4,3,W 1,
8,Tue Nov 22 1994,,,Box Score,@,Houston Rockets,W,,102,94,5,3,W 2,
9,Wed Nov 23 1994,,,Box Score,@,San Antonio Spurs,L,,105,110,5,4,L 1,
10,Fri Nov 25 1994,,,Box Score,@,Dallas Mavericks,L,,91,101,5,5,L 2,
11,Sun Nov 27 1994,,,Box Score,,Indiana Pacers,W,,99,89,6,5,W 1,
12,Tue Nov 29 1994,,,Box Score,,Utah Jazz,L,,94,105,6,6,L 1,
13,Fri Dec 2 1994,,,Box Score,,San Antonio Spurs,L,,91,95,6,7,L 2,
14,Sun Dec 4 1994,,,Box Score,,Milwaukee Bucks,W,,106,103,7,7,W 1,
15,Fri Dec 9 1994,,,Box Score,,Golden State Warriors,W,,116,107,8,7,W 2,
16,Sun Dec 11 1994,,,Box Score,,Sacramento Kings,W,,93,88,9,7,W 3,
17,Mon Dec 12 1994,,,Box Score,@,Utah Jazz,L,,89,101,9,8,L 1,
18,Wed Dec 14 1994,,,Box Score,,Los Angeles Clippers,W,,121,73,10,8,W 1,
19,Thu Dec 15 1994,,,Box Score,@,Seattle SuperSonics,L,,103,114,10,9,L 1,
20,Sun Dec 18 1994,,,Box Score,,New York Knicks,W,,111,87,11,9,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Tue Dec 20 1994,,,Box Score,,Orlando Magic,L,,104,108,11,10,L 1,
22,Fri Dec 23 1994,,,Box Score,,Dallas Mavericks,W,,118,92,12,10,W 1,
23,Mon Dec 26 1994,,,Box Score,,Philadelphia 76ers,L,,94,101,12,11,L 1,
24,Tue Dec 27 1994,,,Box Score,@,Sacramento Kings,L,,101,102,12,12,L 2,
25,Thu Dec 29 1994,,,Box Score,,Denver Nuggets,W,,104,93,13,12,W 1,
26,Fri Dec 30 1994,,,Box Score,@,Denver Nuggets,L,,114,118,13,13,L 1,
27,Tue Jan 3 1995,,,Box Score,@,Atlanta Hawks,W,,103,98,14,13,W 1,
28,Wed Jan 4 1995,,,Box Score,@,Charlotte Hornets,L,,106,118,14,14,L 1,
