
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Nov 1 2005,7:00p EST,,Box Score,@,Philadelphia 76ers,W,OT,117,108,1,0,W 1,
2,Wed Nov 2 2005,7:30p EST,,Box Score,@,New Jersey Nets,W,,110,96,2,0,W 2,
3,Sat Nov 5 2005,7:30p EST,,Box Score,,Miami Heat,W,,105,100,3,0,W 3,
4,Tue Nov 8 2005,7:00p EST,,Box Score,,Golden State Warriors,L,,103,110,3,1,L 1,
5,Sat Nov 12 2005,7:30p EST,,Box Score,,Indiana Pacers,W,,103,102,4,1,W 1,
6,Tue Nov 15 2005,7:30p EST,,Box Score,@,Los Angeles Clippers,L,,85,109,4,2,L 1,
7,Wed Nov 16 2005,7:30p EST,,Box Score,@,Golden State Warriors,W,,90,87,5,2,W 1,
8,Fri Nov 18 2005,7:00p EST,,Box Score,@,Sacramento Kings,L,,82,103,5,3,L 1,
9,Mon Nov 21 2005,7:00p EST,,Box Score,@,Utah Jazz,L,,80,100,5,4,L 2,
10,Wed Nov 23 2005,7:00p EST,,Box Score,,Philadelphia 76ers,W,,108,97,6,4,W 1,
11,Fri Nov 25 2005,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,91,99,6,5,L 1,
12,Sat Nov 26 2005,8:00p EST,,Box Score,,Detroit Pistons,L,,76,85,6,6,L 2,
13,Tue Nov 29 2005,7:00p EST,,Box Score,,Dallas Mavericks,W,OT,113,111,7,6,W 1,
14,Fri Dec 2 2005,7:00p EST,,Box Score,@,Washington Wizards,W,,105,102,8,6,W 2,
15,Sat Dec 3 2005,7:30p EST,,Box Score,,Orlando Magic,W,,104,84,9,6,W 3,
16,Tue Dec 6 2005,7:00p EST,,Box Score,,Los Angeles Lakers,L,,92,111,9,7,L 1,
17,Wed Dec 7 2005,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,88,85,10,7,W 1,
18,Sat Dec 10 2005,7:30p EST,,Box Score,,Cleveland Cavaliers,W,,111,106,11,7,W 2,
19,Mon Dec 12 2005,7:30p EST,,Box Score,@,New York Knicks,W,,112,92,12,7,W 3,
20,Wed Dec 14 2005,7:00p EST,,Box Score,,Miami Heat,L,,83,100,12,8,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Fri Dec 16 2005,7:30p EST,,Box Score,@,Boston Celtics,W,,100,96,13,8,W 1,
22,Sat Dec 17 2005,7:30p EST,,Box Score,,Utah Jazz,L,,80,88,13,9,L 1,
23,Tue Dec 20 2005,7:00p EST,,Box Score,,San Antonio Spurs,W,OT,109,107,14,9,W 1,
24,Fri Dec 23 2005,7:30p EST,,Box Score,,New Orleans/Oklahoma City Hornets,W,,101,94,15,9,W 2,
25,Mon Dec 26 2005,7:00p EST,,Box Score,@,Orlando Magic,L,,93,108,15,10,L 1,
26,Tue Dec 27 2005,7:30p EST,,Box Score,@,Miami Heat,L,,98,109,15,11,L 2,
27,Fri Dec 30 2005,7:30p EST,,Box Score,,New York Knicks,W,,113,108,16,11,W 1,
28,Mon Jan 2 2006,7:30p EST,,Box Score,@,Chicago Bulls,W,,93,92,17,11,W 2,
29,Wed Jan 4 2006,7:00p EST,,Box Score,,Cleveland Cavaliers,L,,84,91,17,12,L 1,
30,Fri Jan 6 2006,7:30p EST,,Box Score,,Chicago Bulls,L,,91,105,17,13,L 2,
31,Sat Jan 7 2006,7:30p EST,,Box Score,@,Cleveland Cavaliers,L,,88,96,17,14,L 3,
32,Tue Jan 10 2006,7:00p EST,,Box Score,,Minnesota Timberwolves,W,,95,92,18,14,W 1,
33,Wed Jan 11 2006,7:00p EST,,Box Score,@,Indiana Pacers,L,,88,112,18,15,L 1,
34,Fri Jan 13 2006,7:30p EST,,Box Score,@,Charlotte Bobcats,W,,103,102,19,15,W 1,
35,Sat Jan 14 2006,7:30p EST,,Box Score,,Denver Nuggets,L,,93,100,19,16,L 1,
36,Mon Jan 16 2006,7:30p EST,,Box Score,@,Dallas Mavericks,L,,95,114,19,17,L 2,
37,Wed Jan 18 2006,7:30p EST,,Box Score,@,San Antonio Spurs,L,,92,95,19,18,L 3,
38,Fri Jan 20 2006,7:00p EST,,Box Score,@,Atlanta Hawks,W,,118,102,20,18,W 1,
39,Sat Jan 21 2006,7:30p EST,,Box Score,,Charlotte Bobcats,W,,101,91,21,18,W 2,
40,Mon Jan 23 2006,7:00p EST,,Box Score,,Houston Rockets,L,,80,97,21,19,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Wed Jan 25 2006,7:30p EST,,Box Score,@,Detroit Pistons,L,OT,102,106,21,20,L 2,
