
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 30 2001,7:00p EST,,Box Score,@,Utah Jazz,W,OT,119,112,1,0,W 1,
2,Thu Nov 1 2001,7:00p EST,,Box Score,@,Denver Nuggets,W,,102,101,2,0,W 2,
3,Sat Nov 3 2001,7:30p EST,,Box Score,,Boston Celtics,W,,105,99,3,0,W 3,
4,Thu Nov 8 2001,7:00p EST,,Box Score,,Miami Heat,W,,86,82,4,0,W 4,
5,Sat Nov 10 2001,7:30p EST,,Box Score,,Minnesota Timberwolves,L,,82,98,4,1,L 1,
6,Wed Nov 14 2001,7:00p EST,,Box Score,@,Washington Wizards,W,,107,98,5,1,W 1,
7,Sat Nov 17 2001,7:30p EST,,Box Score,,Utah Jazz,W,,104,93,6,1,W 2,
8,Wed Nov 21 2001,7:00p EST,,Box Score,,Chicago Bulls,W,,96,92,7,1,W 3,
9,Thu Nov 22 2001,8:00p EST,,Box Score,@,Toronto Raptors,W,,78,75,8,1,W 4,
10,Sat Nov 24 2001,8:00p EST,,Box Score,,Atlanta Hawks,W,,95,88,9,1,W 5,
11,Tue Nov 27 2001,7:30p EST,,Box Score,@,Los Angeles Lakers,L,,85,104,9,2,L 1,
12,Wed Nov 28 2001,7:00p EST,,Box Score,@,Phoenix Suns,L,,84,104,9,3,L 2,
13,Fri Nov 30 2001,7:00p EST,,Box Score,@,Portland Trail Blazers,L,,95,101,9,4,L 3,
14,Sun Dec 2 2001,6:00p EST,,Box Score,@,Seattle SuperSonics,L,,83,97,9,5,L 4,
15,Tue Dec 4 2001,7:00p EST,,Box Score,,New York Knicks,L,,71,85,9,6,L 5,
16,Thu Dec 6 2001,8:00p EST,,Box Score,,Toronto Raptors,W,,95,89,10,6,W 1,
17,Sat Dec 8 2001,7:30p EST,,Box Score,,New Jersey Nets,W,,95,79,11,6,W 2,
18,Tue Dec 11 2001,7:30p EST,,Box Score,@,Miami Heat,L,,97,99,11,7,L 1,
19,Fri Dec 14 2001,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,96,80,12,7,W 1,
20,Sat Dec 15 2001,7:30p EST,,Box Score,,Indiana Pacers,W,,115,95,13,7,W 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Tue Dec 18 2001,7:00p EST,,Box Score,@,Memphis Grizzlies,W,,114,105,14,7,W 3,
22,Thu Dec 20 2001,7:30p EST,,Box Score,@,Dallas Mavericks,L,,101,113,14,8,L 1,
23,Sat Dec 22 2001,7:30p EST,,Box Score,@,Houston Rockets,L,,110,115,14,9,L 2,
24,Sun Dec 23 2001,6:00p EST,,Box Score,@,San Antonio Spurs,W,,101,91,15,9,W 1,
25,Wed Dec 26 2001,7:00p EST,,Box Score,,Atlanta Hawks,W,,107,97,16,9,W 2,
26,Fri Dec 28 2001,7:30p EST,,Box Score,@,Charlotte Hornets,W,,105,89,17,9,W 3,
27,Sat Dec 29 2001,7:30p EST,,Box Score,,San Antonio Spurs,W,OT,102,99,18,9,W 4,
28,Mon Dec 31 2001,2:30p EST,,Box Score,@,Chicago Bulls,L,,83,90,18,10,L 1,
29,Wed Jan 2 2002,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,77,95,18,11,L 2,
30,Sat Jan 5 2002,7:30p EST,,Box Score,@,Los Angeles Clippers,L,,83,86,18,12,L 3,
31,Sun Jan 6 2002,6:00p EST,,Box Score,@,Sacramento Kings,L,,101,115,18,13,L 4,
32,Tue Jan 8 2002,7:30p EST,,Box Score,@,Golden State Warriors,W,,113,97,19,13,W 1,
33,Fri Jan 11 2002,7:30p EST,,Box Score,,Washington Wizards,W,,105,86,20,13,W 2,
34,Sat Jan 12 2002,7:30p EST,,Box Score,@,New York Knicks,W,,102,97,21,13,W 3,
35,Tue Jan 15 2002,7:00p EST,,Box Score,@,Indiana Pacers,W,,106,102,22,13,W 4,
36,Wed Jan 16 2002,7:00p EST,,Box Score,,Indiana Pacers,W,,105,100,23,13,W 5,
37,Fri Jan 18 2002,7:30p EST,,Box Score,,Orlando Magic,W,,115,110,24,13,W 6,
38,Sat Jan 19 2002,7:00p EST,,Box Score,@,Atlanta Hawks,W,,116,107,25,13,W 7,
39,Mon Jan 21 2002,3:00p EST,,Box Score,@,Detroit Pistons,W,,97,79,26,13,W 8,
40,Tue Jan 22 2002,7:00p EST,,Box Score,,Phoenix Suns,L,,81,92,26,14,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Thu Jan 24 2002,7:00p EST,,Box Score,,Seattle SuperSonics,L,,88,99,26,15,L 2,
42,Sat Jan 26 2002,2:00p EST,,Box Score,,New York Knicks,L,2OT,127,129,26,16,L 3,
43,Tue Jan 29 2002,7:00p EST,,Box Score,,Boston Celtics,W,,109,90,27,16,W 1,
44,Thu Jan 31 2002,7:30p EST,,Box Score,@,New Jersey Nets,L,,100,125,27,17,L 1,
45,Sat Feb 2 2002,4:30p EST,,Box Score,,Philadelphia 76ers,L,,81,86,27,18,L 2,
46,Thu Feb 7 2002,7:00p EST,,Box Score,,Memphis Grizzlies,W,,107,103,28,18,W 1,
47,Tue Feb 12 2002,7:30p EST,,Box Score,@,Chicago Bulls,L,,92,96,28,19,L 1,
48,Wed Feb 13 2002,7:00p EST,,Box Score,,Cleveland Cavaliers,L,,107,115,28,20,L 2,
49,Fri Feb 15 2002,7:30p EST,,Box Score,,Miami Heat,L,OT,88,90,28,21,L 3,
50,Sun Feb 17 2002,2:00p EST,,Box Score,@,Toronto Raptors,W,,91,86,29,21,W 1,
51,Mon Feb 18 2002,7:00p EST,,Box Score,,Charlotte Hornets,L,,92,101,29,22,L 1,
52,Wed Feb 20 2002,7:00p EST,,Box Score,,Houston Rockets,W,,115,76,30,22,W 1,
53,Fri Feb 22 2002,7:30p EST,,Box Score,,Golden State Warriors,W,,116,112,31,22,W 2,
54,Sun Feb 24 2002,2:00p EST,,Box Score,,Detroit Pistons,W,,89,82,32,22,W 3,
55,Tue Feb 26 2002,7:00p EST,,Box Score,,Los Angeles Lakers,L,,89,99,32,23,L 1,
56,Wed Feb 27 2002,7:00p EST,,Box Score,@,Boston Celtics,W,,95,92,33,23,W 1,
57,Sat Mar 2 2002,7:30p EST,,Box Score,,Portland Trail Blazers,L,OT,103,104,33,24,L 1,
58,Sun Mar 3 2002,7:00p EST,,Box Score,@,Cleveland Cavaliers,W,,101,91,34,24,W 1,
59,Tue Mar 5 2002,7:30p EST,,Box Score,@,New York Knicks,L,,89,102,34,25,L 1,
60,Wed Mar 6 2002,7:00p EST,,Box Score,,Los Angeles Clippers,W,,92,86,35,25,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Fri Mar 8 2002,7:30p EST,,Box Score,,Cleveland Cavaliers,L,OT,109,115,35,26,L 1,
62,Sun Mar 10 2002,2:00p EST,,Box Score,,Sacramento Kings,L,,73,98,35,27,L 2,
63,Tue Mar 12 2002,7:00p EST,,Box Score,,Chicago Bulls,W,,110,81,36,27,W 1,
64,Sat Mar 16 2002,7:30p EST,,Box Score,,Detroit Pistons,L,,94,102,36,28,L 1,
65,Mon Mar 18 2002,7:00p EST,,Box Score,@,Charlotte Hornets,L,,110,113,36,29,L 2,
66,Tue Mar 19 2002,8:00p EST,,Box Score,@,Orlando Magic,L,,91,101,36,30,L 3,
67,Fri Mar 22 2002,7:30p EST,,Box Score,@,New Jersey Nets,L,,84,108,36,31,L 4,
68,Sun Mar 24 2002,2:00p EST,,Box Score,,Orlando Magic,W,,110,85,37,31,W 1,
69,Tue Mar 26 2002,7:00p EST,,Box Score,,Dallas Mavericks,L,OT,106,112,37,32,L 1,
70,Thu Mar 28 2002,7:00p EST,,Box Score,,Denver Nuggets,W,,95,88,38,32,W 1,
71,Fri Mar 29 2002,7:00p EST,,Box Score,@,Washington Wizards,L,,98,107,38,33,L 1,
72,Sun Mar 31 2002,12:30p EST,,Box Score,@,Boston Celtics,L,,80,110,38,34,L 2,
73,Tue Apr 2 2002,7:30p EST,,Box Score,@,Atlanta Hawks,L,,92,100,38,35,L 3,
