
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Nov 2 2005,7:00p EST,,Box Score,@,Memphis Grizzlies,W,,97,78,1,0,W 1,
2,Thu Nov 3 2005,8:00p EST,,Box Score,,Indiana Pacers,L,,102,105,1,1,L 1,
3,Sat Nov 5 2005,7:30p EST,,Box Score,@,Milwaukee Bucks,L,,100,105,1,2,L 2,
4,Mon Nov 7 2005,7:30p EST,,Box Score,,New Jersey Nets,W,,90,89,2,2,W 1,
5,Wed Nov 9 2005,8:00p EST,,Box Score,@,Indiana Pacers,L,,90,95,2,3,L 1,
6,Thu Nov 10 2005,8:00p EST,,Box Score,,Houston Rockets,W,,88,84,3,3,W 1,
7,Sat Nov 12 2005,7:30p EST,,Box Score,,Charlotte Bobcats,W,,108,99,4,3,W 2,
8,Tue Nov 15 2005,7:30p EST,,Box Score,,New Orleans/Oklahoma City Hornets,W,OT,109,102,5,3,W 3,
9,Fri Nov 18 2005,7:30p EST,,Box Score,,Philadelphia 76ers,W,,106,96,6,3,W 4,
10,Sun Nov 20 2005,1:00p EST,,Box Score,@,Toronto Raptors,L,,94,107,6,4,L 1,
11,Wed Nov 23 2005,7:30p EST,,Box Score,,Portland Trail Blazers,W,,100,79,7,4,W 1,
12,Fri Nov 25 2005,8:00p EST,,Box Score,,Dallas Mavericks,L,,90,103,7,5,L 1,
13,Sat Nov 26 2005,7:00p EST,,Box Score,@,Orlando Magic,L,,77,80,7,6,L 2,
14,Mon Nov 28 2005,7:30p EST,,Box Score,,New York Knicks,W,,107,94,8,6,W 1,
15,Wed Nov 30 2005,7:00p EST,,Box Score,@,Atlanta Hawks,W,,96,74,9,6,W 2,
16,Fri Dec 2 2005,7:00p EST,,Box Score,@,Sacramento Kings,W,,98,87,10,6,W 3,
17,Sat Dec 3 2005,7:00p EST,,Box Score,@,Denver Nuggets,L,,99,101,10,7,L 1,
18,Mon Dec 5 2005,7:30p EST,,Box Score,@,Los Angeles Clippers,L,,89,99,10,8,L 2,
19,Wed Dec 7 2005,8:00p EST,,Box Score,@,San Antonio Spurs,L,,84,98,10,9,L 3,
20,Fri Dec 9 2005,7:30p EST,,Box Score,,Denver Nuggets,L,,92,100,10,10,L 4,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sun Dec 11 2005,6:00p EST,,Box Score,,Washington Wizards,W,OT,104,101,11,10,W 1,
22,Tue Dec 13 2005,7:30p EST,,Box Score,@,Chicago Bulls,W,,100,97,12,10,W 2,
23,Wed Dec 14 2005,7:00p EST,,Box Score,@,Milwaukee Bucks,W,,100,83,13,10,W 3,
24,Fri Dec 16 2005,8:00p EST,,Box Score,@,Philadelphia 76ers,W,,112,105,14,10,W 4,
