
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Oct 31 1997,,,Box Score,,Toronto Raptors,W,,114,101,1,0,W 1,
2,Sat Nov 1 1997,,,Box Score,@,Washington Wizards,W,,109,108,2,0,W 2,at Landover MD
3,Mon Nov 3 1997,,,Box Score,,Charlotte Hornets,L,,99,112,2,1,L 1,
4,Wed Nov 5 1997,,,Box Score,@,Boston Celtics,W,,90,74,3,1,W 1,
5,Fri Nov 7 1997,,,Box Score,@,New Jersey Nets,L,,87,99,3,2,L 1,
6,Sat Nov 8 1997,,,Box Score,,Washington Wizards,W,,114,106,4,2,W 1,
7,Tue Nov 11 1997,,,Box Score,,Sacramento Kings,W,,101,82,5,2,W 2,
8,Fri Nov 14 1997,,,Box Score,@,Indiana Pacers,L,,78,82,5,3,L 1,
9,Sat Nov 15 1997,,,Box Score,,Denver Nuggets,W,,96,93,6,3,W 1,
10,Wed Nov 19 1997,,,Box Score,,Los Angeles Clippers,W,,122,113,7,3,W 2,
11,Fri Nov 21 1997,,,Box Score,@,Charlotte Hornets,L,,102,119,7,4,L 1,
12,Sat Nov 22 1997,,,Box Score,,Toronto Raptors,W,,108,104,8,4,W 1,
13,Tue Nov 25 1997,,,Box Score,,Los Angeles Lakers,W,,103,86,9,4,W 2,
14,Wed Nov 26 1997,,,Box Score,@,Orlando Magic,W,,84,60,10,4,W 3,
15,Sat Nov 29 1997,,,Box Score,,Milwaukee Bucks,L,,87,93,10,5,L 1,
16,Wed Dec 3 1997,,,Box Score,,Philadelphia 76ers,W,,94,90,11,5,W 1,
17,Fri Dec 5 1997,,,Box Score,,Boston Celtics,W,,117,97,12,5,W 2,
18,Mon Dec 8 1997,,,Box Score,,New Jersey Nets,W,,105,97,13,5,W 3,
19,Tue Dec 9 1997,,,Box Score,@,Atlanta Hawks,W,,97,81,14,5,W 4,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
20,Fri Dec 12 1997,,,Box Score,@,Indiana Pacers,L,,89,104,14,6,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Dec 13 1997,,,Box Score,@,Milwaukee Bucks,W,,87,84,15,6,W 1,
22,Tue Dec 16 1997,,,Box Score,,Utah Jazz,L,,95,103,15,7,L 1,
23,Wed Dec 17 1997,,,Box Score,@,Washington Wizards,L,,74,88,15,8,L 2,
24,Fri Dec 19 1997,,,Box Score,@,Philadelphia 76ers,W,,91,84,16,8,W 1,
25,Sat Dec 20 1997,,,Box Score,,Atlanta Hawks,W,,99,92,17,8,W 2,
26,Thu Dec 25 1997,,,Box Score,@,Chicago Bulls,L,,80,90,17,9,L 1,
27,Fri Dec 26 1997,,,Box Score,@,Detroit Pistons,W,,88,74,18,9,W 1,
28,Sun Dec 28 1997,,,Box Score,,Indiana Pacers,W,,101,90,19,9,W 2,
29,Tue Dec 30 1997,,,Box Score,@,Cleveland Cavaliers,W,,90,78,20,9,W 3,
30,Fri Jan 2 1998,,,Box Score,@,Charlotte Hornets,L,OT,88,99,20,10,L 1,
31,Sat Jan 3 1998,,,Box Score,,San Antonio Spurs,L,,77,84,20,11,L 2,
32,Wed Jan 7 1998,,,Box Score,,Chicago Bulls,W,,99,72,21,11,W 1,
33,Fri Jan 9 1998,,,Box Score,@,Denver Nuggets,W,,98,79,22,11,W 2,
34,Sun Jan 11 1998,,,Box Score,@,Vancouver Grizzlies,W,,96,90,23,11,W 3,
35,Tue Jan 13 1998,,,Box Score,@,Portland Trail Blazers,W,,76,68,24,11,W 4,
36,Thu Jan 15 1998,,,Box Score,@,Seattle SuperSonics,L,,85,103,24,12,L 1,
37,Sat Jan 17 1998,,,Box Score,@,Los Angeles Lakers,L,,99,108,24,13,L 2,
38,Sun Jan 18 1998,,,Box Score,@,Phoenix Suns,L,,87,96,24,14,L 3,
39,Wed Jan 21 1998,,,Box Score,,Philadelphia 76ers,W,,92,87,25,14,W 1,
40,Fri Jan 23 1998,,,Box Score,,Orlando Magic,W,,102,90,26,14,W 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Mon Jan 26 1998,,,Box Score,,Cleveland Cavaliers,L,,93,94,26,15,L 1,
