
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 1 1996,,,Box Score,@,Miami Heat,L,,81,94,0,1,L 1,
2,Sat Nov 2 1996,,,Box Score,,Detroit Pistons,L,,78,90,0,2,L 2,
3,Mon Nov 4 1996,,,Box Score,@,Portland Trail Blazers,W,,94,76,1,2,W 1,
4,Tue Nov 5 1996,,,Box Score,@,Seattle SuperSonics,W,,117,95,2,2,W 2,
5,Thu Nov 7 1996,,,Box Score,@,Sacramento Kings,W,,91,87,3,2,W 3,
6,Sun Nov 10 1996,,,Box Score,@,Los Angeles Lakers,L,,85,92,3,3,L 1,
7,Tue Nov 12 1996,,,Box Score,,Cleveland Cavaliers,W,,87,83,4,3,W 1,
8,Wed Nov 13 1996,,,Box Score,@,Boston Celtics,L,,85,103,4,4,L 1,
9,Fri Nov 15 1996,,,Box Score,,Miami Heat,W,,85,77,5,4,W 1,
10,Sat Nov 16 1996,,,Box Score,@,Chicago Bulls,L,,69,97,5,5,L 1,
11,Tue Nov 19 1996,,,Box Score,@,Cleveland Cavaliers,L,,63,73,5,6,L 2,
12,Thu Nov 21 1996,,,Box Score,@,Milwaukee Bucks,W,,73,65,6,6,W 1,
13,Sat Nov 23 1996,,,Box Score,@,Toronto Raptors,W,,91,88,7,6,W 2,
14,Tue Nov 26 1996,,,Box Score,,Vancouver Grizzlies,W,,101,80,8,6,W 3,
15,Wed Nov 27 1996,,,Box Score,@,Orlando Magic,L,,75,79,8,7,L 1,
16,Fri Nov 29 1996,,,Box Score,,Washington Bullets,W,,110,81,9,7,W 1,
17,Tue Dec 3 1996,,,Box Score,,Boston Celtics,W,,105,95,10,7,W 2,
18,Wed Dec 4 1996,,,Box Score,@,Detroit Pistons,L,,90,100,10,8,L 1,
19,Sat Dec 7 1996,,,Box Score,,Toronto Raptors,W,,101,75,11,8,W 1,
20,Tue Dec 10 1996,,,Box Score,,Denver Nuggets,W,,89,88,12,8,W 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Dec 14 1996,,,Box Score,,Philadelphia 76ers,W,,106,81,13,8,W 3,
22,Tue Dec 17 1996,,,Box Score,@,Dallas Mavericks,W,,109,73,14,8,W 4,
23,Fri Dec 20 1996,,,Box Score,,New Jersey Nets,W,,109,95,15,8,W 5,
24,Sat Dec 21 1996,,,Box Score,@,Charlotte Hornets,L,,93,98,15,9,L 1,
25,Mon Dec 23 1996,,,Box Score,@,New York Knicks,L,,76,82,15,10,L 2,
26,Thu Dec 26 1996,,,Box Score,,Chicago Bulls,W,,108,103,16,10,W 1,
27,Sat Dec 28 1996,,,Box Score,@,Washington Bullets,L,,86,97,16,11,L 1,at Baltimore MD
28,Fri Jan 3 1997,,,Box Score,@,New Jersey Nets,W,,95,85,17,11,W 1,
29,Sat Jan 4 1997,,,Box Score,,New York Knicks,W,,88,71,18,11,W 2,
30,Tue Jan 7 1997,,,Box Score,,Phoenix Suns,W,OT,105,103,19,11,W 3,
31,Thu Jan 9 1997,,,Box Score,@,Orlando Magic,W,OT,97,92,20,11,W 4,
32,Sat Jan 11 1997,,,Box Score,,San Antonio Spurs,W,OT,87,82,21,11,W 5,
33,Mon Jan 13 1997,,,Box Score,@,Cleveland Cavaliers,W,,93,79,22,11,W 6,
34,Tue Jan 14 1997,,,Box Score,,Minnesota Timberwolves,W,,95,93,23,11,W 7,
35,Thu Jan 16 1997,,,Box Score,,Orlando Magic,W,,78,67,24,11,W 8,
36,Sat Jan 18 1997,,,Box Score,,Milwaukee Bucks,W,,94,71,25,11,W 9,
37,Mon Jan 20 1997,,,Box Score,,Charlotte Hornets,W,,106,97,26,11,W 10,
38,Tue Jan 21 1997,,,Box Score,@,Miami Heat,L,,91,94,26,12,L 1,
39,Fri Jan 24 1997,,,Box Score,,Washington Bullets,W,OT,117,105,27,12,W 1,
40,Sat Jan 25 1997,,,Box Score,,Boston Celtics,W,,95,90,28,12,W 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Tue Jan 28 1997,,,Box Score,@,Los Angeles Clippers,W,,112,96,29,12,W 3,
42,Thu Jan 30 1997,,,Box Score,@,Utah Jazz,L,,96,102,29,13,L 1,
43,Fri Jan 31 1997,,,Box Score,@,Vancouver Grizzlies,W,,87,76,30,13,W 1,
44,Sun Feb 2 1997,,,Box Score,@,Denver Nuggets,L,,104,115,30,14,L 1,
45,Tue Feb 4 1997,,,Box Score,@,Golden State Warriors,W,,107,85,31,14,W 1,
46,Wed Feb 5 1997,,,Box Score,@,Phoenix Suns,L,,81,99,31,15,L 1,
47,Wed Feb 12 1997,,,Box Score,,Toronto Raptors,W,,106,84,32,15,W 1,
48,Fri Feb 14 1997,,,Box Score,,Chicago Bulls,L,,88,89,32,16,L 1,
49,Sat Feb 15 1997,,,Box Score,@,San Antonio Spurs,W,,109,89,33,16,W 1,
50,Mon Feb 17 1997,,,Box Score,@,Houston Rockets,L,,98,127,33,17,L 1,
51,Wed Feb 19 1997,,,Box Score,,Indiana Pacers,W,,100,87,34,17,W 1,
52,Fri Feb 21 1997,,,Box Score,,Houston Rockets,W,,76,74,35,17,W 2,
53,Sat Feb 22 1997,,,Box Score,,Charlotte Hornets,L,,92,93,35,18,L 1,
54,Mon Feb 24 1997,,,Box Score,,Golden State Warriors,W,,106,100,36,18,W 1,
55,Wed Feb 26 1997,,,Box Score,@,Milwaukee Bucks,W,,79,72,37,18,W 2,
56,Fri Feb 28 1997,,,Box Score,,Los Angeles Lakers,W,,86,75,38,18,W 3,
57,Sun Mar 2 1997,,,Box Score,@,Detroit Pistons,L,,75,82,38,19,L 1,
58,Tue Mar 4 1997,,,Box Score,,Cleveland Cavaliers,W,,93,88,39,19,W 1,
