
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Feb 5 1999,,,Box Score,@,Denver Nuggets,W,,110,92,1,0,W 1,
2,Sat Feb 6 1999,,,Box Score,@,San Antonio Spurs,L,,82,96,1,1,L 1,
3,Tue Feb 9 1999,,,Box Score,,San Antonio Spurs,W,,74,70,2,1,W 1,
4,Thu Feb 11 1999,,,Box Score,,Los Angeles Lakers,W,,86,75,3,1,W 2,
5,Sun Feb 14 1999,,,Box Score,@,Los Angeles Clippers,W,,95,73,4,1,W 3,
6,Mon Feb 15 1999,,,Box Score,@,Golden State Warriors,L,,99,101,4,2,L 1,
7,Wed Feb 17 1999,,,Box Score,,Houston Rockets,W,,116,102,5,2,W 1,
8,Fri Feb 19 1999,,,Box Score,,Vancouver Grizzlies,W,,115,96,6,2,W 2,
9,Sun Feb 21 1999,,,Box Score,,Sacramento Kings,W,,102,90,7,2,W 3,
10,Mon Feb 22 1999,,,Box Score,,San Antonio Spurs,W,,95,89,8,2,W 4,
11,Thu Feb 25 1999,,,Box Score,@,New York Knicks,L,OT,113,115,8,3,L 1,
12,Fri Feb 26 1999,,,Box Score,@,Toronto Raptors,L,,92,102,8,4,L 2,
13,Sun Feb 28 1999,,,Box Score,,Portland Trail Blazers,L,,93,100,8,5,L 3,
14,Tue Mar 2 1999,,,Box Score,,Golden State Warriors,W,,89,78,9,5,W 1,
15,Thu Mar 4 1999,,,Box Score,@,Vancouver Grizzlies,W,,102,93,10,5,W 2,
16,Fri Mar 5 1999,,,Box Score,@,Portland Trail Blazers,L,,85,97,10,6,L 1,
17,Sun Mar 7 1999,,,Box Score,@,Seattle SuperSonics,W,,88,77,11,6,W 1,
18,Tue Mar 9 1999,,,Box Score,,Seattle SuperSonics,W,,85,84,12,6,W 2,
19,Thu Mar 11 1999,,,Box Score,@,Golden State Warriors,L,,82,89,12,7,L 1,
20,Fri Mar 12 1999,,,Box Score,@,Sacramento Kings,W,,101,95,13,7,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Mar 13 1999,,,Box Score,@,Utah Jazz,L,,72,99,13,8,L 1,
22,Mon Mar 15 1999,,,Box Score,,Utah Jazz,L,,83,90,13,9,L 2,
23,Tue Mar 16 1999,,,Box Score,,Los Angeles Lakers,L,,101,107,13,10,L 3,
24,Thu Mar 18 1999,,,Box Score,@,Vancouver Grizzlies,L,,81,86,13,11,L 4,
25,Fri Mar 19 1999,,,Box Score,@,Denver Nuggets,W,,105,101,14,11,W 1,
26,Sun Mar 21 1999,,,Box Score,,Los Angeles Clippers,L,,85,100,14,12,L 1,
27,Wed Mar 24 1999,,,Box Score,@,Boston Celtics,W,,87,68,15,12,W 1,
28,Fri Mar 26 1999,,,Box Score,,Miami Heat,W,,100,93,16,12,W 2,
29,Sun Mar 28 1999,,,Box Score,,Milwaukee Bucks,L,,85,94,16,13,L 1,
30,Tue Mar 30 1999,,,Box Score,,Dallas Mavericks,W,,98,78,17,13,W 1,
31,Fri Apr 2 1999,,,Box Score,,Denver Nuggets,W,,107,88,18,13,W 2,
32,Sat Apr 3 1999,,,Box Score,,Sacramento Kings,W,,105,96,19,13,W 3,
33,Mon Apr 5 1999,,,Box Score,,Dallas Mavericks,W,,100,93,20,13,W 4,
34,Wed Apr 7 1999,,,Box Score,@,Phoenix Suns,L,,82,90,20,14,L 1,
35,Thu Apr 8 1999,,,Box Score,@,Los Angeles Clippers,L,,91,99,20,15,L 2,
36,Fri Apr 9 1999,,,Box Score,@,Los Angeles Lakers,L,,89,96,20,16,L 3,
37,Sun Apr 11 1999,,,Box Score,,Detroit Pistons,W,,88,79,21,16,W 1,
38,Mon Apr 12 1999,,,Box Score,,Houston Rockets,L,,90,95,21,17,L 1,
39,Wed Apr 14 1999,,,Box Score,@,San Antonio Spurs,L,,79,95,21,18,L 2,
40,Thu Apr 15 1999,,,Box Score,@,Dallas Mavericks,L,,95,101,21,19,L 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Fri Apr 16 1999,,,Box Score,,Vancouver Grizzlies,W,,89,75,22,19,W 1,
42,Sun Apr 18 1999,,,Box Score,,Utah Jazz,L,,76,97,22,20,L 1,
43,Wed Apr 21 1999,,,Box Score,@,Seattle SuperSonics,L,,105,119,22,21,L 2,
44,Fri Apr 23 1999,,,Box Score,@,Sacramento Kings,L,,97,105,22,22,L 3,
45,Sun Apr 25 1999,,,Box Score,@,Portland Trail Blazers,L,,84,100,22,23,L 4,
46,Wed Apr 28 1999,,,Box Score,,Phoenix Suns,W,,97,92,23,23,W 1,
47,Fri Apr 30 1999,,,Box Score,,Golden State Warriors,W,,90,85,24,23,W 2,
48,Sat May 1 1999,,,Box Score,,Los Angeles Clippers,W,,103,93,25,23,W 3,
49,Tue May 4 1999,,,Box Score,@,Houston Rockets,L,,83,100,25,24,L 1,
50,Wed May 5 1999,,,Box Score,@,Phoenix Suns,L,,96,100,25,25,L 2,
