
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 6 1992,,,Box Score,@,Boston Celtics,L,,92,113,0,1,L 1,
2,Sat Nov 7 1992,,,Box Score,,Golden State Warriors,L,OT,119,121,0,2,L 2,
3,Tue Nov 10 1992,,,Box Score,,Dallas Mavericks,W,,118,104,1,2,W 1,
4,Thu Nov 12 1992,,,Box Score,@,New Jersey Nets,W,,88,84,2,2,W 2,
5,Sat Nov 14 1992,,,Box Score,,Phoenix Suns,L,,101,108,2,3,L 1,
6,Tue Nov 17 1992,,,Box Score,,Chicago Bulls,L,,103,124,2,4,L 2,
7,Fri Nov 20 1992,,,Box Score,,Washington Bullets,L,,100,108,2,5,L 3,
8,Sat Nov 21 1992,,,Box Score,@,Denver Nuggets,L,,118,131,2,6,L 4,
9,Wed Nov 25 1992,,,Box Score,,New York Knicks,L,,78,99,2,7,L 5,
10,Fri Nov 27 1992,,,Box Score,@,Washington Bullets,W,,102,83,3,7,W 1,at Baltimore MD
11,Sat Nov 28 1992,,,Box Score,,Detroit Pistons,W,,82,80,4,7,W 2,
12,Thu Dec 3 1992,,,Box Score,@,Utah Jazz,L,,91,110,4,8,L 1,
13,Sat Dec 5 1992,,,Box Score,@,Seattle SuperSonics,L,,87,124,4,9,L 2,
14,Sun Dec 6 1992,,,Box Score,@,Los Angeles Lakers,L,,85,107,4,10,L 3,
15,Tue Dec 8 1992,,,Box Score,@,Houston Rockets,L,,94,102,4,11,L 4,
16,Thu Dec 10 1992,,,Box Score,@,Dallas Mavericks,W,,111,88,5,11,W 1,
17,Sat Dec 12 1992,,,Box Score,,Houston Rockets,L,,87,104,5,12,L 1,
18,Tue Dec 15 1992,,,Box Score,,Boston Celtics,L,2OT,119,124,5,13,L 2,
19,Fri Dec 18 1992,,,Box Score,@,Los Angeles Clippers,L,,95,103,5,14,L 3,
20,Sat Dec 19 1992,,,Box Score,@,Golden State Warriors,L,OT,116,122,5,15,L 4,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Wed Dec 23 1992,,,Box Score,,Sacramento Kings,L,OT,96,102,5,16,L 5,
22,Sat Dec 26 1992,,,Box Score,,Atlanta Hawks,L,,105,113,5,17,L 6,
23,Mon Dec 28 1992,,,Box Score,@,Utah Jazz,L,,95,114,5,18,L 7,
24,Wed Dec 30 1992,,,Box Score,,New Jersey Nets,L,,92,118,5,19,L 8,
25,Sat Jan 2 1993,,,Box Score,,Dallas Mavericks,W,,103,71,6,19,W 1,
26,Tue Jan 5 1993,,,Box Score,@,Milwaukee Bucks,L,,100,114,6,20,L 1,
27,Wed Jan 6 1993,,,Box Score,,Los Angeles Lakers,L,,78,98,6,21,L 2,
28,Fri Jan 8 1993,,,Box Score,,Seattle SuperSonics,L,,93,98,6,22,L 3,
29,Sat Jan 9 1993,,,Box Score,@,Cleveland Cavaliers,L,,93,116,6,23,L 4,
30,Wed Jan 13 1993,,,Box Score,,San Antonio Spurs,L,,81,89,6,24,L 5,
31,Fri Jan 15 1993,,,Box Score,,Denver Nuggets,W,,99,89,7,24,W 1,
32,Mon Jan 18 1993,,,Box Score,,Los Angeles Clippers,L,,93,94,7,25,L 1,
33,Wed Jan 20 1993,,,Box Score,,Portland Trail Blazers,L,,94,110,7,26,L 2,
34,Sat Jan 23 1993,,,Box Score,@,Sacramento Kings,L,,108,113,7,27,L 3,
35,Mon Jan 25 1993,,,Box Score,@,Denver Nuggets,L,,97,102,7,28,L 4,
36,Wed Jan 27 1993,,,Box Score,,Phoenix Suns,L,OT,116,117,7,29,L 5,
37,Fri Jan 29 1993,,,Box Score,@,Detroit Pistons,L,,103,112,7,30,L 6,
38,Sat Jan 30 1993,,,Box Score,,Milwaukee Bucks,W,,91,82,8,30,W 1,
39,Tue Feb 2 1993,,,Box Score,@,Portland Trail Blazers,W,,104,91,9,30,W 2,
40,Wed Feb 3 1993,,,Box Score,@,Phoenix Suns,L,,102,122,9,31,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Fri Feb 5 1993,,,Box Score,@,Houston Rockets,W,,112,105,10,31,W 1,
42,Sat Feb 6 1993,,,Box Score,@,San Antonio Spurs,L,,95,104,10,32,L 1,
43,Wed Feb 10 1993,,,Box Score,,Miami Heat,L,,90,101,10,33,L 2,
44,Fri Feb 12 1993,,,Box Score,@,Indiana Pacers,W,,102,100,11,33,W 1,
45,Sat Feb 13 1993,,,Box Score,,Houston Rockets,L,,88,97,11,34,L 1,
46,Mon Feb 15 1993,,,Box Score,,Utah Jazz,L,,91,112,11,35,L 2,
47,Thu Feb 18 1993,,,Box Score,,Sacramento Kings,W,,121,114,12,35,W 1,
48,Tue Feb 23 1993,,,Box Score,@,New York Knicks,L,,91,95,12,36,L 1,
49,Wed Feb 24 1993,,,Box Score,,Seattle SuperSonics,L,,77,89,12,37,L 2,
50,Fri Feb 26 1993,,,Box Score,,Dallas Mavericks,W,,99,89,13,37,W 1,
51,Sun Feb 28 1993,,,Box Score,@,Miami Heat,L,,93,105,13,38,L 1,
