
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 4 1994,,,Box Score,,Orlando Magic,W,,110,108,1,0,W 1,
2,Sat Nov 5 1994,,,Box Score,@,Chicago Bulls,W,OT,100,99,2,0,W 2,
3,Wed Nov 9 1994,,,Box Score,@,Philadelphia 76ers,L,,97,98,2,1,L 1,
4,Fri Nov 11 1994,,,Box Score,,New Jersey Nets,W,,104,91,3,1,W 1,
5,Sat Nov 12 1994,,,Box Score,@,Miami Heat,W,,109,99,4,1,W 2,
6,Tue Nov 15 1994,,,Box Score,@,Orlando Magic,L,,102,122,4,2,L 1,
7,Thu Nov 17 1994,,,Box Score,@,New Jersey Nets,L,,103,111,4,3,L 2,
8,Sat Nov 19 1994,,,Box Score,,Boston Celtics,L,,102,103,4,4,L 3,
9,Fri Nov 25 1994,,,Box Score,,Cleveland Cavaliers,L,,94,96,4,5,L 4,at Baltimore MD
10,Sat Nov 26 1994,,,Box Score,,Los Angeles Lakers,L,,96,112,4,6,L 5,
11,Tue Nov 29 1994,,,Box Score,,New York Knicks,L,,91,99,4,7,L 6,
12,Fri Dec 2 1994,,,Box Score,,Detroit Pistons,W,,115,104,5,7,W 1,
13,Sat Dec 3 1994,,,Box Score,@,New York Knicks,L,,95,111,5,8,L 1,
14,Thu Dec 8 1994,,,Box Score,@,Dallas Mavericks,W,OT,124,121,6,8,W 1,
15,Sat Dec 10 1994,,,Box Score,@,Denver Nuggets,L,,89,111,6,9,L 1,
16,Mon Dec 12 1994,,,Box Score,@,San Antonio Spurs,L,,101,122,6,10,L 2,
17,Tue Dec 13 1994,,,Box Score,@,Houston Rockets,L,,85,93,6,11,L 3,
18,Thu Dec 15 1994,,,Box Score,,Utah Jazz,L,,85,95,6,12,L 4,
19,Sat Dec 17 1994,,,Box Score,,Minnesota Timberwolves,L,,87,96,6,13,L 5,
20,Mon Dec 19 1994,,,Box Score,@,Phoenix Suns,L,,102,113,6,14,L 6,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Tue Dec 20 1994,,,Box Score,@,Sacramento Kings,L,,102,105,6,15,L 7,
22,Thu Dec 22 1994,,,Box Score,@,Golden State Warriors,L,,87,107,6,16,L 8,
23,Fri Dec 23 1994,,,Box Score,@,Los Angeles Clippers,W,,105,102,7,16,W 1,
24,Mon Dec 26 1994,,,Box Score,,Orlando Magic,L,OT,121,128,7,17,L 1,
25,Wed Dec 28 1994,,,Box Score,@,Cleveland Cavaliers,L,,75,91,7,18,L 2,
26,Fri Dec 30 1994,,,Box Score,,San Antonio Spurs,L,,101,115,7,19,L 3,
27,Tue Jan 3 1995,,,Box Score,,Seattle SuperSonics,L,,107,121,7,20,L 4,
28,Wed Jan 4 1995,,,Box Score,@,Indiana Pacers,L,,90,94,7,21,L 5,
29,Fri Jan 6 1995,,,Box Score,@,Atlanta Hawks,L,,90,112,7,22,L 6,
30,Sat Jan 7 1995,,,Box Score,,Portland Trail Blazers,L,,105,114,7,23,L 7,
31,Mon Jan 9 1995,,,Box Score,@,Boston Celtics,L,,101,114,7,24,L 8,
32,Tue Jan 10 1995,,,Box Score,,Atlanta Hawks,L,,96,99,7,25,L 9,
