
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 5 1993,,,Box Score,@,Philadelphia 76ers,L,,82,94,0,1,L 1,
2,Sat Nov 6 1993,,,Box Score,,Boston Celtics,L,,88,100,0,2,L 2,
3,Tue Nov 9 1993,,,Box Score,@,Detroit Pistons,W,,118,112,1,2,W 1,
4,Wed Nov 10 1993,,,Box Score,,New York Knicks,L,,84,92,1,3,L 1,
5,Fri Nov 12 1993,,,Box Score,,Philadelphia 76ers,W,,105,93,2,3,W 1,
6,Wed Nov 17 1993,,,Box Score,,Milwaukee Bucks,W,,117,104,3,3,W 2,
7,Fri Nov 19 1993,,,Box Score,@,Charlotte Hornets,L,,111,127,3,4,L 1,
8,Sat Nov 20 1993,,,Box Score,,Miami Heat,W,,104,102,4,4,W 1,at Baltimore MD
9,Tue Nov 23 1993,,,Box Score,,Charlotte Hornets,W,,118,98,5,4,W 2,
10,Wed Nov 24 1993,,,Box Score,@,Cleveland Cavaliers,L,,107,113,5,5,L 1,
11,Fri Nov 26 1993,,,Box Score,@,Atlanta Hawks,L,,108,124,5,6,L 2,
12,Sat Nov 27 1993,,,Box Score,,Orlando Magic,W,,112,110,6,6,W 1,
13,Wed Dec 1 1993,,,Box Score,@,Boston Celtics,L,,113,120,6,7,L 1,
14,Thu Dec 2 1993,,,Box Score,,Seattle SuperSonics,L,,95,105,6,8,L 2,
15,Sat Dec 4 1993,,,Box Score,,Portland Trail Blazers,L,,105,118,6,9,L 3,
16,Mon Dec 6 1993,,,Box Score,@,Seattle SuperSonics,L,,96,103,6,10,L 4,
17,Wed Dec 8 1993,,,Box Score,@,Utah Jazz,L,,91,113,6,11,L 5,
18,Thu Dec 9 1993,,,Box Score,@,Phoenix Suns,L,,95,114,6,12,L 6,
19,Sat Dec 11 1993,,,Box Score,,Atlanta Hawks,L,,108,116,6,13,L 7,at Baltimore MD
20,Tue Dec 14 1993,,,Box Score,@,Indiana Pacers,L,,87,106,6,14,L 8,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Thu Dec 16 1993,,,Box Score,,Detroit Pistons,L,,95,97,6,15,L 9,
