
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 3 1989,,,Box Score,@,Charlotte Hornets,W,,116,96,1,0,W 1,
2,Sat Nov 4 1989,,,Box Score,,Detroit Pistons,L,,93,95,1,1,L 1,
3,Tue Nov 7 1989,,,Box Score,@,Atlanta Hawks,W,,118,114,2,1,W 1,
4,Wed Nov 8 1989,,,Box Score,,Boston Celtics,W,,112,103,3,1,W 2,
5,Fri Nov 10 1989,,,Box Score,,Cleveland Cavaliers,W,,100,92,4,1,W 3,at Baltimore MD
6,Sun Nov 12 1989,,,Box Score,@,Portland Trail Blazers,W,,104,95,5,1,W 4,
7,Mon Nov 13 1989,,,Box Score,@,Utah Jazz,L,,93,106,5,2,L 1,
8,Wed Nov 15 1989,,,Box Score,@,Denver Nuggets,L,,98,109,5,3,L 2,
9,Thu Nov 16 1989,,,Box Score,@,Seattle SuperSonics,L,,98,111,5,4,L 3,
10,Sat Nov 18 1989,,,Box Score,@,Phoenix Suns,L,,107,118,5,5,L 4,
11,Sun Nov 19 1989,,,Box Score,@,Los Angeles Lakers,L,,115,120,5,6,L 5,
12,Tue Nov 21 1989,,,Box Score,,Milwaukee Bucks,W,,97,91,6,6,W 1,
13,Fri Nov 24 1989,,,Box Score,@,Philadelphia 76ers,L,,108,121,6,7,L 1,
14,Sat Nov 25 1989,,,Box Score,,Miami Heat,W,,107,88,7,7,W 1,
15,Tue Nov 28 1989,,,Box Score,@,Cleveland Cavaliers,L,,91,92,7,8,L 1,
16,Wed Nov 29 1989,,,Box Score,,Atlanta Hawks,L,,104,111,7,9,L 2,
17,Fri Dec 1 1989,,,Box Score,,Philadelphia 76ers,W,,107,90,8,9,W 1,at Baltimore MD
18,Sat Dec 2 1989,,,Box Score,,Utah Jazz,L,,98,100,8,10,L 1,
19,Wed Dec 6 1989,,,Box Score,@,Detroit Pistons,L,,107,115,8,11,L 2,
20,Sat Dec 9 1989,,,Box Score,,Los Angeles Lakers,W,,103,101,9,11,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Thu Dec 14 1989,,,Box Score,,Charlotte Hornets,W,,105,101,10,11,W 2,
22,Sat Dec 16 1989,,,Box Score,,Dallas Mavericks,W,,112,108,11,11,W 3,
23,Tue Dec 19 1989,,,Box Score,,Minnesota Timberwolves,W,,112,99,12,11,W 4,
24,Wed Dec 20 1989,,,Box Score,@,Philadelphia 76ers,L,,111,118,12,12,L 1,
25,Fri Dec 22 1989,,,Box Score,,New York Knicks,L,,112,122,12,13,L 2,
26,Tue Dec 26 1989,,,Box Score,@,New Jersey Nets,L,,94,101,12,14,L 3,
27,Wed Dec 27 1989,,,Box Score,,San Antonio Spurs,L,,97,107,12,15,L 4,
28,Sat Dec 30 1989,,,Box Score,,Chicago Bulls,L,OT,112,117,12,16,L 5,
29,Tue Jan 2 1990,,,Box Score,,New Jersey Nets,W,,110,96,13,16,W 1,
30,Wed Jan 3 1990,,,Box Score,@,Boston Celtics,L,,101,120,13,17,L 1,
31,Fri Jan 5 1990,,,Box Score,@,Cleveland Cavaliers,L,,107,119,13,18,L 2,
32,Sat Jan 6 1990,,,Box Score,,Boston Celtics,L,,88,102,13,19,L 3,
33,Tue Jan 9 1990,,,Box Score,@,New York Knicks,L,OT,127,131,13,20,L 4,
34,Thu Jan 11 1990,,,Box Score,@,Miami Heat,W,,100,89,14,20,W 1,
35,Sat Jan 13 1990,,,Box Score,,Philadelphia 76ers,L,,101,120,14,21,L 1,
36,Mon Jan 15 1990,,,Box Score,,Miami Heat,L,,105,111,14,22,L 2,
37,Wed Jan 17 1990,,,Box Score,@,New Jersey Nets,L,,106,115,14,23,L 3,
38,Thu Jan 18 1990,,,Box Score,,Milwaukee Bucks,L,,112,115,14,24,L 4,
