
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 1 1996,,,Box Score,,Chicago Bulls,L,,98,107,0,1,L 1,
2,Sat Nov 2 1996,,,Box Score,@,Milwaukee Bucks,L,,102,124,0,2,L 2,
3,Wed Nov 6 1996,,,Box Score,,Indiana Pacers,W,,94,84,1,2,W 1,
4,Fri Nov 8 1996,,,Box Score,,Philadelphia 76ers,L,,105,115,1,3,L 1,
5,Sat Nov 9 1996,,,Box Score,@,Chicago Bulls,L,,92,104,1,4,L 2,
6,Wed Nov 13 1996,,,Box Score,,Atlanta Hawks,W,,103,85,2,4,W 1,
7,Fri Nov 15 1996,,,Box Score,,Denver Nuggets,L,,80,82,2,5,L 1,
8,Sat Nov 16 1996,,,Box Score,@,Washington Bullets,L,,92,106,2,6,L 2,
9,Wed Nov 20 1996,,,Box Score,,Detroit Pistons,L,,83,108,2,7,L 3,
10,Fri Nov 22 1996,,,Box Score,,Seattle SuperSonics,L,,91,118,2,8,L 4,
11,Sun Nov 24 1996,,,Box Score,,Dallas Mavericks,W,,105,91,3,8,W 1,
12,Wed Nov 27 1996,,,Box Score,,Los Angeles Lakers,W,,110,94,4,8,W 2,
13,Fri Nov 29 1996,,,Box Score,,Houston Rockets,L,,94,120,4,9,L 1,
14,Sat Nov 30 1996,,,Box Score,@,Miami Heat,L,,77,78,4,10,L 2,
15,Tue Dec 3 1996,,,Box Score,@,Atlanta Hawks,L,,95,105,4,11,L 3,
16,Wed Dec 4 1996,,,Box Score,@,Houston Rockets,L,,89,94,4,12,L 4,
17,Fri Dec 6 1996,,,Box Score,,New Jersey Nets,L,OT,108,110,4,13,L 5,
18,Sun Dec 8 1996,,,Box Score,@,Milwaukee Bucks,L,,87,100,4,14,L 6,
19,Wed Dec 11 1996,,,Box Score,,Toronto Raptors,W,3OT,115,113,5,14,W 1,
20,Fri Dec 13 1996,,,Box Score,@,Indiana Pacers,L,,94,97,5,15,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sun Dec 15 1996,,,Box Score,@,Detroit Pistons,L,,89,99,5,16,L 2,
22,Mon Dec 16 1996,,,Box Score,,Milwaukee Bucks,L,,91,107,5,17,L 3,
23,Sat Dec 21 1996,,,Box Score,@,New Jersey Nets,L,,100,101,5,18,L 4,
24,Sun Dec 22 1996,,,Box Score,,Charlotte Hornets,L,,98,102,5,19,L 5,
25,Fri Dec 27 1996,,,Box Score,@,Los Angeles Lakers,L,,102,109,5,20,L 6,
26,Sat Dec 28 1996,,,Box Score,@,Sacramento Kings,L,,96,126,5,21,L 7,
27,Mon Dec 30 1996,,,Box Score,@,Denver Nuggets,W,,104,102,6,21,W 1,
28,Thu Jan 2 1997,,,Box Score,@,Detroit Pistons,L,,87,99,6,22,L 1,
29,Fri Jan 3 1997,,,Box Score,,Minnesota Timberwolves,L,,84,94,6,23,L 2,
30,Sun Jan 5 1997,,,Box Score,,Phoenix Suns,W,,109,102,7,23,W 1,
31,Wed Jan 8 1997,,,Box Score,,San Antonio Spurs,W,,107,83,8,23,W 2,
32,Fri Jan 10 1997,,,Box Score,,New York Knicks,L,,98,111,8,24,L 1,
33,Sat Jan 11 1997,,,Box Score,@,New York Knicks,L,,99,112,8,25,L 2,
34,Tue Jan 14 1997,,,Box Score,,Golden State Warriors,W,,116,108,9,25,W 1,
35,Thu Jan 16 1997,,,Box Score,,Miami Heat,L,,94,102,9,26,L 1,
36,Sat Jan 18 1997,,,Box Score,,Washington Bullets,L,,106,112,9,27,L 2,
37,Wed Jan 22 1997,,,Box Score,,Philadelphia 76ers,L,OT,125,127,9,28,L 3,
38,Fri Jan 24 1997,,,Box Score,,Orlando Magic,L,OT,117,121,9,29,L 4,
39,Sat Jan 25 1997,,,Box Score,@,Atlanta Hawks,L,,90,95,9,30,L 5,
