
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Oct 31 1997,,,Box Score,,Chicago Bulls,W,,92,85,1,0,W 1,
2,Sun Nov 2 1997,,,Box Score,,Orlando Magic,L,,96,107,1,1,L 1,
3,Tue Nov 4 1997,,,Box Score,@,New York Knicks,L,,70,102,1,2,L 2,
4,Wed Nov 5 1997,,,Box Score,,Miami Heat,L,,74,90,1,3,L 3,
5,Fri Nov 7 1997,,,Box Score,,Cleveland Cavaliers,L,,92,96,1,4,L 4,
6,Sat Nov 8 1997,,,Box Score,@,Milwaukee Bucks,L,,96,105,1,5,L 5,
7,Wed Nov 12 1997,,,Box Score,,Denver Nuggets,W,,96,86,2,5,W 1,
8,Fri Nov 14 1997,,,Box Score,,Toronto Raptors,W,,103,99,3,5,W 2,
9,Sat Nov 15 1997,,,Box Score,@,Philadelphia 76ers,W,,107,101,4,5,W 3,
10,Tue Nov 18 1997,,,Box Score,@,Toronto Raptors,W,,122,109,5,5,W 4,
11,Wed Nov 19 1997,,,Box Score,@,New Jersey Nets,L,,100,108,5,6,L 1,
12,Fri Nov 21 1997,,,Box Score,,New Jersey Nets,W,,101,93,6,6,W 1,
13,Sun Nov 23 1997,,,Box Score,,Detroit Pistons,W,,90,86,7,6,W 2,
14,Wed Nov 26 1997,,,Box Score,,Los Angeles Lakers,L,,103,118,7,7,L 1,
15,Fri Nov 28 1997,,,Box Score,,Phoenix Suns,L,OT,108,112,7,8,L 2,
16,Sat Nov 29 1997,,,Box Score,@,Cleveland Cavaliers,L,,97,103,7,9,L 3,
17,Wed Dec 3 1997,,,Box Score,,Chicago Bulls,L,,87,97,7,10,L 4,
18,Fri Dec 5 1997,,,Box Score,@,Miami Heat,L,,97,117,7,11,L 5,
19,Wed Dec 10 1997,,,Box Score,,Milwaukee Bucks,W,,96,91,8,11,W 1,
20,Fri Dec 12 1997,,,Box Score,,Washington Wizards,W,,97,88,9,11,W 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Dec 13 1997,,,Box Score,@,Detroit Pistons,L,,77,93,9,12,L 1,
22,Mon Dec 15 1997,,,Box Score,,Philadelphia 76ers,W,,100,83,10,12,W 1,
23,Wed Dec 17 1997,,,Box Score,@,Toronto Raptors,W,,88,83,11,12,W 2,
24,Sun Dec 21 1997,,,Box Score,,Los Angeles Clippers,W,,99,77,12,12,W 3,
25,Tue Dec 23 1997,,,Box Score,,Charlotte Hornets,W,,102,96,13,12,W 4,
26,Fri Dec 26 1997,,,Box Score,@,San Antonio Spurs,L,,86,101,13,13,L 1,
27,Sun Dec 28 1997,,,Box Score,@,Los Angeles Lakers,W,,108,102,14,13,W 1,
28,Tue Dec 30 1997,,,Box Score,@,Phoenix Suns,L,,90,100,14,14,L 1,
29,Fri Jan 2 1998,,,Box Score,,Minnesota Timberwolves,W,,93,89,15,14,W 1,
30,Sat Jan 3 1998,,,Box Score,@,Milwaukee Bucks,W,,106,99,16,14,W 2,
31,Tue Jan 6 1998,,,Box Score,@,Chicago Bulls,L,,79,90,16,15,L 1,
32,Wed Jan 7 1998,,,Box Score,@,Washington Wizards,L,,108,110,16,16,L 2,
33,Fri Jan 9 1998,,,Box Score,,Seattle SuperSonics,L,,92,111,16,17,L 3,
34,Sat Jan 10 1998,,,Box Score,@,Orlando Magic,L,,82,90,16,18,L 4,
35,Tue Jan 13 1998,,,Box Score,,San Antonio Spurs,L,,88,97,16,19,L 5,
36,Thu Jan 15 1998,,,Box Score,,Vancouver Grizzlies,W,,97,93,17,19,W 1,
37,Sun Jan 18 1998,,,Box Score,,Indiana Pacers,L,,96,103,17,20,L 1,
38,Mon Jan 19 1998,,,Box Score,@,New York Knicks,L,,82,98,17,21,L 2,
39,Wed Jan 21 1998,,,Box Score,@,Minnesota Timberwolves,L,,95,104,17,22,L 3,
40,Fri Jan 23 1998,,,Box Score,@,Atlanta Hawks,W,,89,85,18,22,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Sat Jan 24 1998,,,Box Score,@,Indiana Pacers,L,,88,95,18,23,L 1,
42,Mon Jan 26 1998,,,Box Score,,New York Knicks,W,,94,85,19,23,W 1,
43,Wed Jan 28 1998,,,Box Score,,Washington Wizards,W,,104,102,20,23,W 2,
44,Fri Jan 30 1998,,,Box Score,,Charlotte Hornets,L,,95,97,20,24,L 1,
45,Sun Feb 1 1998,,,Box Score,,Houston Rockets,W,,107,96,21,24,W 1,
46,Tue Feb 3 1998,,,Box Score,@,Charlotte Hornets,L,,89,93,21,25,L 1,
47,Wed Feb 4 1998,,,Box Score,,Dallas Mavericks,W,,110,99,22,25,W 1,
48,Tue Feb 10 1998,,,Box Score,@,Denver Nuggets,L,,99,112,22,26,L 1,
49,Thu Feb 12 1998,,,Box Score,@,Utah Jazz,L,,100,118,22,27,L 2,
50,Fri Feb 13 1998,,,Box Score,@,Los Angeles Clippers,W,,97,96,23,27,W 1,
51,Sun Feb 15 1998,,,Box Score,@,Golden State Warriors,L,,87,101,23,28,L 1,
52,Tue Feb 17 1998,,,Box Score,@,Sacramento Kings,L,,99,102,23,29,L 2,
53,Wed Feb 18 1998,,,Box Score,@,Vancouver Grizzlies,W,,114,105,24,29,W 1,
54,Fri Feb 20 1998,,,Box Score,@,Seattle SuperSonics,W,,106,96,25,29,W 2,
55,Sun Feb 22 1998,,,Box Score,@,Portland Trail Blazers,L,,96,121,25,30,L 1,
56,Wed Feb 25 1998,,,Box Score,,Sacramento Kings,W,,111,94,26,30,W 1,
57,Fri Feb 27 1998,,,Box Score,,Golden State Warriors,W,,120,88,27,30,W 2,
58,Sun Mar 1 1998,,,Box Score,,Portland Trail Blazers,W,,102,101,28,30,W 3,
59,Wed Mar 4 1998,,,Box Score,,Utah Jazz,L,,94,110,28,31,L 1,
60,Fri Mar 6 1998,,,Box Score,,Washington Wizards,W,,108,98,29,31,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Sun Mar 8 1998,,,Box Score,@,Indiana Pacers,L,,100,104,29,32,L 1,
62,Wed Mar 11 1998,,,Box Score,,Atlanta Hawks,L,,105,110,29,33,L 2,
63,Fri Mar 13 1998,,,Box Score,,Detroit Pistons,L,,92,96,29,34,L 3,
64,Sun Mar 15 1998,,,Box Score,@,Atlanta Hawks,L,,77,93,29,35,L 4,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
65,Tue Mar 17 1998,,,Box Score,@,Dallas Mavericks,L,,93,99,29,36,L 5,
66,Thu Mar 19 1998,,,Box Score,@,Houston Rockets,L,,96,105,29,37,L 6,
67,Sun Mar 22 1998,,,Box Score,,Philadelphia 76ers,W,,108,90,30,37,W 1,
68,Mon Mar 23 1998,,,Box Score,@,Chicago Bulls,L,,88,111,30,38,L 1,
69,Wed Mar 25 1998,,,Box Score,,Miami Heat,L,,91,105,30,39,L 2,
70,Fri Mar 27 1998,,,Box Score,@,New Jersey Nets,W,,82,76,31,39,W 1,
71,Sun Mar 29 1998,,,Box Score,@,Philadelphia 76ers,L,,94,99,31,40,L 1,
72,Tue Mar 31 1998,,,Box Score,@,Miami Heat,L,,95,121,31,41,L 2,
73,Wed Apr 1 1998,,,Box Score,@,Orlando Magic,W,,98,87,32,41,W 1,
74,Fri Apr 3 1998,,,Box Score,@,Detroit Pistons,W,,101,100,33,41,W 2,
75,Sun Apr 5 1998,,,Box Score,,New York Knicks,W,,102,92,34,41,W 3,
76,Wed Apr 8 1998,,,Box Score,,New Jersey Nets,L,,104,117,34,42,L 1,
77,Fri Apr 10 1998,,,Box Score,,Orlando Magic,W,OT,82,80,35,42,W 1,
78,Sun Apr 12 1998,,,Box Score,,Indiana Pacers,L,,87,93,35,43,L 1,
79,Tue Apr 14 1998,,,Box Score,@,Cleveland Cavaliers,L,,86,95,35,44,L 2,
80,Wed Apr 15 1998,,,Box Score,,Milwaukee Bucks,L,,109,117,35,45,L 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
81,Fri Apr 17 1998,,,Box Score,,Cleveland Cavaliers,W,,78,71,36,45,W 1,
82,Sat Apr 18 1998,,,Box Score,@,Washington Wizards,L,,95,112,36,46,L 1,
