
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 31 2000,8:00p EST,,Box Score,,Detroit Pistons,L,,95,104,0,1,L 1,
2,Wed Nov 1 2000,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,98,104,0,2,L 2,
3,Fri Nov 3 2000,7:30p EST,,Box Score,@,Boston Celtics,L,,91,93,0,3,L 3,
4,Sat Nov 4 2000,7:00p EST,,Box Score,,Washington Wizards,W,,103,96,1,3,W 1,
5,Tue Nov 7 2000,7:00p EST,,Box Score,,Boston Celtics,W,,105,75,2,3,W 2,
6,Fri Nov 10 2000,7:00p EST,,Box Score,,Cleveland Cavaliers,W,,115,88,3,3,W 3,
7,Sat Nov 11 2000,7:30p EST,,Box Score,@,Chicago Bulls,W,,98,75,4,3,W 4,
8,Thu Nov 16 2000,7:00p EST,,Box Score,,Portland Trail Blazers,L,,80,86,4,4,L 1,
9,Sat Nov 18 2000,7:00p EST,,Box Score,,Milwaukee Bucks,W,,111,102,5,4,W 1,
10,Mon Nov 20 2000,7:00p EST,,Box Score,,Charlotte Hornets,L,,64,100,5,5,L 1,
11,Thu Nov 23 2000,8:00p EST,,Box Score,@,Indiana Pacers,W,,111,91,6,5,W 1,
12,Sat Nov 25 2000,1:00p EST,,Box Score,@,New York Knicks,W,,79,75,7,5,W 2,
13,Sun Nov 26 2000,3:00p EST,,Box Score,,Chicago Bulls,W,,101,89,8,5,W 3,
14,Tue Nov 28 2000,7:00p EST,,Box Score,@,Dallas Mavericks,L,,93,107,8,6,L 1,
15,Wed Nov 29 2000,7:30p EST,,Box Score,@,Charlotte Hornets,L,,79,103,8,7,L 2,
16,Fri Dec 1 2000,7:00p EST,,Box Score,,Los Angeles Clippers,W,OT,104,95,9,7,W 1,
17,Tue Dec 5 2000,7:00p EST,,Box Score,@,Utah Jazz,L,,84,98,9,8,L 1,
18,Wed Dec 6 2000,7:00p EST,,Box Score,@,Portland Trail Blazers,L,,88,95,9,9,L 2,
19,Fri Dec 8 2000,7:30p EST,,Box Score,@,Golden State Warriors,W,,108,92,10,9,W 1,
20,Sun Dec 10 2000,3:30p EST,,Box Score,,Phoenix Suns,L,,87,95,10,10,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Tue Dec 12 2000,7:00p EST,,Box Score,,Indiana Pacers,W,,104,90,11,10,W 1,
22,Thu Dec 14 2000,8:00p EST,,Box Score,,New York Knicks,W,,70,68,12,10,W 2,
23,Fri Dec 15 2000,7:30p EST,,Box Score,@,Milwaukee Bucks,L,,97,104,12,11,L 1,
24,Sun Dec 17 2000,1:00p EST,,Box Score,,Los Angeles Lakers,L,OT,101,104,12,12,L 2,
25,Tue Dec 19 2000,7:00p EST,,Box Score,,Utah Jazz,W,,103,95,13,12,W 1,
26,Wed Dec 20 2000,7:00p EST,,Box Score,@,Indiana Pacers,W,OT,99,98,14,12,W 2,
27,Fri Dec 22 2000,7:00p EST,,Box Score,,Atlanta Hawks,L,,72,78,14,13,L 1,
28,Tue Dec 26 2000,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,97,100,14,14,L 2,
29,Thu Dec 28 2000,7:00p EST,,Box Score,@,Denver Nuggets,W,,94,93,15,14,W 1,
30,Sat Dec 30 2000,7:00p EST,,Box Score,@,Phoenix Suns,L,,103,109,15,15,L 1,
31,Tue Jan 2 2001,7:30p EST,,Box Score,@,Los Angeles Clippers,L,,97,110,15,16,L 2,
32,Fri Jan 5 2001,7:00p EST,,Box Score,,Dallas Mavericks,L,,105,115,15,17,L 3,
33,Sun Jan 7 2001,1:00p EST,,Box Score,,Seattle SuperSonics,W,,94,92,16,17,W 1,
34,Tue Jan 9 2001,7:00p EST,,Box Score,,Houston Rockets,L,,91,110,16,18,L 1,
35,Wed Jan 10 2001,7:30p EST,,Box Score,@,Detroit Pistons,W,,110,85,17,18,W 1,
36,Fri Jan 12 2001,7:30p EST,,Box Score,@,Boston Celtics,W,,93,72,18,18,W 2,
37,Sun Jan 14 2001,5:30p EST,,Box Score,,Charlotte Hornets,W,,107,99,19,18,W 3,
38,Tue Jan 16 2001,7:00p EST,,Box Score,@,Houston Rockets,L,,99,114,19,19,L 1,
39,Wed Jan 17 2001,7:30p EST,,Box Score,@,San Antonio Spurs,W,,98,91,20,19,W 1,
40,Fri Jan 19 2001,7:00p EST,,Box Score,,Washington Wizards,W,,101,79,21,19,W 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Sun Jan 21 2001,2:30p EST,,Box Score,@,Philadelphia 76ers,W,OT,110,106,22,19,W 3,
42,Tue Jan 23 2001,7:30p EST,,Box Score,@,Orlando Magic,L,2OT,111,116,22,20,L 1,
43,Wed Jan 24 2001,7:30p EST,,Box Score,@,Miami Heat,L,,83,103,22,21,L 2,
44,Sat Jan 27 2001,4:30p EST,,Box Score,@,Chicago Bulls,W,,90,80,23,21,W 1,
45,Tue Jan 30 2001,7:00p EST,,Box Score,,Philadelphia 76ers,W,,96,89,24,21,W 2,
46,Wed Jan 31 2001,7:30p EST,,Box Score,@,Atlanta Hawks,L,,97,102,24,22,L 1,
47,Sat Feb 3 2001,7:00p EST,,Box Score,,Minnesota Timberwolves,L,,105,108,24,23,L 2,
48,Mon Feb 5 2001,7:00p EST,,Box Score,,Boston Celtics,W,,110,98,25,23,W 1,
49,Thu Feb 8 2001,7:00p EST,,Box Score,,Denver Nuggets,W,,99,92,26,23,W 2,
50,Tue Feb 13 2001,7:30p EST,,Box Score,@,Cleveland Cavaliers,W,,120,105,27,23,W 3,
51,Thu Feb 15 2001,8:00p EST,,Box Score,,Miami Heat,L,OT,91,98,27,24,L 1,
52,Sun Feb 18 2001,12:30p EST,,Box Score,,San Antonio Spurs,L,,74,92,27,25,L 2,
53,Tue Feb 20 2001,6:00p EST,,Box Score,,Golden State Warriors,W,,113,102,28,25,W 1,
54,Wed Feb 21 2001,7:30p EST,,Box Score,@,New Jersey Nets,L,,111,113,28,26,L 1,
55,Fri Feb 23 2001,7:00p EST,,Box Score,,Sacramento Kings,L,3OT,118,119,28,27,L 2,
56,Sat Feb 24 2001,7:00p EST,,Box Score,@,Washington Wizards,W,,106,99,29,27,W 1,
57,Tue Feb 27 2001,7:00p EST,,Box Score,,Cleveland Cavaliers,W,,101,89,30,27,W 2,
58,Wed Feb 28 2001,7:30p EST,,Box Score,@,Atlanta Hawks,W,,95,88,31,27,W 3,
59,Fri Mar 2 2001,7:30p EST,,Box Score,,New Jersey Nets,W,,107,90,32,27,W 4,
60,Sun Mar 4 2001,12:30p EST,,Box Score,,New York Knicks,W,,98,88,33,27,W 5,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Tue Mar 6 2001,6:00p EST,,Box Score,@,Sacramento Kings,L,,91,98,33,28,L 1,
62,Wed Mar 7 2001,7:30p EST,,Box Score,@,Los Angeles Lakers,L,,85,97,33,29,L 2,
63,Fri Mar 9 2001,7:00p EST,,Box Score,@,Seattle SuperSonics,W,,110,99,34,29,W 1,
64,Sun Mar 11 2001,12:30p EST,,Box Score,@,Vancouver Grizzlies,W,,101,84,35,29,W 2,
65,Tue Mar 13 2001,7:00p EST,,Box Score,,Milwaukee Bucks,L,,97,101,35,30,L 1,
66,Thu Mar 15 2001,7:30p EST,,Box Score,@,New York Knicks,L,,72,88,35,31,L 2,
67,Tue Mar 20 2001,8:00p EST,,Box Score,,Indiana Pacers,W,,102,81,36,31,W 1,
