
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Oct 31 1997,,,Box Score,,Dallas Mavericks,L,,88,90,0,1,L 1,
2,Sat Nov 1 1997,,,Box Score,,Sacramento Kings,W,,97,96,1,1,W 1,
3,Tue Nov 4 1997,,,Box Score,@,Dallas Mavericks,L,,87,92,1,2,L 1,
4,Wed Nov 5 1997,,,Box Score,@,San Antonio Spurs,L,,79,87,1,3,L 2,
5,Fri Nov 7 1997,,,Box Score,,Minnesota Timberwolves,L,,97,108,1,4,L 3,
6,Sun Nov 9 1997,,,Box Score,,Detroit Pistons,W,OT,104,96,2,4,W 1,
7,Tue Nov 11 1997,,,Box Score,,Los Angeles Clippers,W,,119,113,3,4,W 2,
8,Wed Nov 12 1997,,,Box Score,@,Utah Jazz,L,,80,98,3,5,L 1,
9,Sat Nov 15 1997,,,Box Score,,Milwaukee Bucks,W,,109,94,4,5,W 1,
10,Sun Nov 16 1997,,,Box Score,@,Los Angeles Lakers,L,,95,121,4,6,L 1,
11,Tue Nov 18 1997,,,Box Score,@,Denver Nuggets,W,,100,87,5,6,W 1,
12,Wed Nov 19 1997,,,Box Score,@,Seattle SuperSonics,L,,87,107,5,7,L 1,
13,Fri Nov 21 1997,,,Box Score,,Denver Nuggets,W,,99,96,6,7,W 1,
14,Sun Nov 23 1997,,,Box Score,@,New York Knicks,L,,84,104,6,8,L 1,
15,Wed Nov 26 1997,,,Box Score,@,Milwaukee Bucks,L,,82,101,6,9,L 2,
16,Thu Nov 27 1997,,,Box Score,@,Indiana Pacers,L,,85,106,6,10,L 3,
17,Sat Nov 29 1997,,,Box Score,@,Minnesota Timberwolves,L,,87,106,6,11,L 4,
18,Sun Nov 30 1997,,,Box Score,@,Detroit Pistons,W,,97,95,7,11,W 1,
19,Wed Dec 3 1997,,,Box Score,,Orlando Magic,L,,97,101,7,12,L 1,
20,Fri Dec 5 1997,,,Box Score,,Cleveland Cavaliers,L,,98,107,7,13,L 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Tue Dec 9 1997,,,Box Score,@,Phoenix Suns,L,,85,107,7,14,L 3,
22,Fri Dec 12 1997,,,Box Score,,Golden State Warriors,W,,95,88,8,14,W 1,
23,Sun Dec 14 1997,,,Box Score,,Houston Rockets,W,,110,105,9,14,W 2,
24,Tue Dec 16 1997,,,Box Score,@,Houston Rockets,L,,91,118,9,15,L 1,
25,Wed Dec 17 1997,,,Box Score,@,San Antonio Spurs,L,,87,98,9,16,L 2,
26,Fri Dec 19 1997,,,Box Score,@,Portland Trail Blazers,L,,91,96,9,17,L 3,
27,Sun Dec 21 1997,,,Box Score,,Portland Trail Blazers,W,,88,86,10,17,W 1,
28,Fri Dec 26 1997,,,Box Score,,Phoenix Suns,L,,100,118,10,18,L 1,
29,Sun Dec 28 1997,,,Box Score,,Utah Jazz,L,,88,89,10,19,L 2,
30,Tue Dec 30 1997,,,Box Score,,San Antonio Spurs,L,,115,124,10,20,L 3,
31,Thu Jan 1 1998,,,Box Score,,Philadelphia 76ers,L,,104,115,10,21,L 4,
32,Fri Jan 2 1998,,,Box Score,@,Sacramento Kings,L,,80,94,10,22,L 5,
33,Sun Jan 4 1998,,,Box Score,,Seattle SuperSonics,L,,108,120,10,23,L 6,
34,Tue Jan 6 1998,,,Box Score,,Los Angeles Lakers,L,,87,100,10,24,L 7,
35,Wed Jan 7 1998,,,Box Score,@,Los Angeles Clippers,L,,102,110,10,25,L 8,
36,Fri Jan 9 1998,,,Box Score,,Charlotte Hornets,L,,90,98,10,26,L 9,
37,Sun Jan 11 1998,,,Box Score,,Miami Heat,L,,90,96,10,27,L 10,
38,Tue Jan 13 1998,,,Box Score,@,Philadelphia 76ers,L,,89,107,10,28,L 11,
39,Thu Jan 15 1998,,,Box Score,@,Boston Celtics,L,,93,97,10,29,L 12,
40,Fri Jan 16 1998,,,Box Score,@,Washington Wizards,L,,110,112,10,30,L 13,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Tue Jan 20 1998,,,Box Score,,Denver Nuggets,W,,88,77,11,30,W 1,
42,Fri Jan 23 1998,,,Box Score,@,Golden State Warriors,W,,88,80,12,30,W 2,
43,Sat Jan 24 1998,,,Box Score,,Golden State Warriors,W,,107,96,13,30,W 3,
