
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 31 2000,7:30p EST,,Box Score,,Seattle SuperSonics,W,,94,88,1,0,W 1,
2,Thu Nov 2 2000,7:30p EST,,Box Score,@,Los Angeles Clippers,W,,99,91,2,0,W 2,
3,Sat Nov 4 2000,12:30p EST,,Box Score,,Los Angeles Lakers,L,,89,98,2,1,L 1,
4,Mon Nov 6 2000,7:00p EST,,Box Score,,Atlanta Hawks,W,,97,87,3,1,W 1,
5,Wed Nov 8 2000,7:00p EST,,Box Score,@,Dallas Mavericks,W,,101,74,4,1,W 2,
6,Thu Nov 9 2000,7:30p EST,,Box Score,@,Houston Rockets,L,,78,85,4,2,L 1,
7,Sat Nov 11 2000,7:30p EST,,Box Score,@,San Antonio Spurs,L,,78,91,4,3,L 2,
8,Thu Nov 16 2000,7:00p EST,,Box Score,,Los Angeles Clippers,L,,72,76,4,4,L 3,
9,Sat Nov 18 2000,7:00p EST,,Box Score,,Dallas Mavericks,L,,88,91,4,5,L 4,
10,Mon Nov 20 2000,7:00p EST,,Box Score,,Denver Nuggets,L,,92,95,4,6,L 5,
11,Wed Nov 22 2000,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,100,101,4,7,L 6,
12,Fri Nov 24 2000,8:00p EST,,Box Score,@,Detroit Pistons,L,,96,118,4,8,L 7,
13,Sun Nov 26 2000,12:30p EST,,Box Score,@,Boston Celtics,W,,98,87,5,8,W 1,
14,Mon Nov 27 2000,7:30p EST,,Box Score,@,New York Knicks,L,,72,97,5,9,L 1,
15,Wed Nov 29 2000,7:00p EST,,Box Score,,Phoenix Suns,W,2OT,109,106,6,9,W 1,
16,Fri Dec 1 2000,7:00p EST,,Box Score,,Indiana Pacers,L,OT,76,86,6,10,L 1,
17,Sun Dec 3 2000,12:30p EST,,Box Score,,San Antonio Spurs,L,,79,97,6,11,L 2,
18,Tue Dec 5 2000,7:00p EST,,Box Score,,Detroit Pistons,W,,91,83,7,11,W 1,
19,Thu Dec 7 2000,7:00p EST,,Box Score,@,Utah Jazz,L,,87,98,7,12,L 1,
20,Sat Dec 9 2000,7:00p EST,,Box Score,,Philadelphia 76ers,L,,79,83,7,13,L 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Mon Dec 11 2000,7:00p EST,,Box Score,,Houston Rockets,L,,75,82,7,14,L 3,
22,Wed Dec 13 2000,7:00p EST,,Box Score,,Seattle SuperSonics,L,,93,94,7,15,L 4,
