
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 3 1995,,,Box Score,@,Portland Trail Blazers,W,,92,80,1,0,W 1,
2,Sun Nov 5 1995,,,Box Score,,Minnesota Timberwolves,W,OT,100,98,2,0,W 2,
3,Tue Nov 7 1995,,,Box Score,@,Dallas Mavericks,L,,88,99,2,1,L 1,
4,Wed Nov 8 1995,,,Box Score,@,San Antonio Spurs,L,,62,111,2,2,L 2,
5,Fri Nov 10 1995,,,Box Score,,Los Angeles Clippers,L,,91,98,2,3,L 3,
6,Sat Nov 11 1995,,,Box Score,@,Seattle SuperSonics,L,,81,117,2,4,L 4,
7,Mon Nov 13 1995,,,Box Score,,Dallas Mavericks,L,,89,94,2,5,L 5,
8,Thu Nov 16 1995,,,Box Score,@,Los Angeles Clippers,L,,98,103,2,6,L 6,at Anaheim CA
9,Fri Nov 17 1995,,,Box Score,,Los Angeles Lakers,L,,91,114,2,7,L 7,
10,Sun Nov 19 1995,,,Box Score,@,New York Knicks,L,,93,98,2,8,L 8,
11,Wed Nov 22 1995,,,Box Score,@,Orlando Magic,L,,93,95,2,9,L 9,
12,Fri Nov 24 1995,,,Box Score,@,Charlotte Hornets,L,,104,116,2,10,L 10,
13,Sat Nov 25 1995,,,Box Score,@,Miami Heat,L,,91,111,2,11,L 11,
14,Tue Nov 28 1995,,,Box Score,@,Minnesota Timberwolves,L,,98,121,2,12,L 12,
15,Thu Nov 30 1995,,,Box Score,,Chicago Bulls,L,,88,94,2,13,L 13,
16,Fri Dec 1 1995,,,Box Score,@,Los Angeles Lakers,L,,100,113,2,14,L 14,
17,Sun Dec 3 1995,,,Box Score,,Milwaukee Bucks,L,,95,109,2,15,L 15,
18,Tue Dec 5 1995,,,Box Score,@,Phoenix Suns,L,,108,112,2,16,L 16,
19,Thu Dec 7 1995,,,Box Score,,Detroit Pistons,L,,84,93,2,17,L 17,
20,Sun Dec 10 1995,,,Box Score,,Toronto Raptors,L,,81,93,2,18,L 18,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Wed Dec 13 1995,,,Box Score,,Houston Rockets,L,,89,100,2,19,L 19,
22,Fri Dec 15 1995,,,Box Score,,Portland Trail Blazers,W,OT,104,100,3,19,W 1,
23,Sat Dec 16 1995,,,Box Score,,Golden State Warriors,L,,85,116,3,20,L 1,
24,Mon Dec 18 1995,,,Box Score,@,Sacramento Kings,L,,85,92,3,21,L 2,
25,Tue Dec 19 1995,,,Box Score,,Seattle SuperSonics,W,,94,93,4,21,W 1,
26,Thu Dec 21 1995,,,Box Score,@,Seattle SuperSonics,L,,68,92,4,22,L 1,
27,Fri Dec 22 1995,,,Box Score,,Phoenix Suns,L,,80,101,4,23,L 2,
28,Tue Dec 26 1995,,,Box Score,@,Houston Rockets,L,,84,100,4,24,L 3,
29,Thu Dec 28 1995,,,Box Score,@,Dallas Mavericks,L,2OT,101,103,4,25,L 4,
30,Sat Dec 30 1995,,,Box Score,,Boston Celtics,W,,103,95,5,25,W 1,
31,Fri Jan 5 1996,,,Box Score,,Philadelphia 76ers,W,OT,103,102,6,25,W 2,
32,Sun Jan 7 1996,,,Box Score,,Los Angeles Clippers,L,,93,101,6,26,L 1,
33,Tue Jan 9 1996,,,Box Score,@,Golden State Warriors,L,,103,109,6,27,L 2,
34,Wed Jan 10 1996,,,Box Score,,Denver Nuggets,L,,85,91,6,28,L 3,
35,Fri Jan 12 1996,,,Box Score,,Golden State Warriors,L,,95,104,6,29,L 4,
36,Sat Jan 13 1996,,,Box Score,,Miami Heat,W,,69,65,7,29,W 1,
37,Thu Jan 18 1996,,,Box Score,,Cleveland Cavaliers,L,,90,98,7,30,L 1,
38,Sat Jan 20 1996,,,Box Score,,New York Knicks,W,,84,80,8,30,W 1,
39,Mon Jan 22 1996,,,Box Score,@,Milwaukee Bucks,W,,100,92,9,30,W 2,
40,Wed Jan 24 1996,,,Box Score,@,Chicago Bulls,L,,84,104,9,31,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Thu Jan 25 1996,,,Box Score,@,Toronto Raptors,W,OT,106,101,10,31,W 1,
42,Sat Jan 27 1996,,,Box Score,@,Washington Bullets,L,,77,102,10,32,L 1,
43,Mon Jan 29 1996,,,Box Score,@,Philadelphia 76ers,L,,92,103,10,33,L 2,
44,Wed Jan 31 1996,,,Box Score,@,Boston Celtics,L,,98,131,10,34,L 3,
