
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 5 1993,,,Box Score,,Minnesota Timberwolves,W,,104,99,1,0,W 1,
2,Sat Nov 6 1993,,,Box Score,@,Indiana Pacers,W,,113,107,2,0,W 2,
3,Tue Nov 9 1993,,,Box Score,,Washington Bullets,L,,112,118,2,1,L 1,
4,Thu Nov 11 1993,,,Box Score,@,Los Angeles Clippers,L,,99,111,2,2,L 2,
5,Fri Nov 12 1993,,,Box Score,@,Utah Jazz,L,,89,109,2,3,L 3,
6,Sun Nov 14 1993,,,Box Score,@,Portland Trail Blazers,L,,111,114,2,4,L 4,
7,Wed Nov 17 1993,,,Box Score,,Orlando Magic,W,,98,92,3,4,W 1,
8,Fri Nov 19 1993,,,Box Score,,San Antonio Spurs,W,,95,86,4,4,W 2,
9,Sun Nov 21 1993,,,Box Score,,Philadelphia 76ers,W,,103,89,5,4,W 3,
10,Wed Nov 24 1993,,,Box Score,,Boston Celtics,L,,103,118,5,5,L 1,
11,Sat Nov 27 1993,,,Box Score,@,New York Knicks,L,,85,112,5,6,L 2,
12,Sun Nov 28 1993,,,Box Score,,Golden State Warriors,L,,88,91,5,7,L 3,
13,Tue Nov 30 1993,,,Box Score,@,Cleveland Cavaliers,L,,74,92,5,8,L 4,
14,Thu Dec 2 1993,,,Box Score,,Phoenix Suns,L,,101,102,5,9,L 5,
15,Tue Dec 7 1993,,,Box Score,@,Orlando Magic,L,,89,91,5,10,L 6,
16,Wed Dec 8 1993,,,Box Score,,Atlanta Hawks,L,,97,105,5,11,L 7,
17,Fri Dec 10 1993,,,Box Score,,Milwaukee Bucks,L,,88,90,5,12,L 8,
18,Sat Dec 11 1993,,,Box Score,@,Minnesota Timberwolves,W,,92,80,6,12,W 1,
19,Tue Dec 14 1993,,,Box Score,,Los Angeles Lakers,L,,93,99,6,13,L 1,
20,Thu Dec 16 1993,,,Box Score,@,Washington Bullets,W,,97,95,7,13,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Dec 18 1993,,,Box Score,,Cleveland Cavaliers,W,OT,98,92,8,13,W 2,
22,Mon Dec 20 1993,,,Box Score,@,Philadelphia 76ers,L,,92,121,8,14,L 1,
23,Tue Dec 21 1993,,,Box Score,,Charlotte Hornets,L,,97,108,8,15,L 2,
24,Thu Dec 23 1993,,,Box Score,,Chicago Bulls,L,,72,81,8,16,L 3,
25,Mon Dec 27 1993,,,Box Score,@,Charlotte Hornets,L,,94,109,8,17,L 4,
26,Tue Dec 28 1993,,,Box Score,@,Atlanta Hawks,L,,101,119,8,18,L 5,
27,Thu Dec 30 1993,,,Box Score,,Sacramento Kings,L,,91,97,8,19,L 6,
28,Sun Jan 2 1994,,,Box Score,,Miami Heat,L,,85,93,8,20,L 7,
29,Tue Jan 4 1994,,,Box Score,@,Chicago Bulls,L,,91,97,8,21,L 8,
30,Sat Jan 8 1994,,,Box Score,,Indiana Pacers,L,,92,101,8,22,L 9,
31,Tue Jan 11 1994,,,Box Score,,Denver Nuggets,L,,86,94,8,23,L 10,
32,Thu Jan 13 1994,,,Box Score,,New York Knicks,L,,80,94,8,24,L 11,
33,Sat Jan 15 1994,,,Box Score,@,New York Knicks,L,,88,97,8,25,L 12,
34,Mon Jan 17 1994,,,Box Score,,Utah Jazz,L,,94,109,8,26,L 13,
35,Tue Jan 18 1994,,,Box Score,@,Milwaukee Bucks,L,,91,123,8,27,L 14,
36,Fri Jan 21 1994,,,Box Score,@,Miami Heat,W,,118,98,9,27,W 1,
