
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 30 2001,7:30p EST,,Box Score,@,Dallas Mavericks,L,,87,94,0,1,L 1,
2,Thu Nov 1 2001,7:00p EST,,Box Score,@,Memphis Grizzlies,W,,90,80,1,1,W 1,
3,Fri Nov 2 2001,8:00p EST,,Box Score,,New Jersey Nets,W,,102,88,2,1,W 2,
4,Sun Nov 4 2001,7:00p EST,,Box Score,,Washington Wizards,W,,100,78,3,1,W 3,
5,Wed Nov 7 2001,7:30p EST,,Box Score,@,Chicago Bulls,W,,97,73,4,1,W 4,
6,Sun Nov 11 2001,6:00p EST,,Box Score,,Portland Trail Blazers,L,,98,100,4,2,L 1,
7,Thu Nov 15 2001,7:30p EST,,Box Score,,Dallas Mavericks,W,,115,89,5,2,W 1,
8,Sat Nov 17 2001,7:30p EST,,Box Score,,Indiana Pacers,W,,104,98,6,2,W 2,
9,Tue Nov 20 2001,6:30p EST,,Box Score,@,Toronto Raptors,W,,88,84,7,2,W 3,
10,Wed Nov 21 2001,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,89,94,7,3,L 1,
11,Fri Nov 23 2001,7:30p EST,,Box Score,@,Atlanta Hawks,L,,99,106,7,4,L 2,
12,Sat Nov 24 2001,7:30p EST,,Box Score,,Memphis Grizzlies,W,,91,84,8,4,W 1,
13,Mon Nov 26 2001,7:30p EST,,Box Score,@,Orlando Magic,W,,105,100,9,4,W 2,
14,Wed Nov 28 2001,7:30p EST,,Box Score,,Charlotte Hornets,L,,96,104,9,5,L 1,
15,Fri Nov 30 2001,7:30p EST,,Box Score,@,Charlotte Hornets,W,,110,105,10,5,W 1,
16,Sat Dec 1 2001,8:00p EST,,Box Score,@,New York Knicks,W,,100,97,11,5,W 2,
17,Tue Dec 4 2001,7:00p EST,,Box Score,@,Cleveland Cavaliers,L,,88,100,11,6,L 1,
18,Wed Dec 5 2001,7:30p EST,,Box Score,,Seattle SuperSonics,W,,95,91,12,6,W 1,
19,Sun Dec 9 2001,6:00p EST,,Box Score,,Houston Rockets,W,,105,77,13,6,W 2,
20,Thu Dec 13 2001,7:30p EST,,Box Score,,New York Knicks,W,,99,97,14,6,W 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sun Dec 16 2001,12:30p EST,,Box Score,@,Los Angeles Clippers,L,,77,82,14,7,L 1,
22,Tue Dec 18 2001,7:00p EST,,Box Score,@,Sacramento Kings,L,,98,102,14,8,L 2,
23,Wed Dec 19 2001,7:30p EST,,Box Score,@,Golden State Warriors,L,,88,101,14,9,L 3,
