
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 1 1991,,,Box Score,,Milwaukee Bucks,L,,99,109,0,1,L 1,
2,Sat Nov 2 1991,,,Box Score,@,Atlanta Hawks,W,,89,87,1,1,W 1,
3,Tue Nov 5 1991,,,Box Score,,Charlotte Hornets,W,,117,93,2,1,W 2,
4,Sat Nov 9 1991,,,Box Score,@,New Jersey Nets,W,,110,100,3,1,W 3,
5,Sun Nov 10 1991,,,Box Score,,Washington Bullets,W,,85,79,4,1,W 4,
6,Tue Nov 12 1991,,,Box Score,@,Chicago Bulls,L,,93,110,4,2,L 1,
7,Wed Nov 13 1991,,,Box Score,@,Miami Heat,L,,102,107,4,3,L 2,
8,Fri Nov 15 1991,,,Box Score,,Utah Jazz,W,,123,115,5,3,W 1,
9,Sat Nov 16 1991,,,Box Score,,Philadelphia 76ers,L,,86,89,5,4,L 1,
10,Mon Nov 18 1991,,,Box Score,@,Indiana Pacers,L,,101,118,5,5,L 2,
11,Wed Nov 20 1991,,,Box Score,,Seattle SuperSonics,L,,86,91,5,6,L 3,
12,Fri Nov 22 1991,,,Box Score,,New York Knicks,L,,90,99,5,7,L 4,
13,Sat Nov 23 1991,,,Box Score,@,Cleveland Cavaliers,L,,89,96,5,8,L 5,
14,Tue Nov 26 1991,,,Box Score,@,Atlanta Hawks,W,,103,93,6,8,W 1,
15,Wed Nov 27 1991,,,Box Score,,Atlanta Hawks,W,,100,91,7,8,W 2,
16,Sat Nov 30 1991,,,Box Score,@,New York Knicks,L,,96,103,7,9,L 1,
17,Sun Dec 1 1991,,,Box Score,,Houston Rockets,W,,94,87,8,9,W 1,
18,Tue Dec 3 1991,,,Box Score,,Indiana Pacers,L,,99,108,8,10,L 1,
19,Thu Dec 5 1991,,,Box Score,,Cleveland Cavaliers,L,,101,110,8,11,L 2,
20,Fri Dec 6 1991,,,Box Score,@,Washington Bullets,W,,105,94,9,11,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Tue Dec 10 1991,,,Box Score,@,Phoenix Suns,L,,93,102,9,12,L 1,
22,Wed Dec 11 1991,,,Box Score,@,Los Angeles Clippers,L,,96,101,9,13,L 2,
23,Fri Dec 13 1991,,,Box Score,@,Portland Trail Blazers,W,,113,103,10,13,W 1,
24,Sat Dec 14 1991,,,Box Score,@,Utah Jazz,L,,100,102,10,14,L 1,
25,Mon Dec 16 1991,,,Box Score,,Denver Nuggets,W,,103,89,11,14,W 1,
26,Wed Dec 18 1991,,,Box Score,,Charlotte Hornets,W,,117,97,12,14,W 2,
27,Fri Dec 20 1991,,,Box Score,,Los Angeles Lakers,W,,112,93,13,14,W 3,
28,Thu Dec 26 1991,,,Box Score,@,Orlando Magic,W,,112,100,14,14,W 4,
29,Fri Dec 27 1991,,,Box Score,,Orlando Magic,W,,106,94,15,14,W 5,
30,Mon Dec 30 1991,,,Box Score,,Phoenix Suns,L,,103,110,15,15,L 1,
31,Thu Jan 2 1992,,,Box Score,@,Houston Rockets,W,,106,83,16,15,W 1,
32,Fri Jan 3 1992,,,Box Score,@,Dallas Mavericks,W,,106,96,17,15,W 2,
33,Mon Jan 6 1992,,,Box Score,@,San Antonio Spurs,L,,90,100,17,16,L 1,
34,Wed Jan 8 1992,,,Box Score,,Sacramento Kings,W,,114,95,18,16,W 1,
35,Fri Jan 10 1992,,,Box Score,,Portland Trail Blazers,W,,86,81,19,16,W 2,
36,Sat Jan 11 1992,,,Box Score,,New Jersey Nets,W,,90,88,20,16,W 3,
37,Mon Jan 13 1992,,,Box Score,,Dallas Mavericks,W,,84,81,21,16,W 4,
38,Wed Jan 15 1992,,,Box Score,@,Indiana Pacers,W,,118,104,22,16,W 5,
39,Sun Jan 19 1992,,,Box Score,,Chicago Bulls,L,,85,87,22,17,L 1,
40,Thu Jan 23 1992,,,Box Score,@,Minnesota Timberwolves,W,,111,100,23,17,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Fri Jan 24 1992,,,Box Score,@,Chicago Bulls,L,,93,117,23,18,L 1,
42,Sun Jan 26 1992,,,Box Score,@,Boston Celtics,L,,91,106,23,19,L 2,
43,Tue Jan 28 1992,,,Box Score,@,Charlotte Hornets,W,OT,100,95,24,19,W 1,
44,Wed Jan 29 1992,,,Box Score,,Cleveland Cavaliers,L,,90,95,24,20,L 1,
45,Fri Jan 31 1992,,,Box Score,,Miami Heat,W,,109,98,25,20,W 1,
46,Sat Feb 1 1992,,,Box Score,@,Atlanta Hawks,W,,89,80,26,20,W 2,
47,Wed Feb 5 1992,,,Box Score,,Milwaukee Bucks,W,,102,94,27,20,W 3,
48,Thu Feb 6 1992,,,Box Score,@,Cleveland Cavaliers,W,,112,95,28,20,W 4,
49,Tue Feb 11 1992,,,Box Score,@,Milwaukee Bucks,L,,87,104,28,21,L 1,
50,Thu Feb 13 1992,,,Box Score,,Minnesota Timberwolves,L,,93,96,28,22,L 2,
51,Sun Feb 16 1992,,,Box Score,@,Philadelphia 76ers,W,,90,83,29,22,W 1,
52,Tue Feb 18 1992,,,Box Score,,Orlando Magic,W,,117,95,30,22,W 2,
53,Wed Feb 19 1992,,,Box Score,@,New Jersey Nets,L,,102,106,30,23,L 1,
54,Fri Feb 21 1992,,,Box Score,@,Orlando Magic,W,,114,100,31,23,W 1,
55,Sat Feb 22 1992,,,Box Score,@,Miami Heat,L,,98,107,31,24,L 1,
56,Tue Feb 25 1992,,,Box Score,,Chicago Bulls,W,,108,106,32,24,W 1,
57,Thu Feb 27 1992,,,Box Score,,Milwaukee Bucks,W,,104,97,33,24,W 2,
58,Sat Feb 29 1992,,,Box Score,,New Jersey Nets,L,,90,99,33,25,L 1,
59,Mon Mar 2 1992,,,Box Score,,Washington Bullets,W,,99,89,34,25,W 1,
60,Wed Mar 4 1992,,,Box Score,,Indiana Pacers,W,OT,110,107,35,25,W 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Fri Mar 6 1992,,,Box Score,@,Denver Nuggets,W,,106,91,36,25,W 3,
62,Sun Mar 8 1992,,,Box Score,@,Los Angeles Lakers,W,,98,93,37,25,W 4,
63,Tue Mar 10 1992,,,Box Score,@,Seattle SuperSonics,W,,98,92,38,25,W 5,
64,Thu Mar 12 1992,,,Box Score,@,Golden State Warriors,W,,119,112,39,25,W 6,
65,Sat Mar 14 1992,,,Box Score,@,Sacramento Kings,W,,89,83,40,25,W 7,
66,Mon Mar 16 1992,,,Box Score,,Atlanta Hawks,L,,77,89,40,26,L 1,
67,Wed Mar 18 1992,,,Box Score,,Philadelphia 76ers,W,,91,85,41,26,W 1,
68,Fri Mar 20 1992,,,Box Score,,Boston Celtics,L,OT,99,104,41,27,L 1,
69,Sun Mar 22 1992,,,Box Score,@,Charlotte Hornets,L,,101,113,41,28,L 2,
70,Wed Mar 25 1992,,,Box Score,,Golden State Warriors,L,,99,103,41,29,L 3,
71,Fri Mar 27 1992,,,Box Score,@,Boston Celtics,L,,87,106,41,30,L 4,
72,Sun Mar 29 1992,,,Box Score,,San Antonio Spurs,W,,107,103,42,30,W 1,
73,Tue Mar 31 1992,,,Box Score,,Los Angeles Clippers,L,,81,97,42,31,L 1,
74,Fri Apr 3 1992,,,Box Score,@,Washington Bullets,L,,85,119,42,32,L 2,
75,Sun Apr 5 1992,,,Box Score,,Miami Heat,W,,104,80,43,32,W 1,
76,Tue Apr 7 1992,,,Box Score,@,New York Knicks,W,,103,94,44,32,W 2,
77,Wed Apr 8 1992,,,Box Score,@,Philadelphia 76ers,W,,89,71,45,32,W 3,
78,Fri Apr 10 1992,,,Box Score,,Charlotte Hornets,W,,125,106,46,32,W 4,
79,Sun Apr 12 1992,,,Box Score,,New York Knicks,W,,72,61,47,32,W 5,
80,Tue Apr 14 1992,,,Box Score,@,Milwaukee Bucks,W,OT,98,94,48,32,W 6,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
81,Wed Apr 15 1992,,,Box Score,,Boston Celtics,L,,89,92,48,33,L 1,
82,Sun Apr 19 1992,,,Box Score,@,Chicago Bulls,L,,85,103,48,34,L 2,
