
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 1 1991,,,Box Score,@,San Antonio Spurs,L,,99,140,0,1,L 1,
2,Sat Nov 2 1991,,,Box Score,,Los Angeles Lakers,L,OT,113,114,0,2,L 2,
3,Tue Nov 5 1991,,,Box Score,,Cleveland Cavaliers,L,,101,112,0,3,L 3,
4,Wed Nov 6 1991,,,Box Score,@,Minnesota Timberwolves,W,,97,94,1,3,W 1,
5,Fri Nov 8 1991,,,Box Score,@,Chicago Bulls,L,,92,108,1,4,L 1,
6,Sat Nov 9 1991,,,Box Score,@,Milwaukee Bucks,L,,95,111,1,5,L 2,
7,Tue Nov 12 1991,,,Box Score,,Houston Rockets,L,,92,98,1,6,L 3,
8,Thu Nov 14 1991,,,Box Score,,Los Angeles Clippers,W,,95,88,2,6,W 1,
9,Sat Nov 16 1991,,,Box Score,,Phoenix Suns,W,,91,88,3,6,W 2,
10,Tue Nov 19 1991,,,Box Score,@,Denver Nuggets,W,,96,93,4,6,W 3,
11,Wed Nov 20 1991,,,Box Score,,New York Knicks,L,,89,92,4,7,L 1,
12,Sat Nov 23 1991,,,Box Score,,Utah Jazz,W,OT,121,109,5,7,W 1,
13,Wed Nov 27 1991,,,Box Score,,Indiana Pacers,W,,113,106,6,7,W 2,
14,Fri Nov 29 1991,,,Box Score,,New Jersey Nets,L,,91,97,6,8,L 1,
15,Sat Nov 30 1991,,,Box Score,,Minnesota Timberwolves,W,,79,78,7,8,W 1,
16,Tue Dec 3 1991,,,Box Score,,Atlanta Hawks,L,,99,103,7,9,L 1,
17,Thu Dec 5 1991,,,Box Score,@,Golden State Warriors,L,,107,117,7,10,L 2,
18,Sat Dec 7 1991,,,Box Score,@,Seattle SuperSonics,L,,101,104,7,11,L 3,
19,Sun Dec 8 1991,,,Box Score,@,Los Angeles Lakers,L,,88,103,7,12,L 4,
20,Tue Dec 10 1991,,,Box Score,,Miami Heat,W,OT,114,110,8,12,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Wed Dec 11 1991,,,Box Score,@,Charlotte Hornets,W,,106,103,9,12,W 2,
22,Fri Dec 13 1991,,,Box Score,@,Indiana Pacers,L,,108,124,9,13,L 1,
23,Sat Dec 14 1991,,,Box Score,@,Cleveland Cavaliers,W,,99,97,10,13,W 1,
24,Tue Dec 17 1991,,,Box Score,,San Antonio Spurs,L,,87,98,10,14,L 1,
25,Fri Dec 20 1991,,,Box Score,,Washington Bullets,L,,99,107,10,15,L 2,
26,Sat Dec 21 1991,,,Box Score,,Sacramento Kings,W,,109,85,11,15,W 1,
27,Mon Dec 23 1991,,,Box Score,@,Houston Rockets,W,,105,85,12,15,W 2,
28,Thu Dec 26 1991,,,Box Score,@,Portland Trail Blazers,L,,88,113,12,16,L 1,
29,Sat Dec 28 1991,,,Box Score,@,Phoenix Suns,L,,103,121,12,17,L 2,
30,Fri Jan 3 1992,,,Box Score,,Detroit Pistons,L,,96,106,12,18,L 3,
31,Sat Jan 4 1992,,,Box Score,@,Utah Jazz,L,,78,113,12,19,L 4,
32,Tue Jan 7 1992,,,Box Score,,Los Angeles Lakers,L,,80,104,12,20,L 5,
33,Thu Jan 9 1992,,,Box Score,@,Atlanta Hawks,L,,108,124,12,21,L 6,
34,Fri Jan 10 1992,,,Box Score,,Seattle SuperSonics,L,,82,94,12,22,L 7,
35,Mon Jan 13 1992,,,Box Score,@,Detroit Pistons,L,,81,84,12,23,L 8,
