
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 31 2000,7:30p EST,,Box Score,,Phoenix Suns,W,,96,94,1,0,W 1,
2,Thu Nov 2 2000,7:00p EST,,Box Score,@,Denver Nuggets,L,,97,101,1,1,L 1,
3,Sat Nov 4 2000,7:30p EST,,Box Score,,San Antonio Spurs,L,,105,117,1,2,L 2,
4,Wed Nov 8 2000,7:30p EST,,Box Score,@,Sacramento Kings,L,,84,115,1,3,L 3,
5,Fri Nov 10 2000,7:30p EST,,Box Score,,Sacramento Kings,L,OT,107,114,1,4,L 4,
6,Sun Nov 12 2000,6:00p EST,,Box Score,,Orlando Magic,L,OT,99,105,1,5,L 5,
7,Tue Nov 14 2000,7:30p EST,,Box Score,@,Cleveland Cavaliers,L,,86,96,1,6,L 6,
8,Wed Nov 15 2000,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,90,92,1,7,L 7,
9,Fri Nov 17 2000,7:00p EST,,Box Score,@,Indiana Pacers,W,,92,90,2,7,W 1,
10,Sun Nov 19 2000,8:00p EST,,Box Score,@,New York Knicks,L,,71,88,2,8,L 1,
11,Tue Nov 21 2000,7:30p EST,,Box Score,,Chicago Bulls,W,,89,77,3,8,W 1,
12,Wed Nov 22 2000,7:30p EST,,Box Score,@,Los Angeles Lakers,L,,91,111,3,9,L 1,
13,Fri Nov 24 2000,7:00p EST,,Box Score,@,Phoenix Suns,L,,74,80,3,10,L 2,
14,Sat Nov 25 2000,7:30p EST,,Box Score,,Minnesota Timberwolves,W,,114,93,4,10,W 1,
15,Wed Nov 29 2000,7:30p EST,,Box Score,@,Los Angeles Clippers,L,,83,106,4,11,L 1,
16,Thu Nov 30 2000,7:30p EST,,Box Score,,Indiana Pacers,W,,99,95,5,11,W 1,
17,Sat Dec 2 2000,7:30p EST,,Box Score,,Dallas Mavericks,L,,78,97,5,12,L 1,
18,Sun Dec 3 2000,6:00p EST,,Box Score,@,Seattle SuperSonics,L,,102,118,5,13,L 2,
19,Wed Dec 6 2000,7:30p EST,,Box Score,,Los Angeles Lakers,W,OT,125,122,6,13,W 1,
20,Fri Dec 8 2000,7:30p EST,,Box Score,,Toronto Raptors,L,,92,108,6,14,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Dec 9 2000,7:00p EST,,Box Score,@,Utah Jazz,L,,114,125,6,15,L 2,
22,Tue Dec 12 2000,7:30p EST,,Box Score,,Portland Trail Blazers,L,,93,101,6,16,L 3,
23,Thu Dec 14 2000,7:30p EST,,Box Score,,Houston Rockets,L,,95,98,6,17,L 4,
24,Sat Dec 16 2000,7:30p EST,,Box Score,,Miami Heat,L,,85,93,6,18,L 5,
25,Tue Dec 19 2000,7:30p EST,,Box Score,,Minnesota Timberwolves,W,,120,99,7,18,W 1,
26,Fri Dec 22 2000,7:30p EST,,Box Score,@,San Antonio Spurs,L,,87,105,7,19,L 1,
27,Sat Dec 23 2000,7:30p EST,,Box Score,@,Houston Rockets,W,,95,87,8,19,W 1,
28,Wed Dec 27 2000,7:30p EST,,Box Score,,Philadelphia 76ers,L,,110,118,8,20,L 1,
29,Fri Dec 29 2000,7:30p EST,,Box Score,,Utah Jazz,W,,100,89,9,20,W 1,
30,Sat Dec 30 2000,7:00p EST,,Box Score,@,Vancouver Grizzlies,W,,102,101,10,20,W 2,
31,Wed Jan 3 2001,7:30p EST,,Box Score,,Denver Nuggets,L,,100,111,10,21,L 1,
32,Fri Jan 5 2001,7:30p EST,,Box Score,@,Boston Celtics,W,,100,88,11,21,W 1,
33,Sat Jan 6 2001,7:30p EST,,Box Score,@,New Jersey Nets,L,,92,97,11,22,L 1,
34,Mon Jan 8 2001,7:30p EST,,Box Score,@,Miami Heat,L,,78,88,11,23,L 2,
35,Thu Jan 11 2001,7:30p EST,,Box Score,@,Atlanta Hawks,L,,96,107,11,24,L 3,
36,Sat Jan 13 2001,8:00p EST,,Box Score,@,Orlando Magic,L,,94,111,11,25,L 4,
37,Mon Jan 15 2001,1:00p EST,,Box Score,,Cleveland Cavaliers,L,,101,107,11,26,L 5,
38,Thu Jan 18 2001,7:30p EST,,Box Score,,Houston Rockets,L,,104,112,11,27,L 6,
39,Fri Jan 19 2001,7:00p EST,,Box Score,@,Phoenix Suns,W,,103,95,12,27,W 1,
40,Sun Jan 21 2001,6:00p EST,,Box Score,,Boston Celtics,W,,94,91,13,27,W 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Tue Jan 23 2001,7:00p EST,,Box Score,@,Utah Jazz,L,,78,100,13,28,L 1,
42,Wed Jan 24 2001,7:30p EST,,Box Score,,New Jersey Nets,W,,109,87,14,28,W 1,
43,Fri Jan 26 2001,7:30p EST,,Box Score,,Seattle SuperSonics,L,,105,107,14,29,L 1,
44,Mon Jan 29 2001,7:30p EST,,Box Score,,Charlotte Hornets,L,,85,93,14,30,L 2,
45,Tue Jan 30 2001,7:30p EST,,Box Score,@,Sacramento Kings,L,,79,105,14,31,L 3,
46,Sat Feb 3 2001,7:00p EST,,Box Score,@,Dallas Mavericks,L,,95,101,14,32,L 4,
47,Mon Feb 5 2001,7:30p EST,,Box Score,@,San Antonio Spurs,L,,85,109,14,33,L 5,
48,Wed Feb 7 2001,7:30p EST,,Box Score,,Los Angeles Clippers,W,,89,88,15,33,W 1,
49,Tue Feb 13 2001,7:30p EST,,Box Score,,Phoenix Suns,L,,83,93,15,34,L 1,
50,Thu Feb 15 2001,7:00p EST,,Box Score,@,Vancouver Grizzlies,L,,89,99,15,35,L 2,
51,Fri Feb 16 2001,7:30p EST,,Box Score,,Vancouver Grizzlies,L,,79,92,15,36,L 3,
52,Sun Feb 18 2001,6:00p EST,,Box Score,,Atlanta Hawks,L,,91,98,15,37,L 4,
53,Tue Feb 20 2001,6:00p EST,,Box Score,@,Toronto Raptors,L,,102,113,15,38,L 5,
54,Thu Feb 22 2001,7:30p EST,,Box Score,@,Charlotte Hornets,L,,91,93,15,39,L 6,
55,Fri Feb 23 2001,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,83,122,15,40,L 7,
56,Sun Feb 25 2001,4:30p EST,,Box Score,@,Milwaukee Bucks,L,,95,122,15,41,L 8,
57,Mon Feb 26 2001,7:30p EST,,Box Score,@,Chicago Bulls,W,,84,78,16,41,W 1,
58,Wed Feb 28 2001,7:30p EST,,Box Score,,Sacramento Kings,L,,101,122,16,42,L 1,
59,Sat Mar 3 2001,7:00p EST,,Box Score,@,Portland Trail Blazers,L,,91,122,16,43,L 2,
60,Sun Mar 4 2001,6:30p EST,,Box Score,@,Los Angeles Lakers,L,,95,110,16,44,L 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Tue Mar 6 2001,7:30p EST,,Box Score,,Los Angeles Lakers,L,,85,97,16,45,L 4,
