
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 5 1993,,,Box Score,,Denver Nuggets,W,,109,100,1,0,W 1,
2,Sun Nov 7 1993,,,Box Score,@,Phoenix Suns,L,,110,132,1,1,L 1,
3,Wed Nov 10 1993,,,Box Score,,Los Angeles Lakers,W,,112,101,2,1,W 1,
4,Fri Nov 12 1993,,,Box Score,,San Antonio Spurs,W,,93,91,3,1,W 2,
5,Sun Nov 14 1993,,,Box Score,@,New Jersey Nets,L,,102,132,3,2,L 1,
6,Tue Nov 16 1993,,,Box Score,@,Atlanta Hawks,L,,95,118,3,3,L 2,
7,Wed Nov 17 1993,,,Box Score,@,Charlotte Hornets,L,,113,130,3,4,L 3,
8,Fri Nov 19 1993,,,Box Score,@,Minnesota Timberwolves,L,,108,113,3,5,L 4,
9,Sun Nov 21 1993,,,Box Score,,Chicago Bulls,W,,103,101,4,5,W 1,
10,Wed Nov 24 1993,,,Box Score,,Seattle SuperSonics,L,,93,120,4,6,L 1,
11,Fri Nov 26 1993,,,Box Score,,Houston Rockets,L,,89,92,4,7,L 2,
12,Sun Nov 28 1993,,,Box Score,@,Portland Trail Blazers,L,,109,120,4,8,L 3,
13,Mon Nov 29 1993,,,Box Score,,Indiana Pacers,L,,103,105,4,9,L 4,
14,Wed Dec 1 1993,,,Box Score,,Minnesota Timberwolves,L,,101,111,4,10,L 5,
15,Sat Dec 4 1993,,,Box Score,@,New York Knicks,L,,101,123,4,11,L 6,
16,Tue Dec 7 1993,,,Box Score,@,Indiana Pacers,L,,87,105,4,12,L 7,
17,Wed Dec 8 1993,,,Box Score,@,Boston Celtics,L,,115,129,4,13,L 8,
18,Fri Dec 10 1993,,,Box Score,@,Philadelphia 76ers,W,,109,103,5,13,W 1,
19,Sun Dec 12 1993,,,Box Score,,Los Angeles Clippers,L,,102,112,5,14,L 1,
20,Wed Dec 15 1993,,,Box Score,,Milwaukee Bucks,L,,95,96,5,15,L 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Fri Dec 17 1993,,,Box Score,,Golden State Warriors,L,,94,109,5,16,L 3,
22,Sun Dec 19 1993,,,Box Score,,Orlando Magic,L,,91,97,5,17,L 4,
23,Thu Dec 23 1993,,,Box Score,,Washington Bullets,W,,114,88,6,17,W 1,
24,Sun Dec 26 1993,,,Box Score,@,Miami Heat,L,,95,109,6,18,L 1,
25,Mon Dec 27 1993,,,Box Score,@,Orlando Magic,L,,110,122,6,19,L 2,
26,Wed Dec 29 1993,,,Box Score,@,Washington Bullets,W,,103,97,7,19,W 1,
27,Thu Dec 30 1993,,,Box Score,@,Detroit Pistons,W,,97,91,8,19,W 2,
28,Sun Jan 2 1994,,,Box Score,,Dallas Mavericks,W,,119,116,9,19,W 3,
29,Tue Jan 4 1994,,,Box Score,@,Golden State Warriors,L,,112,115,9,20,L 1,
30,Wed Jan 5 1994,,,Box Score,,Los Angeles Lakers,W,,106,98,10,20,W 1,
31,Fri Jan 7 1994,,,Box Score,@,Seattle SuperSonics,L,,93,102,10,21,L 1,
32,Sat Jan 8 1994,,,Box Score,@,Denver Nuggets,L,,98,104,10,22,L 2,
33,Tue Jan 11 1994,,,Box Score,,Miami Heat,W,,103,95,11,22,W 1,
34,Thu Jan 13 1994,,,Box Score,,Charlotte Hornets,W,,115,104,12,22,W 2,
35,Sat Jan 15 1994,,,Box Score,,Phoenix Suns,L,,103,119,12,23,L 1,
36,Wed Jan 19 1994,,,Box Score,,Seattle SuperSonics,L,,95,114,12,24,L 2,
37,Fri Jan 21 1994,,,Box Score,@,Utah Jazz,L,,83,112,12,25,L 3,
38,Sat Jan 22 1994,,,Box Score,,Cleveland Cavaliers,L,OT,109,119,12,26,L 4,
39,Tue Jan 25 1994,,,Box Score,@,San Antonio Spurs,L,,91,107,12,27,L 5,
40,Thu Jan 27 1994,,,Box Score,@,Houston Rockets,L,,97,113,12,28,L 6,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
