
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 31 2000,7:30p EST,,Box Score,@,Chicago Bulls,W,,100,81,1,0,W 1,
2,Wed Nov 1 2000,7:30p EST,,Box Score,@,Cleveland Cavaliers,L,2OT,100,102,1,1,L 1,
3,Fri Nov 3 2000,8:00p EST,,Box Score,@,Detroit Pistons,W,,100,93,2,1,W 1,
4,Sat Nov 4 2000,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,91,99,2,2,L 1,
5,Mon Nov 6 2000,7:30p EST,,Box Score,,Portland Trail Blazers,W,,79,75,3,2,W 1,
6,Wed Nov 8 2000,7:30p EST,,Box Score,,Golden State Warriors,W,,115,84,4,2,W 2,
7,Fri Nov 10 2000,7:30p EST,,Box Score,@,Golden State Warriors,W,OT,114,107,5,2,W 3,
8,Sun Nov 12 2000,6:00p EST,,Box Score,,Dallas Mavericks,W,,109,84,6,2,W 4,
9,Tue Nov 14 2000,5:00p EST,,Box Score,,Orlando Magic,W,,96,82,7,2,W 5,
10,Thu Nov 16 2000,5:00p EST,,Box Score,,Los Angeles Lakers,L,OT,110,112,7,3,L 1,
11,Wed Nov 22 2000,7:30p EST,,Box Score,,Chicago Bulls,W,,100,71,8,3,W 1,
12,Sat Nov 25 2000,7:30p EST,,Box Score,,Seattle SuperSonics,W,,125,101,9,3,W 2,
13,Tue Nov 28 2000,7:30p EST,,Box Score,@,Houston Rockets,W,,88,81,10,3,W 3,
14,Wed Nov 29 2000,7:30p EST,,Box Score,@,San Antonio Spurs,L,,79,82,10,4,L 1,
15,Fri Dec 1 2000,7:30p EST,,Box Score,,Phoenix Suns,W,,105,98,11,4,W 1,
16,Tue Dec 5 2000,5:00p EST,,Box Score,,San Antonio Spurs,W,,81,75,12,4,W 2,
17,Fri Dec 8 2000,7:30p EST,,Box Score,,Houston Rockets,W,,111,98,13,4,W 3,
18,Sun Dec 10 2000,6:00p EST,,Box Score,,Miami Heat,W,,101,97,14,4,W 4,
19,Tue Dec 12 2000,8:00p EST,,Box Score,@,Atlanta Hawks,L,,99,107,14,5,L 1,
20,Wed Dec 13 2000,7:30p EST,,Box Score,@,Charlotte Hornets,L,,90,101,14,6,L 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Fri Dec 15 2000,7:30p EST,,Box Score,@,Boston Celtics,W,,104,81,15,6,W 1,
22,Sun Dec 17 2000,7:30p EST,,Box Score,@,New Jersey Nets,W,,95,79,16,6,W 2,
23,Tue Dec 19 2000,7:30p EST,,Box Score,,Washington Wizards,W,,106,72,17,6,W 3,
24,Wed Dec 20 2000,7:00p EST,,Box Score,@,Seattle SuperSonics,L,,85,89,17,7,L 1,
25,Fri Dec 22 2000,7:00p EST,,Box Score,@,Vancouver Grizzlies,W,,95,93,18,7,W 1,
26,Sat Dec 23 2000,7:30p EST,,Box Score,,Seattle SuperSonics,W,,97,92,19,7,W 2,
27,Thu Dec 28 2000,7:30p EST,,Box Score,,Charlotte Hornets,W,,91,87,20,7,W 3,
28,Sat Dec 30 2000,4:30p EST,,Box Score,,Philadelphia 76ers,L,OT,104,107,20,8,L 1,
29,Tue Jan 2 2001,7:30p EST,,Box Score,,Phoenix Suns,W,OT,121,117,21,8,W 1,
30,Fri Jan 5 2001,7:30p EST,,Box Score,,Indiana Pacers,L,OT,91,93,21,9,L 1,
31,Mon Jan 8 2001,7:30p EST,,Box Score,,Minnesota Timberwolves,W,,100,97,22,9,W 1,
32,Wed Jan 10 2001,7:30p EST,,Box Score,,Cleveland Cavaliers,W,,108,103,23,9,W 2,
33,Fri Jan 12 2001,7:00p EST,,Box Score,@,Denver Nuggets,L,,93,106,23,10,L 1,
34,Sat Jan 13 2001,7:30p EST,,Box Score,@,Houston Rockets,W,,84,81,24,10,W 1,
35,Mon Jan 15 2001,2:00p EST,,Box Score,@,Dallas Mavericks,W,,116,105,25,10,W 2,
36,Wed Jan 17 2001,7:30p EST,,Box Score,,Boston Celtics,W,,111,106,26,10,W 3,
37,Sat Jan 20 2001,2:30p EST,,Box Score,@,Portland Trail Blazers,W,,111,101,27,10,W 4,
38,Sun Jan 21 2001,6:00p EST,,Box Score,@,Seattle SuperSonics,L,,107,109,27,11,L 1,
39,Tue Jan 23 2001,7:30p EST,,Box Score,,New Jersey Nets,W,,130,104,28,11,W 1,
40,Thu Jan 25 2001,7:30p EST,,Box Score,,San Antonio Spurs,L,,91,97,28,12,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Sat Jan 27 2001,7:30p EST,,Box Score,@,Los Angeles Clippers,W,,101,89,29,12,W 1,
42,Tue Jan 30 2001,7:30p EST,,Box Score,,Golden State Warriors,W,,105,79,30,12,W 2,
43,Fri Feb 2 2001,7:30p EST,,Box Score,,Vancouver Grizzlies,W,,105,95,31,12,W 3,
44,Sun Feb 4 2001,12:30p EST,,Box Score,@,Los Angeles Lakers,L,,94,100,31,13,L 1,
45,Tue Feb 6 2001,7:00p EST,,Box Score,@,Milwaukee Bucks,L,,109,112,31,14,L 2,
46,Wed Feb 7 2001,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,88,117,31,15,L 3,
47,Tue Feb 13 2001,6:00p EST,,Box Score,@,Utah Jazz,W,OT,97,94,32,15,W 1,
48,Thu Feb 15 2001,7:00p EST,,Box Score,@,Portland Trail Blazers,L,,81,105,32,16,L 1,
49,Fri Feb 16 2001,7:30p EST,,Box Score,,Denver Nuggets,W,,117,84,33,16,W 1,
50,Sun Feb 18 2001,12:00p EST,,Box Score,,Utah Jazz,L,,90,94,33,17,L 1,
51,Tue Feb 20 2001,7:30p EST,,Box Score,,Atlanta Hawks,W,,94,80,34,17,W 1,
52,Thu Feb 22 2001,7:00p EST,,Box Score,@,Washington Wizards,W,,115,110,35,17,W 2,
53,Fri Feb 23 2001,7:00p EST,,Box Score,@,Toronto Raptors,W,3OT,119,118,36,17,W 3,
