
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Oct 31 1997,,,Box Score,,Los Angeles Clippers,W,,110,100,1,0,W 1,
2,Tue Nov 4 1997,,,Box Score,,Utah Jazz,W,,106,84,2,0,W 2,
3,Thu Nov 6 1997,,,Box Score,,New York Knicks,L,,75,105,2,1,L 1,
4,Sat Nov 8 1997,,,Box Score,@,Los Angeles Clippers,W,,123,105,3,1,W 1,at Anaheim CA
5,Wed Nov 12 1997,,,Box Score,,Milwaukee Bucks,W,,103,95,4,1,W 2,
6,Fri Nov 14 1997,,,Box Score,@,Portland Trail Blazers,W,4OT,140,139,5,1,W 3,
7,Sun Nov 16 1997,,,Box Score,,Houston Rockets,W,,96,94,6,1,W 4,
8,Tue Nov 18 1997,,,Box Score,,Minnesota Timberwolves,L,,90,108,6,2,L 1,
9,Thu Nov 20 1997,,,Box Score,,Chicago Bulls,W,,89,85,7,2,W 1,
10,Wed Nov 26 1997,,,Box Score,,New Jersey Nets,W,,111,99,8,2,W 2,
11,Fri Nov 28 1997,,,Box Score,@,Boston Celtics,W,OT,112,108,9,2,W 3,
12,Sat Nov 29 1997,,,Box Score,@,New York Knicks,L,,80,102,9,3,L 1,
13,Tue Dec 2 1997,,,Box Score,@,Milwaukee Bucks,W,,90,86,10,3,W 1,
14,Wed Dec 3 1997,,,Box Score,@,Detroit Pistons,L,3OT,103,108,10,4,L 1,
15,Fri Dec 5 1997,,,Box Score,,Toronto Raptors,W,,110,91,11,4,W 1,
16,Sun Dec 7 1997,,,Box Score,,Indiana Pacers,L,OT,97,99,11,5,L 1,
17,Tue Dec 9 1997,,,Box Score,,Vancouver Grizzlies,W,,107,85,12,5,W 1,
18,Thu Dec 11 1997,,,Box Score,,Atlanta Hawks,W,,94,78,13,5,W 2,
19,Sat Dec 13 1997,,,Box Score,@,Minnesota Timberwolves,L,,101,112,13,6,L 1,
20,Mon Dec 15 1997,,,Box Score,@,Chicago Bulls,L,,104,111,13,7,L 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Tue Dec 16 1997,,,Box Score,@,Cleveland Cavaliers,L,,90,103,13,8,L 3,
22,Thu Dec 18 1997,,,Box Score,@,Dallas Mavericks,W,,89,75,14,8,W 1,
23,Sat Dec 20 1997,,,Box Score,@,Denver Nuggets,W,,102,81,15,8,W 2,
24,Mon Dec 22 1997,,,Box Score,,Golden State Warriors,W,,91,76,16,8,W 3,
25,Fri Dec 26 1997,,,Box Score,@,Vancouver Grizzlies,W,,118,100,17,8,W 4,
26,Sun Dec 28 1997,,,Box Score,,Seattle SuperSonics,L,,97,106,17,9,L 1,
27,Tue Dec 30 1997,,,Box Score,,Boston Celtics,W,,100,90,18,9,W 1,
28,Fri Jan 2 1998,,,Box Score,,Dallas Mavericks,W,,92,85,19,9,W 2,
29,Sun Jan 4 1998,,,Box Score,@,Washington Wizards,L,,99,109,19,10,L 1,
30,Tue Jan 6 1998,,,Box Score,@,Indiana Pacers,W,,81,80,20,10,W 1,
31,Wed Jan 7 1998,,,Box Score,@,Minnesota Timberwolves,W,,92,77,21,10,W 2,
32,Fri Jan 9 1998,,,Box Score,,San Antonio Spurs,W,,100,79,22,10,W 3,
33,Mon Jan 12 1998,,,Box Score,@,Sacramento Kings,L,,90,96,22,11,L 1,
34,Tue Jan 13 1998,,,Box Score,,Cleveland Cavaliers,L,,84,102,22,12,L 2,
35,Fri Jan 16 1998,,,Box Score,,Orlando Magic,W,,111,86,23,12,W 1,
36,Sun Jan 18 1998,,,Box Score,,Miami Heat,W,,96,87,24,12,W 2,
37,Tue Jan 20 1998,,,Box Score,@,Golden State Warriors,W,,87,69,25,12,W 3,
38,Wed Jan 21 1998,,,Box Score,,Los Angeles Lakers,L,,109,119,25,13,L 1,
39,Fri Jan 23 1998,,,Box Score,,Denver Nuggets,W,,93,77,26,13,W 1,
40,Mon Jan 26 1998,,,Box Score,@,Atlanta Hawks,W,,96,91,27,13,W 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Tue Jan 27 1998,,,Box Score,@,Charlotte Hornets,L,2OT,113,120,27,14,L 1,
42,Fri Jan 30 1998,,,Box Score,@,Miami Heat,W,,74,71,28,14,W 1,
43,Sat Jan 31 1998,,,Box Score,@,Orlando Magic,W,,96,94,29,14,W 2,
44,Mon Feb 2 1998,,,Box Score,@,Philadelphia 76ers,W,,106,97,30,14,W 3,
45,Tue Feb 3 1998,,,Box Score,@,Toronto Raptors,W,,110,105,31,14,W 4,
46,Thu Feb 5 1998,,,Box Score,@,New Jersey Nets,L,,94,106,31,15,L 1,
47,Tue Feb 10 1998,,,Box Score,,Sacramento Kings,W,,88,86,32,15,W 1,
48,Thu Feb 12 1998,,,Box Score,,Portland Trail Blazers,L,,110,115,32,16,L 1,
49,Sat Feb 14 1998,,,Box Score,@,San Antonio Spurs,W,,94,81,33,16,W 1,
50,Tue Feb 17 1998,,,Box Score,@,Dallas Mavericks,W,,95,77,34,16,W 2,
