
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 31 2000,8:00p EST,,Box Score,@,New York Knicks,W,,101,72,1,0,W 1,
2,Wed Nov 1 2000,7:00p EST,,Box Score,,Toronto Raptors,W,,104,98,2,0,W 2,
3,Fri Nov 3 2000,7:30p EST,,Box Score,@,Orlando Magic,W,,87,80,3,0,W 3,
4,Sat Nov 4 2000,7:30p EST,,Box Score,@,Miami Heat,W,,84,82,4,0,W 4,
5,Wed Nov 8 2000,7:00p EST,,Box Score,,Detroit Pistons,W,,103,94,5,0,W 5,
6,Thu Nov 9 2000,7:00p EST,,Box Score,@,Minnesota Timberwolves,W,,84,82,6,0,W 6,
7,Sat Nov 11 2000,8:00p EST,,Box Score,,Boston Celtics,W,,85,83,7,0,W 7,
8,Wed Nov 15 2000,7:00p EST,,Box Score,,Cleveland Cavaliers,W,,107,98,8,0,W 8,
9,Fri Nov 17 2000,7:00p EST,,Box Score,,Miami Heat,W,,94,73,9,0,W 9,
10,Mon Nov 20 2000,7:00p EST,,Box Score,@,Boston Celtics,W,,114,90,10,0,W 10,
11,Wed Nov 22 2000,7:30p EST,,Box Score,@,Charlotte Hornets,L,,73,88,10,1,L 1,
12,Fri Nov 24 2000,7:30p EST,,Box Score,@,Atlanta Hawks,W,,76,67,11,1,W 1,
13,Sat Nov 25 2000,7:30p EST,,Box Score,@,San Antonio Spurs,L,,76,96,11,2,L 1,
14,Wed Nov 29 2000,7:00p EST,,Box Score,,Washington Wizards,W,,93,87,12,2,W 1,
15,Fri Dec 1 2000,7:00p EST,,Box Score,,Charlotte Hornets,W,,95,74,13,2,W 2,
16,Sat Dec 2 2000,7:30p EST,,Box Score,@,Cleveland Cavaliers,W,,112,78,14,2,W 3,
17,Mon Dec 4 2000,7:00p EST,,Box Score,@,Denver Nuggets,L,,98,105,14,3,L 1,
18,Tue Dec 5 2000,7:30p EST,,Box Score,@,Los Angeles Lakers,L,,85,96,14,4,L 2,
19,Fri Dec 8 2000,7:00p EST,,Box Score,@,Portland Trail Blazers,W,,107,94,15,4,W 1,
20,Sat Dec 9 2000,7:00p EST,,Box Score,@,Vancouver Grizzlies,W,,83,79,16,4,W 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Mon Dec 11 2000,7:00p EST,,Box Score,,Minnesota Timberwolves,L,OT,91,96,16,5,L 1,
22,Wed Dec 13 2000,7:00p EST,,Box Score,@,Washington Wizards,W,,102,82,17,5,W 1,
23,Fri Dec 15 2000,7:00p EST,,Box Score,,Dallas Mavericks,L,,94,112,17,6,L 1,
24,Sat Dec 16 2000,7:30p EST,,Box Score,@,Chicago Bulls,W,,99,91,18,6,W 1,
25,Wed Dec 20 2000,8:00p EST,,Box Score,,Utah Jazz,L,,89,91,18,7,L 1,
26,Fri Dec 22 2000,7:00p EST,,Box Score,,New York Knicks,L,,71,91,18,8,L 2,
27,Tue Dec 26 2000,7:00p EST,,Box Score,@,Utah Jazz,W,,97,91,19,8,W 1,
28,Wed Dec 27 2000,7:30p EST,,Box Score,@,Golden State Warriors,W,,118,110,20,8,W 2,
29,Sat Dec 30 2000,4:30p EST,,Box Score,@,Sacramento Kings,W,OT,107,104,21,8,W 3,
30,Wed Jan 3 2001,7:00p EST,,Box Score,,Atlanta Hawks,W,,98,80,22,8,W 4,
31,Fri Jan 5 2001,7:00p EST,,Box Score,,Seattle SuperSonics,W,,121,89,23,8,W 5,
32,Sat Jan 6 2001,7:30p EST,,Box Score,@,Cleveland Cavaliers,W,,107,103,24,8,W 6,
33,Tue Jan 9 2001,7:30p EST,,Box Score,@,New Jersey Nets,W,,104,87,25,8,W 7,
34,Wed Jan 10 2001,8:00p EST,,Box Score,,Portland Trail Blazers,L,,75,93,25,9,L 1,
35,Fri Jan 12 2001,7:00p EST,,Box Score,@,Washington Wizards,W,,86,82,26,9,W 1,
36,Sat Jan 13 2001,8:00p EST,,Box Score,,San Antonio Spurs,W,,100,83,27,9,W 2,
37,Mon Jan 15 2001,2:00p EST,,Box Score,,Charlotte Hornets,W,,84,79,28,9,W 3,
38,Wed Jan 17 2001,7:00p EST,,Box Score,,Chicago Bulls,W,,99,88,29,9,W 4,
39,Fri Jan 19 2001,7:00p EST,,Box Score,,New Jersey Nets,W,,97,86,30,9,W 5,
40,Sun Jan 21 2001,2:30p EST,,Box Score,,Toronto Raptors,L,OT,106,110,30,10,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Tue Jan 23 2001,7:00p EST,,Box Score,@,Dallas Mavericks,W,,114,98,31,10,W 1,
42,Wed Jan 24 2001,7:30p EST,,Box Score,@,Houston Rockets,W,OT,85,84,32,10,W 2,
43,Fri Jan 26 2001,7:00p EST,,Box Score,,Detroit Pistons,W,,105,89,33,10,W 3,
