
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 1 1991,,,Box Score,@,Chicago Bulls,L,,90,110,0,1,L 1,
2,Sat Nov 2 1991,,,Box Score,,Orlando Magic,L,,115,122,0,2,L 2,
3,Tue Nov 5 1991,,,Box Score,@,Washington Bullets,W,,107,106,1,2,W 1,
4,Wed Nov 6 1991,,,Box Score,,New Jersey Nets,W,,107,105,2,2,W 2,
5,Fri Nov 8 1991,,,Box Score,,Golden State Warriors,W,,126,116,3,2,W 3,
6,Mon Nov 11 1991,,,Box Score,,Milwaukee Bucks,W,,102,99,4,2,W 4,
7,Wed Nov 13 1991,,,Box Score,@,Orlando Magic,W,,121,100,5,2,W 5,
8,Fri Nov 15 1991,,,Box Score,@,Boston Celtics,L,,97,122,5,3,L 1,
9,Sat Nov 16 1991,,,Box Score,@,Detroit Pistons,W,,89,86,6,3,W 1,
10,Wed Nov 20 1991,,,Box Score,,Miami Heat,W,,114,107,7,3,W 2,
11,Fri Nov 22 1991,,,Box Score,,Atlanta Hawks,L,,92,99,7,4,L 1,
12,Sat Nov 23 1991,,,Box Score,@,New York Knicks,L,,92,100,7,5,L 2,
13,Tue Nov 26 1991,,,Box Score,,Cleveland Cavaliers,L,,91,95,7,6,L 3,
14,Wed Nov 27 1991,,,Box Score,@,Cleveland Cavaliers,L,,97,107,7,7,L 4,
15,Fri Nov 29 1991,,,Box Score,@,Miami Heat,L,,92,95,7,8,L 5,
16,Sat Nov 30 1991,,,Box Score,,Los Angeles Lakers,L,,91,93,7,9,L 6,
17,Tue Dec 3 1991,,,Box Score,@,New Jersey Nets,L,,86,88,7,10,L 7,
18,Fri Dec 6 1991,,,Box Score,,Portland Trail Blazers,W,OT,105,102,8,10,W 1,
19,Sat Dec 7 1991,,,Box Score,,Chicago Bulls,W,,103,100,9,10,W 2,
20,Wed Dec 11 1991,,,Box Score,,Denver Nuggets,L,,88,98,9,11,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Fri Dec 13 1991,,,Box Score,@,Minnesota Timberwolves,W,,104,95,10,11,W 1,
22,Sat Dec 14 1991,,,Box Score,,Seattle SuperSonics,W,,104,95,11,11,W 2,
23,Wed Dec 18 1991,,,Box Score,,Utah Jazz,L,,105,107,11,12,L 1,
24,Fri Dec 20 1991,,,Box Score,,Miami Heat,W,,127,99,12,12,W 1,
25,Sat Dec 21 1991,,,Box Score,@,Milwaukee Bucks,L,,97,110,12,13,L 1,
26,Mon Dec 23 1991,,,Box Score,,Charlotte Hornets,L,,106,114,12,14,L 2,
27,Thu Dec 26 1991,,,Box Score,@,Indiana Pacers,W,,113,110,13,14,W 1,
28,Sat Dec 28 1991,,,Box Score,@,Los Angeles Clippers,L,,95,102,13,15,L 1,
29,Mon Dec 30 1991,,,Box Score,@,Denver Nuggets,L,,93,109,13,16,L 2,
30,Thu Jan 2 1992,,,Box Score,@,Sacramento Kings,L,,110,114,13,17,L 3,
31,Sat Jan 4 1992,,,Box Score,@,Seattle SuperSonics,W,,112,93,14,17,W 1,
32,Sun Jan 5 1992,,,Box Score,@,Portland Trail Blazers,L,,102,115,14,18,L 1,
33,Wed Jan 8 1992,,,Box Score,,Houston Rockets,W,,114,104,15,18,W 1,
34,Fri Jan 10 1992,,,Box Score,,Los Angeles Clippers,W,,102,90,16,18,W 2,
