
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 3 1989,,,Box Score,@,Miami Heat,W,,110,90,1,0,W 1,
2,Sat Nov 4 1989,,,Box Score,@,Orlando Magic,W,,111,106,2,0,W 2,
3,Tue Nov 7 1989,,,Box Score,,Miami Heat,L,,77,83,2,1,L 1,
4,Thu Nov 9 1989,,,Box Score,@,New York Knicks,L,,105,107,2,2,L 2,
5,Fri Nov 10 1989,,,Box Score,,Chicago Bulls,W,,117,107,3,2,W 1,
6,Tue Nov 14 1989,,,Box Score,,Cleveland Cavaliers,L,,92,103,3,3,L 1,
7,Wed Nov 15 1989,,,Box Score,@,Boston Celtics,L,,92,126,3,4,L 2,
8,Sat Nov 18 1989,,,Box Score,,San Antonio Spurs,L,,95,110,3,5,L 3,
9,Tue Nov 21 1989,,,Box Score,@,Seattle SuperSonics,L,,84,114,3,6,L 4,
10,Wed Nov 22 1989,,,Box Score,@,Los Angeles Clippers,L,,97,106,3,7,L 5,
11,Fri Nov 24 1989,,,Box Score,@,Portland Trail Blazers,L,,99,125,3,8,L 6,
12,Sat Nov 25 1989,,,Box Score,@,Sacramento Kings,L,,98,112,3,9,L 7,
13,Mon Nov 27 1989,,,Box Score,@,Utah Jazz,L,,68,105,3,10,L 8,
14,Wed Nov 29 1989,,,Box Score,,Boston Celtics,L,,95,118,3,11,L 9,
15,Fri Dec 1 1989,,,Box Score,,Miami Heat,W,,101,77,4,11,W 1,
16,Tue Dec 5 1989,,,Box Score,@,Minnesota Timberwolves,L,,90,92,4,12,L 1,
17,Fri Dec 8 1989,,,Box Score,@,Houston Rockets,W,,99,94,5,12,W 1,
18,Sat Dec 9 1989,,,Box Score,@,San Antonio Spurs,L,,92,109,5,13,L 1,
19,Tue Dec 12 1989,,,Box Score,,Philadelphia 76ers,W,,97,82,6,13,W 1,
20,Thu Dec 14 1989,,,Box Score,,Indiana Pacers,L,,78,102,6,14,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Dec 16 1989,,,Box Score,,Los Angeles Lakers,L,,92,99,6,15,L 2,
22,Tue Dec 19 1989,,,Box Score,@,Miami Heat,W,,100,98,7,15,W 1,
23,Wed Dec 20 1989,,,Box Score,,Dallas Mavericks,L,,78,84,7,16,L 1,
24,Fri Dec 22 1989,,,Box Score,,Detroit Pistons,L,,90,96,7,17,L 2,
25,Sat Dec 23 1989,,,Box Score,@,New York Knicks,L,,85,94,7,18,L 3,
26,Tue Dec 26 1989,,,Box Score,,Washington Bullets,W,,101,94,8,18,W 1,
27,Thu Dec 28 1989,,,Box Score,,New York Knicks,L,,104,106,8,19,L 1,
28,Sat Dec 30 1989,,,Box Score,@,Detroit Pistons,L,,106,117,8,20,L 2,
29,Tue Jan 2 1990,,,Box Score,@,Washington Bullets,L,,96,110,8,21,L 3,
30,Wed Jan 3 1990,,,Box Score,,Milwaukee Bucks,L,,96,110,8,22,L 4,
31,Sat Jan 6 1990,,,Box Score,@,Atlanta Hawks,L,,96,105,8,23,L 5,
32,Sun Jan 7 1990,,,Box Score,,Atlanta Hawks,W,,98,93,9,23,W 1,
33,Tue Jan 9 1990,,,Box Score,,Boston Celtics,W,,87,78,10,23,W 2,
34,Thu Jan 11 1990,,,Box Score,,Charlotte Hornets,W,,109,101,11,23,W 3,
35,Sat Jan 13 1990,,,Box Score,@,Cleveland Cavaliers,L,,96,98,11,24,L 1,
36,Sun Jan 14 1990,,,Box Score,,Portland Trail Blazers,L,,90,99,11,25,L 2,
37,Wed Jan 17 1990,,,Box Score,,Washington Bullets,W,,115,106,12,25,W 1,
38,Fri Jan 19 1990,,,Box Score,@,Orlando Magic,L,,105,120,12,26,L 1,
39,Sat Jan 20 1990,,,Box Score,@,Philadelphia 76ers,L,,98,108,12,27,L 2,
