
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 6 1992,,,Box Score,@,Philadelphia 76ers,W,,114,111,1,0,W 1,
2,Sat Nov 7 1992,,,Box Score,@,Miami Heat,L,,94,106,1,1,L 1,
3,Tue Nov 10 1992,,,Box Score,@,New York Knicks,L,,96,99,1,2,L 2,
4,Thu Nov 12 1992,,,Box Score,,Minnesota Timberwolves,L,,84,88,1,3,L 3,
5,Sat Nov 14 1992,,,Box Score,,Orlando Magic,W,,124,113,2,3,W 1,
6,Sun Nov 15 1992,,,Box Score,,Washington Bullets,W,,111,104,3,3,W 2,
7,Tue Nov 17 1992,,,Box Score,,Utah Jazz,L,,97,108,3,4,L 1,
8,Thu Nov 19 1992,,,Box Score,@,Atlanta Hawks,W,,108,101,4,4,W 1,
9,Sat Nov 21 1992,,,Box Score,,Philadelphia 76ers,L,,95,104,4,5,L 1,
10,Sun Nov 22 1992,,,Box Score,,Golden State Warriors,L,,101,114,4,6,L 2,
11,Tue Nov 24 1992,,,Box Score,@,Seattle SuperSonics,L,,97,103,4,7,L 3,
12,Wed Nov 25 1992,,,Box Score,@,Los Angeles Lakers,W,,100,98,5,7,W 1,
13,Fri Nov 27 1992,,,Box Score,@,Utah Jazz,W,,112,110,6,7,W 2,
14,Sat Nov 28 1992,,,Box Score,@,Sacramento Kings,W,,94,89,7,7,W 3,
15,Wed Dec 2 1992,,,Box Score,,Atlanta Hawks,W,,122,115,8,7,W 4,
16,Fri Dec 4 1992,,,Box Score,,San Antonio Spurs,W,OT,108,103,9,7,W 5,
17,Sat Dec 5 1992,,,Box Score,@,Miami Heat,W,,111,104,10,7,W 6,
18,Tue Dec 8 1992,,,Box Score,,Phoenix Suns,L,,100,105,10,8,L 1,
19,Thu Dec 10 1992,,,Box Score,,Los Angeles Clippers,W,,111,105,11,8,W 1,
20,Sat Dec 12 1992,,,Box Score,@,Chicago Bulls,L,,89,95,11,9,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Tue Dec 15 1992,,,Box Score,,New York Knicks,L,,94,108,11,10,L 2,
22,Thu Dec 17 1992,,,Box Score,@,Milwaukee Bucks,W,,102,101,12,10,W 1,
23,Sat Dec 19 1992,,,Box Score,@,Indiana Pacers,L,,110,124,12,11,L 1,
24,Sun Dec 20 1992,,,Box Score,,Sacramento Kings,W,,104,98,13,11,W 1,
25,Tue Dec 22 1992,,,Box Score,,Boston Celtics,L,,104,106,13,12,L 1,
26,Sat Dec 26 1992,,,Box Score,@,Cleveland Cavaliers,W,,119,114,14,12,W 1,
27,Mon Dec 28 1992,,,Box Score,,Charlotte Hornets,W,,104,103,15,12,W 2,
28,Wed Dec 30 1992,,,Box Score,@,Minnesota Timberwolves,W,,118,92,16,12,W 3,
29,Sat Jan 2 1993,,,Box Score,@,Charlotte Hornets,L,,117,118,16,13,L 1,
30,Tue Jan 5 1993,,,Box Score,@,Orlando Magic,W,,102,99,17,13,W 1,
31,Wed Jan 6 1993,,,Box Score,@,Philadelphia 76ers,L,,106,132,17,14,L 1,
32,Fri Jan 8 1993,,,Box Score,@,Boston Celtics,L,,88,102,17,15,L 2,
33,Sat Jan 9 1993,,,Box Score,,Washington Bullets,W,,124,79,18,15,W 1,
34,Wed Jan 13 1993,,,Box Score,,Cleveland Cavaliers,W,,104,98,19,15,W 2,
35,Fri Jan 15 1993,,,Box Score,,Philadelphia 76ers,W,OT,110,105,20,15,W 3,
36,Sat Jan 16 1993,,,Box Score,@,Washington Bullets,W,,109,101,21,15,W 4,at Baltimore MD
37,Mon Jan 18 1993,,,Box Score,,Indiana Pacers,W,,100,97,22,15,W 5,
38,Thu Jan 21 1993,,,Box Score,,Chicago Bulls,L,,94,107,22,16,L 1,
39,Fri Jan 22 1993,,,Box Score,@,Atlanta Hawks,L,,91,102,22,17,L 2,
40,Sun Jan 24 1993,,,Box Score,,Houston Rockets,W,,100,83,23,17,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Tue Jan 26 1993,,,Box Score,,Los Angeles Lakers,W,,106,91,24,17,W 2,
42,Thu Jan 28 1993,,,Box Score,@,Denver Nuggets,L,,100,110,24,18,L 1,
43,Sat Jan 30 1993,,,Box Score,@,Houston Rockets,L,,105,108,24,19,L 2,
44,Mon Feb 1 1993,,,Box Score,@,Dallas Mavericks,W,,115,96,25,19,W 1,
45,Tue Feb 2 1993,,,Box Score,@,San Antonio Spurs,L,,93,111,25,20,L 1,
46,Thu Feb 4 1993,,,Box Score,,Seattle SuperSonics,W,OT,113,103,26,20,W 1,
47,Sun Feb 7 1993,,,Box Score,@,Milwaukee Bucks,W,,105,102,27,20,W 2,
48,Wed Feb 10 1993,,,Box Score,,Detroit Pistons,W,,109,86,28,20,W 3,
49,Fri Feb 12 1993,,,Box Score,@,Detroit Pistons,L,,97,106,28,21,L 1,
50,Sun Feb 14 1993,,,Box Score,,Miami Heat,W,OT,117,111,29,21,W 1,
51,Tue Feb 16 1993,,,Box Score,,Milwaukee Bucks,W,,100,88,30,21,W 2,
52,Tue Feb 23 1993,,,Box Score,@,Charlotte Hornets,L,,95,104,30,22,L 1,
53,Wed Feb 24 1993,,,Box Score,@,Boston Celtics,L,,88,103,30,23,L 2,
54,Fri Feb 26 1993,,,Box Score,,Portland Trail Blazers,L,,91,102,30,24,L 3,
55,Sun Feb 28 1993,,,Box Score,,New York Knicks,W,,102,76,31,24,W 1,
56,Tue Mar 2 1993,,,Box Score,,Chicago Bulls,L,,80,87,31,25,L 1,
57,Thu Mar 4 1993,,,Box Score,,Orlando Magic,W,,116,97,32,25,W 1,
58,Sat Mar 6 1993,,,Box Score,,Denver Nuggets,W,,117,90,33,25,W 2,
59,Wed Mar 10 1993,,,Box Score,@,Los Angeles Clippers,W,,109,98,34,25,W 3,
60,Thu Mar 11 1993,,,Box Score,@,Golden State Warriors,W,,103,91,35,25,W 4,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Sat Mar 13 1993,,,Box Score,@,Phoenix Suns,W,,124,93,36,25,W 5,
62,Mon Mar 15 1993,,,Box Score,@,Portland Trail Blazers,L,,94,110,36,26,L 1,
63,Wed Mar 17 1993,,,Box Score,,Atlanta Hawks,W,,114,93,37,26,W 1,
64,Fri Mar 19 1993,,,Box Score,,Milwaukee Bucks,W,,99,85,38,26,W 2,
65,Sun Mar 21 1993,,,Box Score,,Dallas Mavericks,W,,106,84,39,26,W 3,
66,Mon Mar 22 1993,,,Box Score,@,Washington Bullets,L,,92,97,39,27,L 1,
67,Wed Mar 24 1993,,,Box Score,,Charlotte Hornets,W,,118,116,40,27,W 1,
68,Fri Mar 26 1993,,,Box Score,@,Miami Heat,L,,100,110,40,28,L 1,
69,Sat Mar 27 1993,,,Box Score,@,Orlando Magic,L,,84,98,40,29,L 2,
70,Tue Mar 30 1993,,,Box Score,,Philadelphia 76ers,W,,91,77,41,29,W 1,
71,Thu Apr 1 1993,,,Box Score,,Miami Heat,W,,95,82,42,29,W 2,
72,Fri Apr 2 1993,,,Box Score,@,Chicago Bulls,L,,105,118,42,30,L 1,
73,Sun Apr 4 1993,,,Box Score,@,Cleveland Cavaliers,L,,99,105,42,31,L 2,
74,Tue Apr 6 1993,,,Box Score,,Indiana Pacers,L,,85,98,42,32,L 3,
75,Thu Apr 8 1993,,,Box Score,,Detroit Pistons,L,,98,100,42,33,L 4,
76,Sat Apr 10 1993,,,Box Score,,Cleveland Cavaliers,L,,99,100,42,34,L 5,
77,Wed Apr 14 1993,,,Box Score,@,Indiana Pacers,L,,90,109,42,35,L 6,
78,Thu Apr 15 1993,,,Box Score,,Boston Celtics,L,,105,106,42,36,L 7,
79,Sat Apr 17 1993,,,Box Score,@,Washington Bullets,W,,104,103,43,36,W 1,
80,Wed Apr 21 1993,,,Box Score,@,New York Knicks,L,,74,105,43,37,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
81,Fri Apr 23 1993,,,Box Score,,Orlando Magic,L,,116,119,43,38,L 2,
82,Sun Apr 25 1993,,,Box Score,@,Detroit Pistons,L,,110,116,43,39,L 3,
