
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Feb 5 1999,,,Box Score,,Sacramento Kings,W,,101,83,1,0,W 1,
2,Sat Feb 6 1999,,,Box Score,,Minnesota Timberwolves,W,,96,82,2,0,W 2,
3,Mon Feb 8 1999,,,Box Score,,Los Angeles Lakers,L,,75,80,2,1,L 1,
4,Tue Feb 9 1999,,,Box Score,@,Minnesota Timberwolves,L,,70,74,2,2,L 2,
5,Thu Feb 11 1999,,,Box Score,@,Cleveland Cavaliers,L,,89,99,2,3,L 3,
6,Fri Feb 12 1999,,,Box Score,@,Philadelphia 76ers,W,,98,94,3,3,W 1,
7,Sun Feb 14 1999,,,Box Score,@,Chicago Bulls,W,,89,76,4,3,W 2,
8,Wed Feb 17 1999,,,Box Score,,Phoenix Suns,L,,76,79,4,4,L 1,
9,Fri Feb 19 1999,,,Box Score,@,Los Angeles Lakers,L,,94,106,4,5,L 2,
10,Sun Feb 21 1999,,,Box Score,,Detroit Pistons,W,,85,64,5,5,W 1,
11,Mon Feb 22 1999,,,Box Score,@,Minnesota Timberwolves,L,,89,95,5,6,L 1,
12,Wed Feb 24 1999,,,Box Score,,Seattle SuperSonics,W,,99,81,6,6,W 1,
13,Fri Feb 26 1999,,,Box Score,@,Seattle SuperSonics,L,,82,92,6,7,L 1,
14,Sun Feb 28 1999,,,Box Score,,Utah Jazz,L,,87,101,6,8,L 2,
15,Tue Mar 2 1999,,,Box Score,@,Houston Rockets,W,,99,82,7,8,W 1,
16,Thu Mar 4 1999,,,Box Score,@,Dallas Mavericks,W,,95,79,8,8,W 2,
17,Sat Mar 6 1999,,,Box Score,,Los Angeles Clippers,W,,114,85,9,8,W 3,
18,Sun Mar 7 1999,,,Box Score,@,Denver Nuggets,W,,106,96,10,8,W 4,
19,Wed Mar 10 1999,,,Box Score,,Orlando Magic,W,,81,79,11,8,W 5,
20,Fri Mar 12 1999,,,Box Score,@,Phoenix Suns,W,,99,97,12,8,W 6,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Mar 13 1999,,,Box Score,,Denver Nuggets,W,,92,61,13,8,W 7,
22,Tue Mar 16 1999,,,Box Score,@,Sacramento Kings,W,,121,109,14,8,W 8,
23,Wed Mar 17 1999,,,Box Score,@,Golden State Warriors,W,,82,78,15,8,W 9,
24,Fri Mar 19 1999,,,Box Score,@,Portland Trail Blazers,L,,85,90,15,9,L 1,
25,Sat Mar 20 1999,,,Box Score,@,Vancouver Grizzlies,W,OT,92,88,16,9,W 1,
26,Tue Mar 23 1999,,,Box Score,,Denver Nuggets,W,,112,82,17,9,W 2,
27,Thu Mar 25 1999,,,Box Score,@,Denver Nuggets,W,,86,65,18,9,W 3,
28,Fri Mar 26 1999,,,Box Score,,Toronto Raptors,L,,91,93,18,10,L 1,
29,Sat Mar 27 1999,,,Box Score,,Dallas Mavericks,W,,99,77,19,10,W 1,
30,Tue Mar 30 1999,,,Box Score,,Seattle SuperSonics,W,,95,87,20,10,W 2,
31,Thu Apr 1 1999,,,Box Score,,Vancouver Grizzlies,W,,103,91,21,10,W 3,
32,Sat Apr 3 1999,,,Box Score,,Los Angeles Clippers,W,,103,82,22,10,W 4,
33,Mon Apr 5 1999,,,Box Score,,Golden State Warriors,W,,93,86,23,10,W 5,
34,Thu Apr 8 1999,,,Box Score,@,Houston Rockets,W,,92,83,24,10,W 6,
35,Sat Apr 10 1999,,,Box Score,@,Phoenix Suns,L,,84,110,24,11,L 1,
36,Mon Apr 12 1999,,,Box Score,,Phoenix Suns,W,,94,77,25,11,W 1,
37,Tue Apr 13 1999,,,Box Score,@,Dallas Mavericks,L,,86,92,25,12,L 1,
38,Wed Apr 14 1999,,,Box Score,,Minnesota Timberwolves,W,,95,79,26,12,W 1,
39,Fri Apr 16 1999,,,Box Score,,Portland Trail Blazers,W,,81,80,27,12,W 2,
40,Sun Apr 18 1999,,,Box Score,,Houston Rockets,W,,86,83,28,12,W 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Tue Apr 20 1999,,,Box Score,@,Utah Jazz,W,,83,69,29,12,W 4,
42,Thu Apr 22 1999,,,Box Score,,Dallas Mavericks,W,,103,76,30,12,W 5,
43,Sat Apr 24 1999,,,Box Score,,Los Angeles Lakers,W,,108,81,31,12,W 6,
44,Mon Apr 26 1999,,,Box Score,@,Los Angeles Clippers,W,,94,88,32,12,W 7,
45,Tue Apr 27 1999,,,Box Score,@,Sacramento Kings,L,OT,100,104,32,13,L 1,
46,Thu Apr 29 1999,,,Box Score,@,Vancouver Grizzlies,W,,99,72,33,13,W 1,
47,Sat May 1 1999,,,Box Score,,Portland Trail Blazers,W,OT,98,90,34,13,W 2,
48,Sun May 2 1999,,,Box Score,,Utah Jazz,W,,84,78,35,13,W 3,
49,Tue May 4 1999,,,Box Score,@,Portland Trail Blazers,W,,87,81,36,13,W 4,
50,Wed May 5 1999,,,Box Score,@,Golden State Warriors,W,,88,81,37,13,W 5,
