
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Thu Nov 2 2006,7:00p EST,,Box Score,@,Dallas Mavericks,W,,97,91,1,0,W 1,
2,Fri Nov 3 2006,7:00p EST,,Box Score,,Cleveland Cavaliers,L,,81,88,1,1,L 1,
3,Sun Nov 5 2006,1:00p EST,,Box Score,@,Toronto Raptors,W,,103,94,2,1,W 1,
4,Mon Nov 6 2006,7:30p EST,,Box Score,@,New York Knicks,W,,105,93,3,1,W 2,
5,Wed Nov 8 2006,7:00p EST,,Box Score,,Phoenix Suns,W,OT,111,106,4,1,W 3,
6,Sat Nov 11 2006,7:00p EST,,Box Score,,New York Knicks,W,,100,92,5,1,W 4,
7,Tue Nov 14 2006,7:30p EST,,Box Score,@,Houston Rockets,W,,92,84,6,1,W 5,
8,Wed Nov 15 2006,7:00p EST,,Box Score,,Charlotte Bobcats,L,OT,92,95,6,2,L 1,
9,Fri Nov 17 2006,7:00p EST,,Box Score,,Chicago Bulls,W,,100,83,7,2,W 1,
10,Sun Nov 19 2006,6:00p EST,,Box Score,@,Sacramento Kings,W,,108,99,8,2,W 2,
11,Mon Nov 20 2006,7:00p EST,,Box Score,@,Portland Trail Blazers,W,,107,98,9,2,W 3,
12,Wed Nov 22 2006,6:30p EST,,Box Score,,Miami Heat,W,,106,86,10,2,W 4,
13,Fri Nov 24 2006,7:00p EST,,Box Score,,Dallas Mavericks,L,,92,95,10,3,L 1,
14,Sun Nov 26 2006,6:00p EST,,Box Score,@,Seattle SuperSonics,W,,98,78,11,3,W 1,
15,Mon Nov 27 2006,7:30p EST,,Box Score,@,Golden State Warriors,L,,102,111,11,4,L 1,
16,Wed Nov 29 2006,7:00p EST,,Box Score,@,Utah Jazz,L,,75,83,11,5,L 2,
17,Sat Dec 2 2006,7:00p EST,,Box Score,,Sacramento Kings,W,,100,98,12,5,W 1,
18,Mon Dec 4 2006,7:00p EST,,Box Score,,Golden State Warriors,W,,129,89,13,5,W 2,
