
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Oct 31 1997,,,Box Score,@,Portland Trail Blazers,W,,91,83,1,0,W 1,
2,Sat Nov 1 1997,,,Box Score,,Dallas Mavericks,L,,81,89,1,1,L 1,
3,Tue Nov 4 1997,,,Box Score,,Houston Rockets,W,,118,94,2,1,W 1,
4,Thu Nov 6 1997,,,Box Score,@,Toronto Raptors,W,,109,92,3,1,W 2,
5,Fri Nov 7 1997,,,Box Score,@,Indiana Pacers,W,,99,93,4,1,W 3,
6,Sun Nov 9 1997,,,Box Score,@,Philadelphia 76ers,W,,112,105,5,1,W 4,
7,Tue Nov 11 1997,,,Box Score,@,Atlanta Hawks,L,,87,89,5,2,L 1,
8,Thu Nov 13 1997,,,Box Score,,Detroit Pistons,W,,95,89,6,2,W 1,
9,Fri Nov 14 1997,,,Box Score,@,Utah Jazz,L,,104,110,6,3,L 1,
10,Sun Nov 16 1997,,,Box Score,,Milwaukee Bucks,W,,119,99,7,3,W 1,
11,Wed Nov 19 1997,,,Box Score,,Vancouver Grizzlies,W,,107,87,8,3,W 2,
12,Fri Nov 21 1997,,,Box Score,,San Antonio Spurs,W,,94,74,9,3,W 3,
13,Sat Nov 22 1997,,,Box Score,@,Denver Nuggets,W,,84,80,10,3,W 4,
14,Tue Nov 25 1997,,,Box Score,,Chicago Bulls,W,,91,90,11,3,W 5,
15,Fri Nov 28 1997,,,Box Score,,Sacramento Kings,W,,113,96,12,3,W 6,
16,Sun Nov 30 1997,,,Box Score,,Orlando Magic,W,,103,81,13,3,W 7,
17,Tue Dec 2 1997,,,Box Score,@,Washington Wizards,L,,78,95,13,4,L 1,
18,Wed Dec 3 1997,,,Box Score,@,New Jersey Nets,W,,93,89,14,4,W 1,
19,Fri Dec 5 1997,,,Box Score,@,Detroit Pistons,W,,94,89,15,4,W 2,
20,Sun Dec 7 1997,,,Box Score,@,Milwaukee Bucks,L,,91,97,15,5,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Tue Dec 9 1997,,,Box Score,@,Minnesota Timberwolves,W,,108,99,16,5,W 1,
22,Fri Dec 12 1997,,,Box Score,,Portland Trail Blazers,W,,111,98,17,5,W 2,
23,Sun Dec 14 1997,,,Box Score,,Los Angeles Clippers,W,,107,101,18,5,W 3,
24,Tue Dec 16 1997,,,Box Score,@,Los Angeles Clippers,W,,109,94,19,5,W 4,
25,Thu Dec 18 1997,,,Box Score,,Denver Nuggets,W,,119,106,20,5,W 5,
26,Sat Dec 20 1997,,,Box Score,,Golden State Warriors,W,,108,89,21,5,W 6,
27,Tue Dec 23 1997,,,Box Score,,Minnesota Timberwolves,L,,103,112,21,6,L 1,
28,Fri Dec 26 1997,,,Box Score,@,Sacramento Kings,W,,111,95,22,6,W 1,
29,Sun Dec 28 1997,,,Box Score,@,Phoenix Suns,W,,106,97,23,6,W 2,
30,Tue Dec 30 1997,,,Box Score,@,Golden State Warriors,W,,101,87,24,6,W 3,
31,Fri Jan 2 1998,,,Box Score,,Philadelphia 76ers,W,,90,73,25,6,W 4,
32,Sun Jan 4 1998,,,Box Score,@,Vancouver Grizzlies,W,,120,108,26,6,W 5,
33,Tue Jan 6 1998,,,Box Score,,Charlotte Hornets,W,,102,81,27,6,W 6,
34,Thu Jan 8 1998,,,Box Score,@,Cleveland Cavaliers,W,,109,84,28,6,W 7,
35,Fri Jan 9 1998,,,Box Score,@,Boston Celtics,W,,111,92,29,6,W 8,
36,Sun Jan 11 1998,,,Box Score,@,New York Knicks,L,,91,92,29,7,L 1,
37,Tue Jan 13 1998,,,Box Score,@,Chicago Bulls,L,,91,101,29,8,L 2,
38,Thu Jan 15 1998,,,Box Score,,Miami Heat,W,,103,85,30,8,W 1,
39,Sat Jan 17 1998,,,Box Score,,Cleveland Cavaliers,W,,99,91,31,8,W 2,
40,Mon Jan 19 1998,,,Box Score,@,Houston Rockets,W,,114,80,32,8,W 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Tue Jan 20 1998,,,Box Score,@,Dallas Mavericks,L,,98,107,32,9,L 1,
42,Sat Jan 24 1998,,,Box Score,,Los Angeles Lakers,W,,101,95,33,9,W 1,
43,Mon Jan 26 1998,,,Box Score,@,Sacramento Kings,L,,92,111,33,10,L 1,
44,Wed Jan 28 1998,,,Box Score,@,Utah Jazz,W,,101,93,34,10,W 1,
45,Thu Jan 29 1998,,,Box Score,,Golden State Warriors,W,,109,97,35,10,W 2,
46,Sun Feb 1 1998,,,Box Score,,New Jersey Nets,W,,97,87,36,10,W 3,
47,Wed Feb 4 1998,,,Box Score,,Indiana Pacers,W,,104,97,37,10,W 4,
48,Tue Feb 10 1998,,,Box Score,@,Houston Rockets,L,,83,97,37,11,L 1,
49,Wed Feb 11 1998,,,Box Score,@,San Antonio Spurs,W,,106,105,38,11,W 1,
50,Fri Feb 13 1998,,,Box Score,@,Los Angeles Lakers,W,OT,113,108,39,11,W 2,
51,Sat Feb 14 1998,,,Box Score,,Utah Jazz,L,,91,111,39,12,L 1,
52,Wed Feb 18 1998,,,Box Score,,Portland Trail Blazers,W,,101,95,40,12,W 1,
53,Fri Feb 20 1998,,,Box Score,,Boston Celtics,L,,96,106,40,13,L 1,
