
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 4 1994,,,Box Score,@,Boston Celtics,W,,120,107,1,0,W 1,
2,Tue Nov 8 1994,,,Box Score,,Los Angeles Lakers,W,,117,113,2,0,W 2,
3,Thu Nov 10 1994,,,Box Score,,Orlando Magic,W,,101,99,3,0,W 3,
4,Sat Nov 12 1994,,,Box Score,@,San Antonio Spurs,L,,82,101,3,1,L 1,
5,Mon Nov 14 1994,,,Box Score,@,Utah Jazz,L,,97,110,3,2,L 2,
6,Wed Nov 16 1994,,,Box Score,@,Los Angeles Lakers,W,,110,89,4,2,W 1,
7,Thu Nov 17 1994,,,Box Score,@,Golden State Warriors,L,,100,109,4,3,L 1,
8,Sat Nov 19 1994,,,Box Score,,Atlanta Hawks,W,,92,79,5,3,W 1,
9,Mon Nov 21 1994,,,Box Score,,San Antonio Spurs,W,,92,88,6,3,W 2,
10,Sat Nov 26 1994,,,Box Score,,Charlotte Hornets,L,,95,105,6,4,L 1,
11,Tue Nov 29 1994,,,Box Score,@,Washington Bullets,W,,99,91,7,4,W 1,
12,Fri Dec 2 1994,,,Box Score,@,Orlando Magic,L,,100,125,7,5,L 1,
13,Sat Dec 3 1994,,,Box Score,,Washington Bullets,W,,111,95,8,5,W 1,
14,Mon Dec 5 1994,,,Box Score,@,Philadelphia 76ers,W,OT,101,96,9,5,W 2,
15,Tue Dec 6 1994,,,Box Score,,Boston Celtics,W,,104,90,10,5,W 3,
16,Fri Dec 9 1994,,,Box Score,@,Atlanta Hawks,L,,85,89,10,6,L 1,
17,Sat Dec 10 1994,,,Box Score,,Philadelphia 76ers,W,,107,103,11,6,W 1,
18,Mon Dec 12 1994,,,Box Score,,Miami Heat,L,,111,122,11,7,L 1,
19,Thu Dec 15 1994,,,Box Score,@,Sacramento Kings,W,,94,84,12,7,W 1,
20,Fri Dec 16 1994,,,Box Score,@,Phoenix Suns,L,,85,106,12,8,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sun Dec 18 1994,,,Box Score,@,Portland Trail Blazers,L,,87,111,12,9,L 2,
22,Tue Dec 20 1994,,,Box Score,,New Jersey Nets,L,,83,85,12,10,L 3,
23,Thu Dec 22 1994,,,Box Score,,Cleveland Cavaliers,L,,90,93,12,11,L 4,
24,Sun Dec 25 1994,,,Box Score,@,Chicago Bulls,L,OT,104,107,12,12,L 5,
25,Tue Dec 27 1994,,,Box Score,@,New Jersey Nets,W,,99,91,13,12,W 1,
26,Wed Dec 28 1994,,,Box Score,,Detroit Pistons,W,,101,93,14,12,W 2,
27,Fri Dec 30 1994,,,Box Score,@,Minnesota Timberwolves,W,,90,81,15,12,W 3,
28,Wed Jan 4 1995,,,Box Score,,Atlanta Hawks,W,,89,80,16,12,W 4,
29,Fri Jan 6 1995,,,Box Score,@,Cleveland Cavaliers,W,,103,93,17,12,W 5,
30,Sun Jan 8 1995,,,Box Score,,Minnesota Timberwolves,W,,102,87,18,12,W 6,
31,Tue Jan 10 1995,,,Box Score,,Indiana Pacers,W,,117,105,19,12,W 7,
32,Fri Jan 13 1995,,,Box Score,@,Milwaukee Bucks,W,,91,88,20,12,W 8,
33,Sat Jan 14 1995,,,Box Score,,Utah Jazz,L,,81,86,20,13,L 1,
34,Mon Jan 16 1995,,,Box Score,,New Jersey Nets,W,,107,90,21,13,W 1,
35,Thu Jan 19 1995,,,Box Score,@,Houston Rockets,W,,93,77,22,13,W 2,
36,Fri Jan 20 1995,,,Box Score,@,Dallas Mavericks,W,,106,93,23,13,W 3,
37,Sun Jan 22 1995,,,Box Score,@,Miami Heat,W,,104,95,24,13,W 4,
38,Tue Jan 24 1995,,,Box Score,,Portland Trail Blazers,W,,105,99,25,13,W 5,
39,Thu Jan 26 1995,,,Box Score,,Los Angeles Clippers,W,,87,74,26,13,W 6,
40,Fri Jan 27 1995,,,Box Score,@,Charlotte Hornets,L,,90,105,26,14,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Sun Jan 29 1995,,,Box Score,,Phoenix Suns,W,,107,88,27,14,W 1,
42,Tue Jan 31 1995,,,Box Score,,Golden State Warriors,W,,90,87,28,14,W 2,
43,Fri Feb 3 1995,,,Box Score,@,Philadelphia 76ers,W,,106,86,29,14,W 3,
44,Sun Feb 5 1995,,,Box Score,@,Orlando Magic,L,OT,100,103,29,15,L 1,
45,Tue Feb 7 1995,,,Box Score,,Milwaukee Bucks,L,,87,95,29,16,L 2,
46,Wed Feb 8 1995,,,Box Score,@,Indiana Pacers,W,,96,77,30,16,W 1,
47,Tue Feb 14 1995,,,Box Score,@,Detroit Pistons,L,,94,106,30,17,L 1,
48,Thu Feb 16 1995,,,Box Score,@,Miami Heat,W,,96,87,31,17,W 1,
49,Fri Feb 17 1995,,,Box Score,,Miami Heat,W,,100,91,32,17,W 2,
50,Sun Feb 19 1995,,,Box Score,,Houston Rockets,W,,122,117,33,17,W 3,
51,Tue Feb 21 1995,,,Box Score,,Cleveland Cavaliers,L,,91,99,33,18,L 1,
52,Thu Feb 23 1995,,,Box Score,,Sacramento Kings,W,,103,90,34,18,W 1,
53,Sun Feb 26 1995,,,Box Score,,Philadelphia 76ers,W,,104,99,35,18,W 2,
54,Tue Feb 28 1995,,,Box Score,@,Orlando Magic,L,,106,118,35,19,L 1,
55,Thu Mar 2 1995,,,Box Score,,Chicago Bulls,W,,93,89,36,19,W 1,
56,Sat Mar 4 1995,,,Box Score,@,Cleveland Cavaliers,W,,89,76,37,19,W 2,
57,Tue Mar 7 1995,,,Box Score,,Boston Celtics,W,,115,110,38,19,W 3,
58,Wed Mar 8 1995,,,Box Score,@,Boston Celtics,W,,108,100,39,19,W 4,
59,Fri Mar 10 1995,,,Box Score,@,Atlanta Hawks,L,,81,108,39,20,L 1,
60,Sat Mar 11 1995,,,Box Score,,Seattle SuperSonics,L,,84,96,39,21,L 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Tue Mar 14 1995,,,Box Score,,Denver Nuggets,W,,94,74,40,21,W 1,
62,Fri Mar 17 1995,,,Box Score,@,Washington Bullets,W,,89,81,41,21,W 2,
63,Sat Mar 18 1995,,,Box Score,,New Jersey Nets,W,OT,92,91,42,21,W 3,
64,Tue Mar 21 1995,,,Box Score,,Charlotte Hornets,L,,69,78,42,22,L 1,
65,Thu Mar 23 1995,,,Box Score,@,Denver Nuggets,W,,104,101,43,22,W 1,
66,Sat Mar 25 1995,,,Box Score,@,Los Angeles Clippers,W,,94,86,44,22,W 2,
67,Sun Mar 26 1995,,,Box Score,@,Seattle SuperSonics,L,,82,93,44,23,L 1,
68,Tue Mar 28 1995,,,Box Score,,Chicago Bulls,L,,111,113,44,24,L 2,
69,Wed Mar 29 1995,,,Box Score,@,Detroit Pistons,W,,107,97,45,24,W 1,
70,Fri Mar 31 1995,,,Box Score,,Dallas Mavericks,W,,101,90,46,24,W 2,
71,Sun Apr 2 1995,,,Box Score,@,New Jersey Nets,W,,94,85,47,24,W 3,
72,Tue Apr 4 1995,,,Box Score,,Indiana Pacers,L,,90,94,47,25,L 1,
73,Wed Apr 5 1995,,,Box Score,@,Milwaukee Bucks,W,,114,94,48,25,W 1,
74,Sat Apr 8 1995,,,Box Score,,Detroit Pistons,W,,113,96,49,25,W 2,
75,Tue Apr 11 1995,,,Box Score,,Miami Heat,W,,112,99,50,25,W 3,
76,Thu Apr 13 1995,,,Box Score,,Washington Bullets,W,,110,100,51,25,W 4,
77,Fri Apr 14 1995,,,Box Score,@,Indiana Pacers,W,,88,84,52,25,W 5,
78,Sun Apr 16 1995,,,Box Score,@,Chicago Bulls,L,,90,111,52,26,L 1,
79,Mon Apr 17 1995,,,Box Score,,Milwaukee Bucks,L,,93,99,52,27,L 2,
80,Thu Apr 20 1995,,,Box Score,@,Charlotte Hornets,W,,91,86,53,27,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
81,Fri Apr 21 1995,,,Box Score,@,Boston Celtics,W,,99,92,54,27,W 2,
82,Sun Apr 23 1995,,,Box Score,,Orlando Magic,W,,113,99,55,27,W 3,
