
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 31 2000,8:00p EST,,Box Score,,Philadelphia 76ers,L,,72,101,0,1,L 1,
2,Thu Nov 2 2000,7:30p EST,,Box Score,,Atlanta Hawks,W,,94,69,1,1,W 1,
3,Fri Nov 3 2000,7:00p EST,,Box Score,@,Washington Wizards,W,,80,76,2,1,W 2,
4,Tue Nov 7 2000,7:00p EST,,Box Score,@,Milwaukee Bucks,W,,103,89,3,1,W 3,
5,Wed Nov 8 2000,7:30p EST,,Box Score,,Cleveland Cavaliers,L,,97,99,3,2,L 1,
6,Fri Nov 10 2000,7:30p EST,,Box Score,@,Boston Celtics,W,OT,103,101,4,2,W 1,
7,Sat Nov 11 2000,7:30p EST,,Box Score,,Charlotte Hornets,W,,81,67,5,2,W 2,
8,Tue Nov 14 2000,7:30p EST,,Box Score,@,Seattle SuperSonics,L,,75,96,5,3,L 1,
9,Wed Nov 15 2000,7:30p EST,,Box Score,@,Los Angeles Clippers,L,,74,78,5,4,L 2,
10,Fri Nov 17 2000,7:00p EST,,Box Score,@,Phoenix Suns,W,,90,85,6,4,W 1,
11,Sun Nov 19 2000,8:00p EST,,Box Score,,Golden State Warriors,W,,88,71,7,4,W 2,
12,Tue Nov 21 2000,8:00p EST,,Box Score,@,Orlando Magic,W,,85,84,8,4,W 3,
13,Wed Nov 22 2000,7:30p EST,,Box Score,@,Atlanta Hawks,L,,74,78,8,5,L 1,
14,Sat Nov 25 2000,1:00p EST,,Box Score,,Toronto Raptors,L,,75,79,8,6,L 2,
15,Mon Nov 27 2000,7:30p EST,,Box Score,,Vancouver Grizzlies,W,,97,72,9,6,W 1,
16,Wed Nov 29 2000,8:00p EST,,Box Score,,Miami Heat,L,,81,84,9,7,L 1,
17,Fri Dec 1 2000,7:30p EST,,Box Score,@,Chicago Bulls,W,,91,86,10,7,W 1,
18,Sat Dec 2 2000,7:30p EST,,Box Score,,Minnesota Timberwolves,W,,100,90,11,7,W 2,
19,Mon Dec 4 2000,7:30p EST,,Box Score,,Los Angeles Clippers,W,,106,78,12,7,W 3,
20,Wed Dec 6 2000,7:00p EST,,Box Score,@,Dallas Mavericks,L,,85,94,12,8,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Thu Dec 7 2000,7:00p EST,,Box Score,@,San Antonio Spurs,W,,86,83,13,8,W 1,
22,Sat Dec 9 2000,7:30p EST,,Box Score,,Denver Nuggets,W,,96,88,14,8,W 2,
23,Thu Dec 14 2000,8:00p EST,,Box Score,@,Toronto Raptors,L,,68,70,14,9,L 1,
24,Fri Dec 15 2000,7:30p EST,,Box Score,,Utah Jazz,L,,58,89,14,10,L 2,
25,Sun Dec 17 2000,6:00p EST,,Box Score,,Milwaukee Bucks,W,OT,100,97,15,10,W 1,
26,Tue Dec 19 2000,7:30p EST,,Box Score,@,Atlanta Hawks,L,,77,87,15,11,L 1,
27,Thu Dec 21 2000,8:00p EST,,Box Score,,Boston Celtics,L,,86,92,15,12,L 2,
28,Fri Dec 22 2000,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,91,71,16,12,W 1,
29,Wed Dec 27 2000,7:00p EST,,Box Score,@,Washington Wizards,W,,89,82,17,12,W 2,
30,Fri Dec 29 2000,7:30p EST,,Box Score,,Chicago Bulls,W,,95,68,18,12,W 3,
31,Sat Dec 30 2000,6:30p EST,,Box Score,@,Minnesota Timberwolves,W,,88,79,19,12,W 4,
32,Wed Jan 3 2001,7:00p EST,,Box Score,@,Boston Celtics,W,,100,91,20,12,W 5,
33,Thu Jan 4 2001,8:00p EST,,Box Score,,Orlando Magic,W,OT,95,92,21,12,W 6,
34,Sun Jan 7 2001,7:30p EST,,Box Score,,Washington Wizards,W,,103,87,22,12,W 7,
35,Thu Jan 11 2001,7:30p EST,,Box Score,,Houston Rockets,L,,75,76,22,13,L 1,
36,Sat Jan 13 2001,5:30p EST,,Box Score,,Portland Trail Blazers,W,,91,78,23,13,W 1,
37,Mon Jan 15 2001,1:00p EST,,Box Score,,San Antonio Spurs,W,,104,82,24,13,W 2,
38,Fri Jan 19 2001,8:00p EST,,Box Score,@,Detroit Pistons,W,,97,91,25,13,W 3,
