
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 31 2000,7:00p EST,,Box Score,@,Utah Jazz,L,,94,107,0,1,L 1,
2,Thu Nov 2 2000,7:30p EST,,Box Score,,Vancouver Grizzlies,L,,91,99,0,2,L 2,
3,Sat Nov 4 2000,7:30p EST,,Box Score,,Houston Rockets,W,,77,74,1,2,W 1,
4,Sun Nov 5 2000,6:30p EST,,Box Score,@,Los Angeles Lakers,L,,103,108,1,3,L 1,
5,Wed Nov 8 2000,7:30p EST,,Box Score,,Utah Jazz,L,OT,87,93,1,4,L 2,
6,Fri Nov 10 2000,7:30p EST,,Box Score,,Atlanta Hawks,W,,115,106,2,4,W 1,
7,Sun Nov 12 2000,7:00p EST,,Box Score,@,Denver Nuggets,L,,79,95,2,5,L 1,
8,Mon Nov 13 2000,7:30p EST,,Box Score,,Dallas Mavericks,L,,76,90,2,6,L 2,
9,Wed Nov 15 2000,7:30p EST,,Box Score,,New York Knicks,W,,78,74,3,6,W 1,
10,Thu Nov 16 2000,7:00p EST,,Box Score,@,Vancouver Grizzlies,W,,76,72,4,6,W 2,
11,Sat Nov 18 2000,7:30p EST,,Box Score,,Seattle SuperSonics,L,,83,86,4,7,L 1,
12,Mon Nov 20 2000,7:30p EST,,Box Score,,New Jersey Nets,L,,85,86,4,8,L 2,
13,Fri Nov 24 2000,7:00p EST,,Box Score,@,Seattle SuperSonics,L,,81,98,4,9,L 3,
14,Sat Nov 25 2000,7:30p EST,,Box Score,,Phoenix Suns,L,OT,89,95,4,10,L 4,
15,Mon Nov 27 2000,7:30p EST,,Box Score,,Los Angeles Lakers,L,,83,98,4,11,L 5,
16,Wed Nov 29 2000,7:30p EST,,Box Score,,Golden State Warriors,W,,106,83,5,11,W 1,
17,Fri Dec 1 2000,7:00p EST,,Box Score,@,Toronto Raptors,L,OT,95,104,5,12,L 1,
18,Sun Dec 3 2000,12:30p EST,,Box Score,@,Boston Celtics,L,,87,96,5,13,L 2,
19,Mon Dec 4 2000,7:30p EST,,Box Score,@,New York Knicks,L,,78,106,5,14,L 3,
20,Wed Dec 6 2000,7:00p EST,,Box Score,@,Washington Wizards,W,,93,88,6,14,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Fri Dec 8 2000,7:30p EST,,Box Score,@,Charlotte Hornets,L,,87,92,6,15,L 1,
22,Sat Dec 9 2000,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,73,85,6,16,L 2,
23,Mon Dec 11 2000,7:30p EST,,Box Score,,Orlando Magic,W,,92,80,7,16,W 1,
24,Wed Dec 13 2000,7:30p EST,,Box Score,,Miami Heat,L,OT,88,94,7,17,L 1,
25,Fri Dec 15 2000,7:00p EST,,Box Score,@,Phoenix Suns,W,,98,88,8,17,W 1,
26,Sun Dec 17 2000,6:00p EST,,Box Score,,Washington Wizards,L,,94,103,8,18,L 1,
27,Wed Dec 20 2000,7:30p EST,,Box Score,,Minnesota Timberwolves,W,,103,96,9,18,W 1,
28,Sat Dec 23 2000,7:30p EST,,Box Score,,Vancouver Grizzlies,W,,92,90,10,18,W 2,
29,Tue Dec 26 2000,7:00p EST,,Box Score,@,Denver Nuggets,L,,108,109,10,19,L 1,
30,Thu Dec 28 2000,7:00p EST,,Box Score,@,Dallas Mavericks,L,,96,105,10,20,L 2,
31,Sat Dec 30 2000,7:30p EST,,Box Score,,Los Angeles Lakers,L,OT,114,116,10,21,L 3,
32,Tue Jan 2 2001,7:30p EST,,Box Score,,Toronto Raptors,W,,110,97,11,21,W 1,
33,Wed Jan 3 2001,7:00p EST,,Box Score,@,Phoenix Suns,L,,85,90,11,22,L 1,
34,Fri Jan 5 2001,7:30p EST,,Box Score,,Charlotte Hornets,L,,73,86,11,23,L 2,
35,Sun Jan 7 2001,6:30p EST,,Box Score,@,Los Angeles Lakers,W,,118,95,12,23,W 1,
36,Mon Jan 8 2001,7:30p EST,,Box Score,,Indiana Pacers,L,,82,85,12,24,L 1,
37,Wed Jan 10 2001,7:30p EST,,Box Score,,Denver Nuggets,W,,92,86,13,24,W 1,
38,Fri Jan 12 2001,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,89,95,13,25,L 1,
39,Sat Jan 13 2001,8:00p EST,,Box Score,@,Atlanta Hawks,L,,88,108,13,26,L 2,
40,Mon Jan 15 2001,7:00p EST,,Box Score,@,Indiana Pacers,L,,74,89,13,27,L 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Tue Jan 16 2001,7:00p EST,,Box Score,@,Milwaukee Bucks,L,,91,112,13,28,L 4,
42,Thu Jan 18 2001,7:30p EST,,Box Score,,Boston Celtics,L,,79,82,13,29,L 5,
43,Wed Jan 24 2001,7:30p EST,,Box Score,,Seattle SuperSonics,L,OT,110,114,13,30,L 6,
44,Sat Jan 27 2001,7:30p EST,,Box Score,,Sacramento Kings,L,,89,101,13,31,L 7,
45,Mon Jan 29 2001,7:30p EST,,Box Score,,San Antonio Spurs,L,,67,96,13,32,L 8,
46,Wed Jan 31 2001,7:30p EST,,Box Score,@,San Antonio Spurs,L,,70,92,13,33,L 9,
47,Thu Feb 1 2001,7:30p EST,,Box Score,@,Houston Rockets,W,,101,84,14,33,W 1,
48,Sat Feb 3 2001,7:30p EST,,Box Score,,Portland Trail Blazers,W,,90,89,15,33,W 2,
49,Mon Feb 5 2001,7:30p EST,,Box Score,,Chicago Bulls,W,,102,82,16,33,W 3,
50,Wed Feb 7 2001,7:30p EST,,Box Score,@,Golden State Warriors,L,,88,89,16,34,L 1,
51,Tue Feb 13 2001,7:30p EST,,Box Score,@,Miami Heat,L,OT,99,101,16,35,L 2,
52,Wed Feb 14 2001,7:30p EST,,Box Score,@,Orlando Magic,L,,101,114,16,36,L 3,
53,Fri Feb 16 2001,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,93,108,16,37,L 4,
54,Sun Feb 18 2001,1:00p EST,,Box Score,@,New Jersey Nets,L,OT,96,102,16,38,L 5,
55,Mon Feb 19 2001,7:30p EST,,Box Score,@,Detroit Pistons,W,OT,111,106,17,38,W 1,
56,Wed Feb 21 2001,7:30p EST,,Box Score,@,Cleveland Cavaliers,W,,100,94,18,38,W 2,
57,Thu Feb 22 2001,7:30p EST,,Box Score,@,Chicago Bulls,W,,93,80,19,38,W 3,
58,Sat Feb 24 2001,7:30p EST,,Box Score,,Portland Trail Blazers,W,2OT,123,120,20,38,W 4,
59,Mon Feb 26 2001,7:30p EST,,Box Score,,Dallas Mavericks,L,,92,103,20,39,L 1,
