
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 4 1994,,,Box Score,,Portland Trail Blazers,L,,100,121,0,1,L 1,at Yokohama Japan
2,Sat Nov 5 1994,,,Box Score,@,Portland Trail Blazers,L,,95,112,0,2,L 2,at Yokohama Japan
3,Thu Nov 10 1994,,,Box Score,,Atlanta Hawks,L,,91,108,0,3,L 3,
4,Sat Nov 12 1994,,,Box Score,,Phoenix Suns,L,,101,108,0,4,L 4,at Anaheim CA
5,Sun Nov 13 1994,,,Box Score,@,Seattle SuperSonics,L,,90,115,0,5,L 5,
6,Tue Nov 15 1994,,,Box Score,,Los Angeles Lakers,L,,92,102,0,6,L 6,
7,Thu Nov 17 1994,,,Box Score,@,Charlotte Hornets,L,,83,99,0,7,L 7,
8,Fri Nov 18 1994,,,Box Score,@,Philadelphia 76ers,L,,83,97,0,8,L 8,
9,Sun Nov 20 1994,,,Box Score,@,New Jersey Nets,L,,97,98,0,9,L 9,
10,Tue Nov 22 1994,,,Box Score,,Chicago Bulls,L,,93,105,0,10,L 10,
11,Wed Nov 23 1994,,,Box Score,@,Phoenix Suns,L,,109,140,0,11,L 11,
12,Fri Nov 25 1994,,,Box Score,,New Jersey Nets,L,,102,107,0,12,L 12,
13,Tue Nov 29 1994,,,Box Score,@,Golden State Warriors,L,OT,124,127,0,13,L 13,
14,Thu Dec 1 1994,,,Box Score,,Indiana Pacers,L,,84,93,0,14,L 14,
15,Sat Dec 3 1994,,,Box Score,,Minnesota Timberwolves,L,,95,103,0,15,L 15,
16,Mon Dec 5 1994,,,Box Score,,Charlotte Hornets,L,,83,115,0,16,L 16,
17,Wed Dec 7 1994,,,Box Score,,Milwaukee Bucks,W,OT,96,94,1,16,W 1,
18,Fri Dec 9 1994,,,Box Score,@,Los Angeles Lakers,W,,109,84,2,16,W 2,
19,Sat Dec 10 1994,,,Box Score,,Seattle SuperSonics,L,2OT,127,132,2,17,L 1,
20,Wed Dec 14 1994,,,Box Score,@,Portland Trail Blazers,L,,73,121,2,18,L 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Thu Dec 15 1994,,,Box Score,,Golden State Warriors,W,,89,82,3,18,W 1,at Anaheim CA
22,Sat Dec 17 1994,,,Box Score,,Dallas Mavericks,L,,87,106,3,19,L 1,at Anaheim CA
23,Tue Dec 20 1994,,,Box Score,@,Seattle SuperSonics,L,,79,110,3,20,L 2,
24,Wed Dec 21 1994,,,Box Score,,Orlando Magic,L,,91,102,3,21,L 3,
25,Fri Dec 23 1994,,,Box Score,,Washington Bullets,L,,102,105,3,22,L 4,
26,Mon Dec 26 1994,,,Box Score,@,Minnesota Timberwolves,L,,81,82,3,23,L 5,
27,Tue Dec 27 1994,,,Box Score,@,Chicago Bulls,W,,95,92,4,23,W 1,
28,Thu Dec 29 1994,,,Box Score,@,Miami Heat,L,,83,126,4,24,L 1,
29,Fri Dec 30 1994,,,Box Score,@,Orlando Magic,L,OT,105,116,4,25,L 2,
30,Thu Jan 5 1995,,,Box Score,,Philadelphia 76ers,W,,95,93,5,25,W 1,
